sample_id,WAFER_ID,STAGE,cohort,condition,route,excluded_extreme,p3_cpp,qc_loose_fallback,qc_loose_start,qc_loose_end,qc_loose_rows,qc_loose_segments,qc_nominal_fallback,qc_nominal_start,qc_nominal_end,qc_nominal_rows,qc_nominal_segments,qc_strict_fallback,qc_strict_start,qc_strict_end,qc_strict_rows,qc_strict_segments
abd2d498ddc961fb5dc1,-4228160658,B,training,Cond2,456,False,319,False,481948261.667,481948328.667,68,1,False,481948261.667,481948328.667,68,1,False,481948261.667,481948328.667,68,1
36c33a438518ee36f0ea,-4228160642,A,training,Cond1,456,False,301,False,481813262.333,481813327.333,66,1,False,481813262.333,481813327.333,66,1,False,481813262.333,481813327.333,66,1
3e8fc3c783193cad51dd,-4228160642,B,training,Cond2,456,False,304,False,481859685.0,481859751.333,63,1,False,481859686.0,481859751.333,62,1,False,481859686.0,481859751.333,62,1
8b02b17c76920c23a405,-4228160608,B,training,Cond2,456,False,293,False,481777808.667,481777874.333,67,1,False,481777808.667,481777874.333,67,1,False,481777808.667,481777874.333,67,1
b886a352d8b662dc1118,-4228160604,A,training,Cond1,456,False,289,False,481750407.0,481750472.333,66,1,False,481750407.0,481750472.333,66,1,False,481750407.0,481750472.333,66,1
e1d70ef84f51e97ba0b7,-4228160600,A,training,Cond1,456,False,285,False,481732762.333,481732831.333,70,1,False,481732763.333,481732831.333,69,1,False,481732763.333,481732831.333,69,1
d8d132b69ad481892b4a,-4228160600,B,training,Cond2,456,False,290,False,481757367.333,481757432.333,66,1,False,481757367.333,481757432.333,66,1,False,481757367.333,481757432.333,66,1
06c4e2ce0edf6cb6963e,-4228160596,A,training,Cond1,456,False,285,False,481732569.333,481732635.333,67,1,False,481732569.333,481732635.333,67,1,False,481732569.333,481732635.333,67,1
8a0e21deec15547d6452,-4228160596,B,training,Cond2,456,False,291,False,481767983.0,481768049.333,68,1,False,481767983.0,481768049.333,68,1,False,481767983.0,481768049.333,68,1
1202e8a96e82096f8f00,-4228160580,A,training,Cond1,456,False,285,False,481734929.333,481734995.333,67,1,False,481734929.333,481734995.333,67,1,False,481734929.333,481734995.333,67,1
5967fa72261c0fd8db68,-4228160580,B,training,Cond2,456,False,291,False,481767376.0,481767442.333,67,1,False,481767376.0,481767442.333,67,1,False,481767376.0,481767442.333,67,1
d7436ce2f1d8c85543ee,-4226160424,A,training,Cond1,456,False,277,False,481699022.333,481699088.333,67,1,False,481699022.333,481699088.333,67,1,False,481699022.333,481699088.333,67,1
1d00227e7a238234e187,-4226160424,B,training,Cond2,456,False,287,False,481741458.0,481741524.667,68,1,False,481741458.0,481741524.667,68,1,False,481741458.0,481741524.667,68,1
7961971dc74deb9a0ca0,-4226160416,A,training,Cond1,456,False,285,True,481734523.333,481734701.333,183,1,True,481734523.333,481734701.333,183,1,True,481734523.333,481734701.333,183,1
5fe6dba94c362366a1f5,-4226160416,B,training,Cond2,456,False,291,False,481767581.0,481767648.0,68,1,False,481767582.333,481767648.0,67,1,False,481767582.333,481767648.0,67,1
3b03297e1603ab9b5488,-4226160408,B,training,Cond2,456,False,292,False,481770947.0,481771015.0,69,1,False,481770947.0,481771015.0,69,1,False,481770947.0,481771015.0,69,1
5b1b682b0465237b3156,-4226160404,B,training,Cond2,456,False,288,False,481747943.333,481747988.0,46,1,False,481747943.333,481747988.0,46,1,False,481747943.333,481747988.0,46,1
992be32d31162a019ccb,-4226160396,A,training,Cond1,456,False,285,False,481731990.0,481732035.0,46,1,False,481731990.0,481732035.0,46,1,False,481731991.0,481732035.0,45,1
9b4c85f86c219eb6cf56,-4226160396,B,training,Cond2,456,False,290,False,481757165.333,481757194.333,30,1,False,481757165.333,481757194.333,30,1,False,481757165.333,481757194.333,30,1
68495d6c21e8fa63fb20,-4224160702,B,training,Cond2,456,False,280,False,481707961.333,481708008.333,48,1,False,481707961.333,481708008.333,48,1,False,481707961.333,481708008.333,48,1
6242717d11439aa52fa0,-4224160694,A,training,Cond1,456,False,269,False,481663539.667,481663604.667,66,1,False,481663539.667,481663604.667,66,1,False,481663539.667,481663604.667,66,1
f762b66e2365dad1ec3b,-4224160694,B,training,Cond2,456,False,278,False,481701537.667,481701612.333,76,1,False,481701537.667,481701612.333,76,1,False,481701537.667,481701612.333,76,1
7f904efd7bcecf749eaa,-4224160690,A,training,Cond1,456,False,269,False,481664137.667,481664201.333,65,1,False,481664137.667,481664201.333,65,1,False,481664137.667,481664201.333,65,1
8d5b52254a54ef95fcae,-4224160690,B,training,Cond2,456,False,278,False,481700929.0,481700996.0,67,1,False,481700929.0,481700996.0,67,1,False,481700929.0,481700996.0,67,1
0dcde823a8ec97462306,-4224160662,A,training,Cond1,456,False,282,False,481716953.0,481717001.0,49,1,False,481716953.0,481717001.0,49,1,False,481716954.0,481717001.0,48,1
aacc07fb34b57f2be4b7,-4224160662,B,training,Cond2,456,False,292,False,481771150.0,481771215.0,66,1,False,481771150.0,481771215.0,66,1,False,481771150.0,481771215.0,66,1
54ea818ed17d5c548e38,-4224160654,A,training,Cond1,456,False,285,False,481732182.0,481732254.0,73,1,False,481732182.0,481732254.0,73,1,False,481732183.0,481732254.0,72,1
fd8805cdd710fc87a674,-4224160650,A,training,Cond1,456,False,278,False,481701338.667,481701411.667,74,1,False,481701338.667,481701411.667,74,1,False,481701340.0,481701411.667,73,1
aa833edfcfe52111805a,-4224160650,B,training,Cond2,456,False,289,False,481749502.667,481749570.0,80,1,False,481749502.667,481749570.0,80,1,False,481749503.0,481749570.0,79,1
a9bcbd71b5af4b4cbfaf,-4224160646,A,training,Cond1,456,False,276,False,481692882.667,481692907.667,28,1,False,481692882.667,481692907.667,28,1,False,481692882.667,481692907.667,28,1
dde928a156646f905507,-4224160600,A,training,Cond1,456,False,266,False,481637844.333,481637889.333,46,1,False,481637845.333,481637889.333,45,1,False,481637845.333,481637889.333,45,1
d526e090eb99bb64a8e6,-4224160600,B,training,Cond2,456,False,273,False,481673964.667,481674031.333,68,1,False,481673965.333,481674031.333,67,1,False,481673965.333,481674031.333,67,1
a5e6e66b9b2c6cb855ef,-4224160592,B,training,Cond2,456,False,273,False,481674173.667,481674239.667,67,1,False,481674173.667,481674239.667,67,1,False,481674173.667,481674239.667,67,1
44e52ff08d7fb0d81b3c,-4224160584,B,training,Cond2,456,False,265,False,481635556.667,481635622.667,67,1,False,481635556.667,481635622.667,67,1,False,481635556.667,481635622.667,67,1
92ab94f2d7cb1cf50313,-4224160580,B,training,Cond2,456,False,265,False,481635756.333,481635823.333,68,1,False,481635757.333,481635823.333,67,1,False,481635757.333,481635823.333,67,1
b138af2c252c3f59740c,-4222160606,B,training,Cond2,456,False,338,False,482153892.333,482153962.0,72,1,False,482153892.333,482153962.0,72,1,False,482153892.333,482153962.0,72,1
7ecd59b97bf6a9ca99f7,-4222160590,B,training,Cond2,456,False,397,False,482540275.333,482540342.333,68,1,False,482540275.333,482540342.333,68,1,False,482540275.333,482540342.333,68,1
81bbf59aff29dd99a51d,-4222160582,B,training,Cond2,456,False,334,False,482132861.667,482132930.667,70,1,False,482132861.667,482132930.667,70,1,False,482132862.667,482132930.667,69,1
0a2c26346b639a082c05,-4222160578,B,training,Cond2,456,False,343,False,482191527.0,482191597.0,71,1,False,482191528.333,482191597.0,70,1,False,482191528.333,482191597.0,70,1
14da02e0a2f258f43603,-4222160448,A,training,Cond1,456,False,338,False,482154692.0,482154761.0,70,1,False,482154692.0,482154761.0,70,1,False,482154692.0,482154761.0,70,1
3841eeb50e1c679c03fa,-4222160432,B,training,Cond2,456,False,341,False,482178985.0,482179051.0,67,1,False,482178985.0,482179051.0,67,1,False,482178985.0,482179051.0,67,1
77daff006f1cea9002a0,-4222160428,A,training,Cond1,456,False,330,False,482121977.333,482122046.0,70,1,False,482121977.333,482122046.0,70,1,False,482121977.333,482122046.0,70,1
d4f5c7dae132fc849ba7,-4222160428,B,training,Cond2,456,False,340,False,482165278.333,482165348.333,71,1,False,482165278.333,482165348.333,71,1,False,482165279.333,482165348.333,70,1
1857a1493ada7d76bed0,-4222160420,A,training,Cond1,456,False,330,False,482121776.333,482121846.0,71,1,False,482121776.333,482121846.0,71,1,False,482121776.333,482121846.0,71,1
92d8fe506f357432916d,-4222160392,A,training,Cond1,456,False,330,False,482122176.0,482122246.0,71,1,False,482122176.0,482122246.0,71,1,False,482122177.0,482122246.0,70,1
e846bea1cb1c675637b1,-4220160702,A,training,Cond1,456,False,355,False,482321123.333,482321167.333,45,1,False,482321123.333,482321167.333,45,1,False,482321123.333,482321167.333,45,1
da664178fb95e3ac7ac5,-4220160702,B,training,Cond2,456,False,366,False,482362530.333,482362596.667,70,1,False,482362530.333,482362596.667,70,1,False,482362530.333,482362596.667,70,1
ba50cafcb4b9a7822c89,-4220160694,A,training,Cond1,456,False,361,False,482347113.667,482347182.0,69,1,False,482347113.667,482347182.0,69,1,False,482347115.0,482347182.0,68,1
a27f65a9d51515d62208,-4220160686,B,training,Cond2,456,False,354,False,482314505.333,482314572.333,68,1,False,482314505.333,482314572.333,68,1,False,482314505.333,482314572.333,68,1
2d9caeef18825482c0b3,-4220160682,B,training,Cond2,456,False,339,False,482157743.333,482157812.333,70,1,False,482157743.333,482157812.333,70,1,False,482157743.333,482157812.333,70,1
85614a746352d5cd2a3e,-4220160678,B,training,Cond2,456,False,340,False,482165675.333,482165745.333,71,1,False,482165675.333,482165745.333,71,1,False,482165675.333,482165745.333,71,1
8d15b2de5138dd86be60,-4220160674,A,training,Cond1,456,False,330,False,482123197.0,482123267.0,71,1,False,482123197.0,482123267.0,71,1,False,482123197.0,482123267.0,71,1
f134708f5da7f0cd73a9,-4220160650,A,training,Cond1,456,False,496,False,483462569.667,483462634.667,66,1,False,483462569.667,483462634.667,66,1,False,483462569.667,483462634.667,66,1
453e03f583f92e4e3248,-4220160646,A,training,Cond1,456,False,385,False,482463986.667,482464054.0,70,1,False,482463986.667,482464054.0,70,1,False,482463986.667,482464054.0,70,1
186c9d4e7c876c1ae049,-4220160646,B,training,Cond2,456,False,409,False,482644049.667,482644116.0,67,1,False,482644049.667,482644116.0,67,1,False,482644049.667,482644116.0,67,1
74051d2f391a63f8431a,-4220160604,A,training,Cond1,456,False,338,False,482154892.0,482154960.667,71,1,False,482154892.333,482154960.667,70,1,False,482154892.333,482154960.667,70,1
28b351aaa3c696b0d7d9,-4220160604,B,training,Cond2,456,False,343,False,482191133.333,482191204.0,72,1,False,482191134.333,482191204.0,71,1,False,482191134.333,482191204.0,71,1
ef0ce55340eae7563b1c,-4216160702,A,training,Cond1,456,False,328,False,482011984.333,482012051.333,68,1,False,482011984.333,482012051.333,68,1,False,482011984.333,482012051.333,68,1
3c31cc18b1eeb62ef763,-4216160694,A,training,Cond1,456,False,328,False,482012186.667,482012252.333,67,1,False,482012186.667,482012252.333,67,1,False,482012186.667,482012252.333,67,1
7540e22cad3ceb061079,-4216160690,B,training,Cond2,456,False,331,False,482126765.333,482126831.333,67,1,False,482126765.333,482126831.333,67,1,False,482126765.333,482126831.333,67,1
8c13374f71f9648f9867,-4216160670,A,training,Cond1,456,False,317,False,481938783.333,481938850.0,68,1,False,481938783.333,481938850.0,68,1,False,481938783.333,481938850.0,68,1
5e5d579570007a23d7eb,-4216160670,B,training,Cond2,456,False,324,False,481985661.0,481985728.0,68,1,False,481985661.0,481985728.0,68,1,False,481985661.0,481985728.0,68,1
d7d7474c81d8e5810c15,-4216160666,A,training,Cond1,456,False,310,False,481906479.667,481906555.667,77,1,False,481906480.333,481906555.667,76,1,False,481906480.333,481906555.667,76,1
4907a2a11e59261d4b86,-4216160662,A,training,Cond1,456,False,315,False,481925594.333,481925662.333,69,1,False,481925594.333,481925662.333,69,1,False,481925594.333,481925662.333,69,1
eb66e937c4abfef983d0,-4216160658,A,training,Cond1,456,False,320,False,481951795.0,481951861.667,68,1,False,481951796.0,481951861.667,67,1,False,481951796.0,481951861.667,67,1
e559fce816f947034c61,-4216160650,A,training,Cond1,456,False,320,False,481952392.0,481952459.0,68,1,False,481952392.0,481952459.0,68,1,False,481952392.667,481952459.0,67,1
126cd89115fe38621500,-4216160646,B,training,Cond2,456,False,324,False,481987330.667,481987398.0,68,1,False,481987330.667,481987398.0,68,1,False,481987330.667,481987398.0,68,1
3e5745badbe990ad0b06,-4216160642,A,training,Cond1,456,False,328,False,482011780.333,482011846.333,67,1,False,482011780.333,482011846.333,67,1,False,482011780.333,482011846.333,67,1
041d6559d0ccd87a01af,-4216160640,A,training,Cond1,456,False,364,False,482357499.333,482357565.0,65,1,False,482357499.333,482357565.0,65,1,False,482357499.333,482357565.0,65,1
07c601a6147558842993,-4216160640,B,training,Cond2,456,False,374,False,482409576.0,482409642.333,67,1,False,482409576.0,482409642.333,67,1,False,482409576.0,482409642.333,67,1
9a132ed310956d20af13,-4216160624,A,training,Cond1,456,False,311,False,481912408.0,481912474.333,67,1,False,481912408.0,481912474.333,67,1,False,481912408.0,481912474.333,67,1
b389505019dd9940d414,-4216160624,B,training,Cond2,456,False,321,False,481957492.0,481957560.333,69,1,False,481957493.0,481957560.333,68,1,False,481957493.0,481957560.333,68,1
ee7dfee081c5d9ca41cd,-4210160444,A,training,Cond1,456,False,353,False,482312607.667,482312673.667,67,1,False,482312609.0,482312673.667,66,1,False,482312609.0,482312673.667,66,1
d6ba91dec59bc6c291ca,-4210160444,B,training,Cond2,456,False,364,False,482356923.0,482356991.0,69,1,False,482356923.0,482356991.0,69,1,False,482356923.0,482356991.0,69,1
58d2128e80e980fb65f7,-4208160362,A,training,Cond1,456,False,346,False,482222452.333,482222488.0,37,1,False,482222452.333,482222488.0,37,1,False,482222452.333,482222488.0,37,1
250617e7063072619ee0,-4141512120,A,training,Cond1,456,False,369,False,482376013.333,482376079.0,67,1,False,482376013.333,482376079.0,67,1,False,482376013.333,482376079.0,67,1
6b51cf40fe5ba0e98675,-4141512120,B,training,Cond2,456,False,377,False,482415309.333,482415376.667,68,1,False,482415309.333,482415376.667,68,1,False,482415309.333,482415376.667,68,1
ad1002f388a918ae688b,-4141512112,B,training,Cond2,456,False,344,False,482200352.333,482200383.333,32,1,False,482200352.333,482200383.333,32,1,False,482200352.333,482200383.333,32,1
7752a6a5d7d821afe1dc,-4141512104,B,training,Cond2,456,False,377,False,482415113.333,482415179.0,67,1,False,482415113.333,482415179.0,67,1,False,482415113.333,482415179.0,67,1
1ce3c6b2e7021b990226,-4141512096,A,training,Cond1,456,False,414,False,482658590.333,482658659.667,70,1,False,482658590.333,482658659.667,70,1,False,482658590.333,482658659.667,70,1
aa7f2e6d6f77a19fcff1,-4141512096,B,training,Cond2,456,False,420,False,482698209.667,482698277.333,69,1,False,482698209.667,482698277.333,69,1,False,482698209.667,482698277.333,69,1
8f2cee58894e52e1f320,-4141512092,B,training,Cond2,456,False,414,False,482659179.333,482659245.333,67,1,False,482659179.333,482659245.333,67,1,False,482659179.333,482659245.333,67,1
dfaae2fe4fd0f12fb599,-4141512072,A,training,Cond1,456,False,405,False,482622787.667,482622854.667,68,1,False,482622787.667,482622854.667,68,1,False,482622788.667,482622854.667,67,1
9fccd3a12bfc96e1651b,-4139512020,B,training,Cond2,456,False,423,False,482706331.333,482706394.333,66,1,False,482706331.333,482706394.333,66,1,False,482706331.333,482706394.333,66,1
f4e15565b1481af0c236,-4139512004,A,training,Cond1,456,False,405,False,482622210.0,482622278.0,69,1,False,482622210.0,482622278.0,69,1,False,482622211.0,482622278.0,68,1
ca583f0ad0211cd771a8,-4139512004,B,training,Cond2,456,False,414,False,482659376.333,482659441.333,66,1,False,482659376.333,482659441.333,66,1,False,482659376.333,482659441.333,66,1
93b486b601f1d2b2546a,-4139511866,A,training,Cond1,456,False,410,False,482648560.333,482648627.333,68,1,False,482648560.333,482648627.333,68,1,False,482648560.333,482648627.333,68,1
641fa945c9e4a10be8b1,-4139511854,A,training,Cond1,456,False,414,False,482658984.333,482659051.333,67,1,False,482658984.333,482659051.333,67,1,False,482658984.333,482659051.333,67,1
c10d5eb3d1b7b7be8f66,-4139511854,B,training,Cond2,456,False,420,False,482698608.333,482698680.333,73,1,False,482698608.333,482698680.333,73,1,False,482698608.333,482698680.333,73,1
87cb7176b9c6d517bfe6,-4139511850,A,training,Cond1,456,False,414,False,482658789.333,482658856.333,68,1,False,482658789.333,482658856.333,68,1,False,482658789.333,482658856.333,68,1
1162bc74b96e937eb78d,-4139511850,B,training,Cond2,456,False,420,False,482698414.667,482698488.667,75,1,False,482698414.667,482698488.667,75,1,False,482698414.667,482698488.667,75,1
065009dcf80d9db0c2c5,-4139511842,A,training,Cond1,456,False,405,False,482622403.0,482622470.0,68,1,False,482622403.0,482622470.0,68,1,False,482622404.0,482622470.0,67,1
3f09e25ab98b92f5fd09,-4139511842,B,training,Cond2,456,False,412,False,482655241.333,482655306.333,66,1,False,482655241.333,482655306.333,66,1,False,482655242.333,482655306.333,65,1
c99cc22411534299529e,-4139511834,B,training,Cond2,456,False,422,False,482703497.333,482703529.333,33,1,False,482703497.333,482703529.333,33,1,False,482703497.333,482703529.333,33,1
868967d88bbe6de2936f,-4139511830,B,training,Cond2,456,False,421,False,482700769.333,482700837.0,68,1,False,482700769.333,482700837.0,68,1,False,482700769.333,482700837.0,68,1
5915607beccd9fea86f9,-4139511826,A,training,Cond1,456,False,411,False,482652471.667,482652539.333,71,1,False,482652473.667,482652539.333,70,1,False,482652473.667,482652539.333,70,1
5f85b3b53c1ea7b9caa7,-4139511826,B,training,Cond2,456,False,422,False,482703218.333,482703283.333,66,1,False,482703218.333,482703283.333,66,1,False,482703218.333,482703283.333,66,1
f799f0e4bb0a091815b2,-4113511826,A,training,Cond1,456,False,277,False,481696827.333,481696893.667,67,1,False,481696828.333,481696893.667,66,1,False,481696828.333,481696893.667,66,1
3d8d5ab81cd414c139d6,-4113511826,B,training,Cond2,456,False,287,False,481741885.333,481741953.333,69,1,False,481741885.333,481741953.333,69,1,False,481741886.333,481741953.333,68,1
63f53d160afb7ded1c8e,-4113511822,B,training,Cond2,456,False,283,False,481718870.0,481718934.667,65,1,False,481718870.0,481718934.667,65,1,False,481718870.0,481718934.667,65,1
1138e94a205a683256cf,-4113511818,A,training,Cond1,456,False,264,False,481634432.667,481634499.333,68,1,False,481634432.667,481634499.333,68,1,False,481634432.667,481634499.333,68,1
deb8c56a8a065bc563f4,-4113511818,B,training,Cond2,456,False,277,False,481697630.667,481697696.333,67,1,False,481697630.667,481697696.333,67,1,False,481697631.333,481697696.333,66,1
369c1a3e76aa298f75dd,-4113511814,A,training,Cond1,456,False,267,False,481645428.0,481645493.667,67,1,False,481645428.0,481645493.667,67,1,False,481645428.0,481645493.667,67,1
bbab691563db880b1976,-4113511814,B,training,Cond2,456,False,277,False,481695489.333,481695556.333,68,1,False,481695489.333,481695556.333,68,1,False,481695489.333,481695556.333,68,1
cf79490e0df97330ab40,-4113511808,A,training,Cond1,456,False,274,False,481677337.333,481677404.0,68,1,False,481677337.333,481677404.0,68,1,False,481677337.333,481677404.0,68,1
db52fd4d3e5abf26f054,-4113511808,B,training,Cond2,456,False,280,False,481708162.333,481708228.333,67,1,False,481708162.333,481708228.333,67,1,False,481708163.333,481708228.333,66,1
c9df686eb8d8acd2012e,-4113511804,B,training,Cond2,456,False,285,False,481733274.333,481733343.333,70,1,False,481733274.333,481733343.333,70,1,False,481733275.333,481733343.333,69,1
71bb64b6261727ce389a,-4113511800,B,training,Cond2,456,False,290,False,481756123.333,481756188.333,66,1,False,481756123.333,481756188.333,66,1,False,481756123.333,481756188.333,66,1
832e2588b27dc2e612fc,-4113511796,A,training,Cond1,456,False,269,False,481662598.667,481662664.667,67,1,False,481662598.667,481662664.667,67,1,False,481662598.667,481662664.667,67,1
7d57d322a34aef2fef83,-4113511796,B,training,Cond2,456,False,283,False,481718662.333,481718730.333,79,1,False,481718662.333,481718730.333,79,1,False,481718664.0,481718730.333,78,1
50aa94e96643de7fceb8,-4113511792,A,training,Cond1,456,False,272,False,481671168.0,481671234.667,68,1,False,481671168.0,481671234.667,68,1,False,481671168.0,481671234.667,68,1
04322e7ae01b4680d35d,-4113511792,B,training,Cond2,456,False,278,False,481700368.333,481700434.333,67,1,False,481700368.333,481700434.333,67,1,False,481700368.333,481700434.333,67,1
9e55e27c51b3f1468e8b,-4113511784,B,training,Cond2,456,False,283,False,481718455.333,481718523.333,68,1,False,481718456.0,481718523.333,67,1,False,481718456.0,481718523.333,67,1
7bc16dc775f95f5d944e,-4113511780,A,training,Cond1,456,False,264,False,481634636.333,481634703.667,68,1,False,481634636.333,481634703.667,68,1,False,481634637.667,481634703.667,67,1
b3721b210ceb79b9df6d,-4113511764,B,training,Cond2,456,False,286,False,481737244.333,481737309.667,66,1,False,481737244.333,481737309.667,66,1,False,481737244.333,481737309.667,66,1
0678b9ab06824fc69616,-4113511756,A,training,Cond1,456,False,275,False,481681046.0,481681112.0,67,1,False,481681046.0,481681112.0,67,1,False,481681046.0,481681112.0,67,1
26fdf7a5d5011647b6ef,-4113511756,B,training,Cond2,456,False,284,False,481721459.667,481721524.667,66,1,False,481721459.667,481721524.667,66,1,False,481721459.667,481721524.667,66,1
6420ef7bdddd242ad55b,-4113511752,A,training,Cond1,456,False,275,False,481680253.0,481680320.0,68,1,False,481680253.0,481680320.0,68,1,False,481680253.0,481680320.0,68,1
6bef49db4e5a38a0503c,-4113511752,B,training,Cond2,456,False,286,False,481737035.333,481737100.333,66,1,False,481737035.333,481737100.333,66,1,False,481737036.333,481737100.333,65,1
7920a0d1b98d1a5a5ca0,-4113511748,A,training,Cond1,456,False,275,False,481680651.333,481680719.0,68,1,False,481680651.333,481680719.0,68,1,False,481680651.333,481680719.0,68,1
5cfa9f94fcf3ede8b23c,-4113511748,B,training,Cond2,456,False,285,False,481733074.667,481733094.333,26,1,False,481733074.667,481733094.333,26,1,False,481733074.667,481733094.333,26,1
a2fab8de1d0ed8453a2e,-4111512062,A,training,Cond1,456,False,365,False,482361286.0,482361352.667,67,1,False,482361286.0,482361352.667,67,1,False,482361286.0,482361352.667,67,1
c6913b39a81fd7ac4495,-4111512058,A,training,Cond1,456,False,367,False,482369291.0,482369357.667,68,1,False,482369291.0,482369357.667,68,1,False,482369291.0,482369357.667,68,1
0143f6c3d6640aaa957b,-4111512058,B,training,Cond2,456,False,378,False,482422126.333,482422192.333,67,1,False,482422126.333,482422192.333,67,1,False,482422126.333,482422192.333,67,1
3ae3d41b2dc600ea6397,-4111512050,A,training,Cond1,456,False,369,False,482375816.0,482375883.0,68,1,False,482375816.0,482375883.0,68,1,False,482375816.0,482375883.0,68,1
b2b7fb62f8bd2bdb8af6,-4111512046,B,training,Cond2,456,False,387,False,482471969.333,482472036.333,68,1,False,482471970.0,482472036.333,67,1,False,482471970.0,482472036.333,67,1
ca22bd9c693d68fbfc84,-4111511824,A,training,Cond1,456,False,277,False,481697226.667,481697293.333,68,1,False,481697227.667,481697293.333,67,1,False,481697227.667,481697293.333,67,1
93659f4971aae77e7cd5,-4111511824,B,training,Cond2,456,False,287,False,481741672.333,481741740.333,69,1,False,481741673.333,481741740.333,68,1,False,481741673.333,481741740.333,68,1
