sample_id,wafer,stage,route,segments,rows,strong_any_blocks,strong_same_stage_previous_blocks,strong_same_stage_later_blocks,strong_cross_stage_blocks,strong_same_wafer_blocks,strong_simultaneous_other_wafer_blocks
0d911dc5876d64315ab2,2709292842,A,456,3,333,0,0,0,0,0,0
0d91206f7c85a8530372,1290253716,A,456,3,331,0,0,0,0,0,0
0d912928e6272614a0c1,-4230160436,B,456,3,358,0,0,0,0,0,0
0d96d91794ce02f241f3,-899170156,A,456,3,353,2,0,2,0,0,2
0da647c8d6f4bd982136,-4045511868,B,456,5,350,2,0,2,0,0,2
0dcde823a8ec97462306,-4224160662,A,456,3,332,0,0,0,0,0,0
0ddb92a656a580960ff7,1326253624,B,456,3,340,1,0,1,0,0,1
0df5f5e814a00340b59e,327446644,A,123,3,276,0,0,0,0,0,0
0dfc20200f64b1fd3bc9,2062207646,A,123,3,269,0,0,0,0,0,0
0e094cb3015cd946fb4b,3037014298,A,456,3,342,2,0,2,0,0,2
0e3a81eb0cb986226385,-4230160424,B,456,3,348,0,0,0,0,0,0
0e8a849bf0a9d9e92688,41494452,A,456,3,343,0,0,0,0,0,0
0e9036b3ff0c9055aa30,-4021511536,B,456,3,462,1,0,1,0,0,1
0e99c2d00e50135fdcd9,1308253546,A,456,3,329,2,0,2,0,0,2
0ebf69720a524ea6397f,2975014172,A,456,3,340,0,0,0,0,0,0
0ec31299915eed9b29d8,2975014180,B,456,3,351,2,0,2,0,0,2
0ecc2fc16014d8120689,4171773620,A,456,3,348,0,0,0,0,0,0
0efc4250bd16dac53c20,2981014384,A,456,3,329,0,0,0,0,0,0
0f0fff90d29dd31ba941,3023014518,A,456,3,351,0,0,0,0,0,0
0f2105a01fa940506c57,3017014506,A,456,3,347,0,0,0,0,0,0
0f850735ed3b5bba8afa,1294253606,B,456,4,344,2,0,2,0,0,2
0f8c20ebd53c1e3a44f2,665222804,A,123,3,272,0,0,0,0,0,0
0f9f05e4fe22eb3ee700,-903170132,B,456,3,352,0,0,0,0,0,0
0feeab459b593fbc7109,-899170186,A,456,4,349,2,0,2,0,0,2
1087736cea46dd4723d7,-4023511802,A,456,3,350,0,0,0,0,0,0
10b5904fe5ce49a2796f,-1193530650,A,123,3,287,0,0,0,0,0,0
10e76beac988bc515e7c,3017014288,B,456,3,353,0,0,0,0,0,0
1132f4156f827111728b,2064207420,A,123,3,266,0,0,0,0,0,0
1138e94a205a683256cf,-4113511818,A,456,3,356,2,0,2,0,0,2
1148db8c9700e408e88f,2076207526,A,123,3,277,0,0,0,0,0,0
1162bc74b96e937eb78d,-4139511850,B,456,3,345,2,0,2,0,0,2
116b8abb85ea208280a5,-4230160424,A,456,3,343,0,0,0,0,0,0
11b03262e0ce339a2f9c,3621681190,B,456,3,344,0,0,0,0,0,0
11f30c2bc548fa0d4998,3033014286,B,456,4,344,0,0,0,0,0,0
1202e8a96e82096f8f00,-4228160580,A,456,3,355,0,0,0,0,0,0
121a2470ccf72c444a1f,1300253518,B,456,3,344,0,0,0,0,0,0
12376da318fc06697eaa,-4037511836,B,456,3,339,0,0,0,0,0,0
124d8145701e954b1987,2062207626,A,123,3,265,0,0,0,0,0,0
124dc5cc0f23e1f19fb7,-3784722864,A,456,3,342,0,0,0,0,0,0
1252bc43010f2e1806a7,3625681348,B,456,3,353,0,0,0,0,0,0
126cd89115fe38621500,-4216160646,B,456,3,356,0,0,0,0,0,0
12884ecb936f72cda2d5,1490254104,A,456,5,329,2,0,2,0,0,2
12a4b5ed0b6b8a3a10a9,1288253470,A,456,4,337,0,0,0,0,0,0
12b597cb0c726a3151e4,-4037511872,B,456,3,346,0,0,0,0,0,0
12cd5a5f311d203df301,343446960,A,123,3,280,0,0,0,0,0,0
12db6298d428dff378fa,3625681202,A,456,3,348,0,0,0,0,0,0
12ef0f2a8036cc1cb8d1,2979014152,A,456,3,345,0,0,0,0,0,0
12ff7c625baa9d45030b,2076207444,A,123,3,266,0,0,0,0,0,0
131f71857e15beaa08c8,-1193530674,A,123,3,285,0,0,0,0,0,0
132c1b81271bab7101a3,3027014536,B,456,4,338,0,0,0,0,0,0
135a8ebbf1a6daccab7f,-2137929686,A,456,3,342,0,0,0,0,0,0
1381cd73cdb55a253d8b,-1690100610,A,456,3,325,2,0,0,2,0,2
13828610693c8a37ce11,4209773430,B,456,3,358,0,0,0,0,0,0
1396673b502550c61f3c,2985014384,A,456,3,333,0,0,0,0,0,0
13fda668de668cb89442,2717292858,B,456,3,360,0,0,0,0,0,0
140fdf8f0a72735e6a9e,-2045929442,B,456,3,342,0,0,0,0,0,0
14169af98dbc945f079f,4213773714,B,456,4,341,3,0,3,0,0,3
1444f238b3146661b7d3,2062207560,A,123,3,262,0,0,0,0,0,0
145ecbacd9f4af3071b5,4199773632,B,456,3,347,0,0,0,0,0,0
1464a72b7d6636b5fee5,1842206948,A,123,4,267,0,0,0,0,0,0
14657625535d82293292,-2565250002,B,456,3,356,0,0,0,0,0,0
1475bc4111de6282907e,1292253526,A,456,3,342,0,0,0,0,0,0
148cc533345063ad8969,2669292930,B,456,3,344,0,0,0,0,0,0
1499c2dd93f8e8cbe1e6,-879170100,B,456,3,351,0,0,0,0,0,0
14a10677ebd59ec31af3,1852206934,A,123,3,268,0,0,0,0,0,0
14b84064f44b2935f1b1,1308253576,A,456,3,333,2,0,2,0,0,2
14da02e0a2f258f43603,-4222160448,A,456,4,351,2,0,2,0,0,2
14e40083fd3bedb4a70e,2076207484,A,123,3,258,0,0,0,0,0,0
14f051e23e9a0464b47c,-2135929432,B,456,3,345,2,0,0,2,0,2
150fd4ad0a7318cffede,1838206952,A,123,3,279,2,0,2,0,0,2
1514938f41dfe7fec825,-4027511750,B,456,3,367,0,0,0,0,0,0
151bf405e2150a4a76e8,4177773350,A,456,3,350,0,0,0,0,0,0
15274e5fcfce12399d51,-879170258,B,456,3,359,0,0,0,0,0,0
152aef14e7cdb164a892,4219773448,B,456,3,353,0,0,0,0,0,0
1553a3a5391275d7109d,4171773604,B,456,3,350,0,0,0,0,0,0
15604f34f429a913822b,1842206972,A,123,3,291,0,0,0,0,0,0
157cfe1a8fbfae31fc89,-2697400532,B,456,3,359,0,0,0,0,0,0
15b6db5e8346be4e8ba4,1481739014,A,456,3,339,0,0,0,0,0,0
15fc6fd2771a83af4570,-4027511782,B,456,3,361,2,0,2,0,0,2
1629729e0fe0c5fb0d32,-877170326,A,456,3,355,2,0,2,0,0,2
166e44f9b38b62d74fa5,1324253768,A,456,3,339,2,0,2,0,0,2
167866d90097edd8fc00,-2137929706,B,456,3,345,0,0,0,0,0,0
16adc96cad03fc8e0ab1,2979014148,A,456,3,339,2,0,2,0,0,2
16c49fe3d236e6dcac26,1314253798,A,456,3,339,2,0,2,0,0,2
16f26f32a5d7b9b539a2,3033014318,B,456,3,334,0,0,0,0,0,0
1710fa1149cc2b1a14c9,3011014278,A,456,3,336,0,0,0,0,0,0
1787c5783d86e3436369,345446690,A,123,3,286,0,0,0,0,0,0
178a1c002da8d158274d,29494154,A,456,3,322,0,0,0,0,0,0
17dd86ebb31c1048986c,-2567249764,A,456,3,340,0,0,0,0,0,0
1818e45ba019a75453f6,1471738972,A,456,3,345,0,0,0,0,0,0
184127e4e5651dda328e,4189773480,B,456,3,343,2,0,2,0,0,2
1857a1493ada7d76bed0,-4222160420,A,456,3,355,2,0,2,0,0,2
186c9d4e7c876c1ae049,-4220160646,B,456,3,346,0,0,0,0,0,0
186e18e542d83a07c02c,3033014282,B,456,3,345,0,0,0,0,0,0
1874d1b13981c7f9feb1,1292253510,B,456,3,336,2,0,2,0,0,2
18773e79b3440d864afb,2667292866,B,456,3,337,2,0,0,2,0,2
18b6032a84dcdedb72e3,2667292874,A,456,3,338,0,0,0,0,0,0
18c814cfb1f440d688f4,43494150,B,456,3,336,0,0,0,0,0,0
18f0d5c4998b1b711579,1479739258,A,456,3,337,0,0,0,0,0,0
1947351cf641e50cfd08,3029014464,B,456,4,349,0,0,0,0,0,0
1a1b0602c26beb89ae14,1834206972,A,123,3,266,0,0,0,0,0,0
1a2d2d413f81d77e4896,1838206750,A,123,4,269,0,0,0,0,0,0
1a40b583c597da690c5c,3015014248,A,456,3,344,2,0,2,0,0,2
1a7d2cb72ceefb8f4398,-4037511812,A,456,3,341,2,0,2,0,0,2
1a97382f78c1b0eeb39d,4223773480,A,456,3,310,0,0,0,0,0,0
1ac8326c8db4c91be72f,-875170052,B,456,3,358,0,0,0,0,0,0
1b479c69893cf1eb8f76,2665292986,A,456,4,332,2,0,2,0,0,2
1b632f79cdf34336102c,327446718,A,123,3,279,2,0,2,0,0,2
1bf524f377dd96aa12c9,3625681344,A,456,3,346,2,0,2,0,0,2
1c11fe15670a990acc0a,-2139929736,B,456,3,370,2,0,2,0,0,2
1c16072ec062d40d8c56,1310253788,B,456,3,338,0,0,0,0,0,0
1c21cbda450117f3dbe1,4175773568,A,456,3,350,0,0,0,0,0,0
1c360e3ac398f525890e,1484254366,B,456,3,340,2,0,2,0,0,2
1c3a75bf735804024cc5,4173773370,A,456,3,352,2,0,2,0,0,2
1c3fed56ec689cd57c10,4171773596,B,456,3,350,0,0,0,0,0,0
1c428400655c47962554,1834206956,A,123,3,268,1,0,1,0,0,1
1c5a78ca58406a28446f,1481739038,A,456,3,334,0,0,0,0,0,0
1c64e3589b7d84d0d9b5,3623681090,A,456,4,328,0,0,0,0,0,0
1c6e4907a950418bc00c,4171773592,B,456,5,353,3,0,3,0,0,3
1c73d15d659a1fc6c078,1475739234,A,456,3,343,0,0,0,0,0,0
1ca28c51b96273a4dd0b,-897170370,A,456,3,344,0,0,0,0,0,0
1cc84c2531253c75b30f,2939014300,B,456,3,340,2,0,2,0,0,2
1cda59e55f763233455e,3838719142,B,456,3,358,2,0,2,0,0,2
1ce3c6b2e7021b990226,-4141512096,A,456,3,352,2,0,2,0,0,2
1d00227e7a238234e187,-4226160424,B,456,3,356,2,0,2,0,0,2
1d5589f63a63df3c5bc6,1304253558,B,456,3,341,0,0,0,0,0,0
1d8510a7bfaba96c4afc,1322253588,B,456,3,339,0,0,0,0,0,0
1da46472d0cce76de1b1,-1193530630,A,123,3,278,0,0,0,0,0,0
1db3dbf17108dc540eec,-1718100544,B,456,3,340,0,0,0,0,0,0
1dca7527b4e57c0f235c,4229773730,B,456,3,365,0,0,0,0,0,0
1deef501b37cfab3eb56,2981014402,B,456,3,354,2,0,2,0,0,2
1e2c3ea7007af687e32c,1477739026,B,456,3,352,0,0,0,0,0,0
1e504d568421566a9d23,2989014438,B,456,3,345,2,0,2,0,0,2
1e58bebb6cfe1a8fea51,1490254080,A,456,3,342,0,0,0,0,0,0
1e67e796fe90f318f477,2979014180,A,456,3,335,2,0,2,0,0,2
1e695550f4e025f3eb4f,2655292716,B,456,3,334,0,0,0,0,0,0
1e8ef29836a69cde6b8c,1290253732,A,456,3,329,0,0,0,0,0,0
1eec8fe2ce2deee6e54e,1290253744,A,456,5,335,0,0,0,0,0,0
1f1d8dd6091c70403666,1464254026,A,456,5,331,3,0,3,0,0,3
1f1f3a09923d7461c537,-2141929486,A,456,3,346,0,0,0,0,0,0
1f1fdf0663be8a35c472,3021014322,B,456,3,339,0,0,0,0,0,0
1f6aeb870dff94d268b0,3015014208,A,456,3,340,2,0,2,0,0,2
1f7bcb13f2e5195766b5,39494368,A,456,3,339,0,0,0,0,0,0
1faeb8d5019424019d00,-4033511582,A,456,4,334,0,0,0,0,0,0
1fb0e0bdb3a4caa69ed8,2062207576,A,123,5,270,3,0,3,0,0,3
20613d7aca4cdedd96ba,4179773628,B,456,3,336,0,0,0,0,0,0
20800c07e1802ae72dc1,4207773470,A,456,3,350,0,0,0,0,0,0
2089d8c28b0048b3abf2,4199773668,B,456,4,344,0,0,0,0,0,0
20ada1fd451fd52f2487,-879170096,A,456,3,350,2,0,2,0,0,2
20d4131148d7a6784e03,2717292842,B,456,4,353,0,0,0,0,0,0
2105cb77f4810e21030b,2977014380,A,456,3,334,0,0,0,0,0,0
21117a366efd44d968f6,4177773370,B,456,3,350,0,0,0,0,0,0
214cbeef12c43fd036e6,1836207012,A,123,3,282,0,0,0,0,0,0
21875bdd674560402390,2669292970,B,456,3,344,0,0,0,0,0,0
218d674e18b0f9d282d8,4221773702,A,456,3,352,0,0,0,0,0,0
21cbb1a006dc7e34f5f8,-4045511828,A,456,3,342,2,0,2,0,0,2
22189d6a8ad3d0ba715b,1286253724,B,456,3,354,0,0,0,0,0,0
222edc660ee4209ca385,-2141929510,B,456,3,361,2,0,2,0,0,2
223bd25a1986bddd3baa,1451738976,B,456,3,334,0,0,0,0,0,0
224ba936b0adcd0d0089,1477739240,B,456,3,346,0,0,0,0,0,0
229b0f025b780a5c74bd,2917014230,B,456,3,331,0,0,0,0,0,0
22a4b8985d7779eb27d1,4229773722,B,456,3,356,0,0,0,0,0,0
22a7e66b953a4a37b7ff,2917014262,B,456,4,340,0,0,0,0,0,0
22f89a616e569223c39e,-2141929522,B,456,3,355,0,0,0,0,0,0
231fa13466e8969f19db,39494162,B,456,3,342,0,0,0,0,0,0
232a6683348d4e27f2a9,371447024,A,123,4,284,0,0,0,0,0,0
232b5dc71fe20c6e2285,323446608,A,123,3,291,0,0,0,0,0,0
235f388d72bc73da3341,-2567249788,B,456,3,342,0,0,0,0,0,0
23842f95fd3a7da4fb0b,2703293042,A,456,3,353,0,0,0,0,0,0
23bf2526d9298b1c59e7,-4039511574,A,456,3,341,2,0,2,0,0,2
23c437e468750a7cb1f8,1302253772,B,456,3,339,0,0,0,0,0,0
23e9637ba88d6014dabc,2975014374,A,456,4,336,2,0,2,0,0,2
2415a598db312109ee60,1488254342,A,456,4,324,0,0,0,0,0,0
2417f73ecfbe5e275c8d,3625681404,A,456,3,351,2,0,2,0,0,2
24509589c5432303b3be,1842206742,A,123,3,275,0,0,0,0,0,0
24611b0c3a1a77bdc5b9,4201773444,A,456,3,335,2,0,2,0,0,2
249ccd65a4db0e5417cc,371447028,A,123,3,286,0,0,0,0,0,0
250617e7063072619ee0,-4141512120,A,456,3,344,0,0,0,0,0,0
2529d5d4a0dbf3e80daf,2655292700,B,456,3,338,2,0,2,0,0,2
2537db9f6a7479d4ced1,3033014464,A,456,4,332,2,0,2,0,0,2
253cddb18ef60ff680ab,-4043511808,B,456,4,344,0,0,0,0,0,0
256ea277f8e7bd5bc6a8,1484254370,A,456,3,320,2,0,2,0,0,2
2573becf1145706ae46c,4219773440,A,456,3,347,0,0,0,0,0,0
25a5ea8da1ee614469d8,1844206926,A,123,3,270,0,0,0,0,0,0
25bd81cd20c599ddb41a,4179773604,A,456,3,346,0,0,0,0,0,0
25c2b93103889d22e8d6,3029014464,A,456,3,312,2,0,0,2,0,2
2611d5a613d3f7ba6826,1492254370,B,456,3,334,2,0,2,0,0,2
26343912e7f2fac4c0bd,1304253506,B,456,3,334,2,0,2,0,0,2
2656d3add865fd1c3323,2669292962,B,456,3,330,0,0,0,0,0,0
2658aea0943749dfe70d,1306253590,A,456,3,334,0,0,0,0,0,0
265a6e28d72126817e94,33494116,A,456,3,342,0,0,0,0,0,0
26b49a8ac1e84a4a272c,2981014396,B,456,3,353,0,0,0,0,0,0
26c63f3c5839c506aaf9,-4045511816,B,456,3,345,0,0,0,0,0,0
26cf2a4e83eee3c05ec4,1276253502,A,456,3,330,0,0,0,0,0,0
26fdf7a5d5011647b6ef,-4113511756,B,456,3,355,0,0,0,0,0,0
2752a6a639957b0175db,3623681142,B,456,3,343,0,0,0,0,0,0
27daee9bdd773d7df726,3627681146,B,456,4,342,0,0,0,0,0,0
28160c8dd80239d4c6e3,1488254378,B,456,3,336,2,0,2,0,0,2
28441326f94ba0a5b14f,-4039511578,B,456,3,344,2,0,2,0,0,2
2858bdf489e7089d434d,1462254328,B,456,3,342,2,0,2,0,0,2
289493e9505959bdc815,675222832,A,123,3,270,0,0,0,0,0,0
28965af9a320d41be0bc,4219773452,A,456,3,351,0,0,0,0,0,0
28a2f86e186b9da868d8,-2135929472,A,456,3,343,0,0,0,0,0,0
28ae9cb23f6947abc886,-2569250022,B,456,3,347,2,0,2,0,0,2
28b351aaa3c696b0d7d9,-4220160604,B,456,3,352,0,0,0,0,0,0
28eb6228b51d53a26cf8,1482254098,B,456,3,346,0,0,0,0,0,0
2904556eb54f01d7a23d,-903170168,A,456,3,350,2,0,2,0,0,2
29382bc7a2754e1873ab,3031014466,A,456,3,322,0,0,0,0,0,0
299f33c93993fe0b7b68,333446858,A,123,3,282,0,0,0,0,0,0
29d9df64a07dfcd37eac,3023014536,A,456,4,330,0,0,0,0,0,0
29f2b1d692273af97fc0,-877170314,B,456,3,355,2,0,2,0,0,2
2a2939c71a2c18a9260d,-4045511832,B,456,5,335,0,0,0,0,0,0
2a3756ecf573ca5fb122,37494400,B,456,3,338,0,0,0,0,0,0
2aa01f566f759ec68752,2058207678,A,123,3,275,0,0,0,0,0,0
2b081f335e8e2134b787,2056207404,A,123,3,266,0,0,0,0,0,0
2b36e74eee8972d29937,1276253498,A,456,3,338,0,0,0,0,0,0
2b3f19bc892ebb58d193,2070207706,A,123,3,269,0,0,0,0,0,0
2b4f451602467b14218f,4173773334,B,456,3,359,0,0,0,0,0,0
2b5264b0af7894537701,2056207562,A,123,3,269,0,0,0,0,0,0
2ba11e4561cce9e55733,4201773386,B,456,4,2200,3,0,2,1,0,3
2baac219dda826cdd63e,1840206992,A,123,3,275,0,0,0,0,0,0
2bbc83feafb6d428b96d,3625681348,A,456,3,327,0,0,0,0,0,0
2bd265fc0dff6f16add9,4203773640,A,456,3,343,0,0,0,0,0,0
2be9803bbdbf02137071,-4230160594,B,456,3,256,0,0,0,0,0,0
2bfa25c9e7cb987ad8b3,1840206974,A,123,3,267,0,0,0,0,0,0
2bfb6726237cbdd3c4d3,2975014144,A,456,3,340,0,0,0,0,0,0
