MACHINE_ID,WAFER_ID,STAGE,CHAMBER,TIMESTAMP
2,37494444,A,5,486957344.667
2,39494146,B,4,487044391.667
2,39494146,B,6,487044881.667
2,39494174,B,4,487044881.667
2,319446648,A,1.0,482557227.667
2,325446696,A,2.0,483225043.667
2,325446696,A,2.0,483225044.333
2,325446704,A,2.0,483212999.667
2,325446708,A,1.0,483225043.667
2,325446708,A,1.0,483225044.333
2,327446608,A,1.0,481868849.0
2,327446612,A,2.0,481868849.0
2,327446714,A,1.0,481842323.0
2,329446708,A,1.0,481701638.333
2,329446870,A,1.0,481749657.0
2,343446956,A,2.0,483786705.333
2,345446666,A,1.0,483504551.0
2,349446658,A,1.0,483819659.0
2,349446666,A,2.0,484089216.333
2,349446690,A,1.0,484120668.667
2,371447024,A,3.0,481637373.0
2,371447032,A,1.0,481687509.0
2,665222750,A,3.0,484126655.0
2,665222758,A,2.0,484148464.0
2,1272253486,B,4,486795579.333
2,1276253466,B,5,486872004.0
2,1276253466,B,5,486872068.333
2,1286253642,B,4,486255482.0
2,1286253654,B,6,486260167.0
2,1286253732,A,4,486264221.333
2,1286253736,B,4,486260167.0
2,1286253744,B,6,486253950.667
2,1288253470,A,6,486217042.0
2,1288253490,B,4,486253950.667
2,1290253744,A,4,486359930.667
2,1290253744,A,4,486360009.333
2,1290253748,B,4,486446028.333
2,1290253748,B,5,486446254.667
2,1292253600,B,4,486420427.0
2,1292253608,A,6,486249446.333
2,1294253606,B,4,486445757.667
2,1294253610,A,6,486423315.333
2,1294253796,A,4,486426222.0
2,1294253796,A,4,486426247.333
2,1296253506,A,4,486423315.333
2,1296253530,B,5,486446028.333
2,1296253534,B,4,486446254.667
2,1296253538,A,4,486400906.0
2,1296253538,A,4,486400973.333
2,1296253550,B,4,486445390.667
2,1296253558,A,4,486397161.0
2,1296253558,A,4,486397224.0
2,1296253608,A,4,486380478.333
2,1302253792,A,4,486076116.333
2,1304253550,B,4,486063804.0
2,1304253554,A,5,486047136.667
2,1304253554,B,4,486080209.333
2,1304253566,A,4,486135663.333
2,1304253568,B,4,486065517.667
2,1308253584,A,5,486075974.333
2,1308253592,A,4,486070626.333
2,1308253596,A,4,486082175.333
2,1310253570,A,5,486135663.333
2,1310253586,A,4,486154860.667
2,1312253566,A,4,486129352.333
2,1314253568,A,4,486507878.0
2,1314253794,A,5,486542561.667
2,1316253804,A,4,486202841.0
2,1316253850,A,4,486154553.333
2,1316253850,A,6,486154860.667
2,1318253576,B,4,485901878.333
2,1318253584,A,5,485843165.0
2,1318253584,A,6,485843226.0
2,1322253592,B,4,485950045.333
2,1326253608,B,5,485990641.667
2,1326253608,B,6,485990745.333
2,1328253768,B,4,485956287.667
2,1328253862,A,4,486211572.0
2,1330253600,A,6,486047568.667
2,1330253600,A,6,486047569.333
2,1330253782,A,4,485965364.333
2,1332253850,B,4,486028377.667
2,1332253870,B,4,485990641.667
2,1332253870,B,4,485990745.333
2,1451738980,A,4,485836241.333
2,1451738988,B,5,485950045.333
2,1462254272,A,6,485841399.333
2,1462254288,A,4,485832610.0
2,1464254026,A,4,485818985.333
2,1464254026,A,5,485819049.0
2,1464254062,B,4,485810385.0
2,1464254140,A,4,485808355.667
2,1471738972,B,4.0,483988660.667
2,1471738972,B,4.0,483988667.333
2,1475739276,A,5.0,484520166.333
2,1475739292,A,4.0,484454587.333
2,1477739010,B,4.0,484464679.667
2,1478254296,A,4,485487173.0
2,1478254304,A,6,485523279.333
2,1478254316,A,5,485487173.0
2,1478254324,A,4,485429471.333
2,1478254324,A,5,485429631.667
2,1480254108,B,4,485502703.0
2,1482254102,B,6,485590530.667
2,1482254292,B,4,485620521.667
2,1488254316,B,4,485620446.0
2,1488254316,B,4,485620447.0
2,1488254342,A,4,485580861.667
2,1488254342,B,6,485641232.0
2,1490254092,A,6,485818985.333
2,1490254100,B,4,485881194.667
2,1490254104,A,4,485832417.667
2,1490254104,A,5,485832610.0
2,1490254124,A,4,485819049.0
2,1832206970,A,1.0,484227625.0
2,1832207016,A,1.0,484322687.0
2,1836207000,A,1.0,484133778.0
2,1836207008,A,1.0,484148464.0
2,1838206750,A,1.0,484165062.333
2,1840206966,A,3,485177990.667
2,1842206774,A,1,485338015.0
2,1842206948,A,2,485166166.667
2,1846206754,A,1,485085852.0
2,1846206782,A,2,485085852.0
2,1854206842,A,1,485662447.333
2,1854206842,A,3,485662683.333
2,2056207360,A,1,486264221.333
2,2056207368,A,1,486333458.0
2,2056207368,A,1,486333528.667
2,2056207368,A,3,486333688.667
2,2056207412,A,1,486333688.667
2,2062207576,A,1,485692992.667
2,2062207576,A,2,485693160.333
2,2062207580,A,2,485674132.0
2,2062207654,A,1,485770615.333
2,2062207666,A,1,485693160.333
2,2070207528,A,3,486494823.667
2,2070207686,A,1,486492481.667
2,2078207496,A,3,486994859.333
2,2655292708,B,4,487109349.667
2,2657292900,A,4,487138651.333
2,2663292680,B,6,485010174.667
2,2663292700,B,6,484872932.0
2,2665292986,A,4,485925787.667
2,2667292712,B,6,485993396.333
2,2667292720,B,4,485993396.333
2,2703293050,A,4.0,481926747.333
2,2703293060,B,4.0,482134697.0
2,2709292838,B,4.0,484602635.333
2,2709292846,B,5.0,484602635.333
2,2717292842,B,4.0,481869420.333
2,2911013972,A,4.0,484468076.333
2,2913014234,A,4.0,484501422.333
2,2917014262,B,6.0,484481404.0
2,2975014168,A,4,485308069.333
2,2975014168,B,4,485384974.0
2,2975014184,A,4,485335755.667
2,2975014184,A,5,485335995.0
2,2975014374,A,4,485296877.667
2,2977014410,B,5,485480242.0
2,2979014144,A,4,485223679.0
2,2979014164,A,5,485251139.667
2,2979014168,A,4,485231657.0
2,2979014196,A,5,485387136.333
2,2981014426,A,4,485251139.667
2,2985014402,A,4,485139485.333
2,2987014192,A,5,485084236.333
2,3003014256,B,4,485473920.0
2,3003014256,B,5,485474104.667
2,3005014494,B,4,485480242.0
2,3011014208,B,5,484739006.0
2,3011014208,B,6,484739108.333
2,3011014220,B,4,484764780.667
2,3011014220,B,5,484764942.0
2,3011014264,B,4,484739006.0
2,3011014264,B,4,484739108.333
2,3015014228,B,4.0,484668985.333
2,3015014228,B,4.0,484669634.0
2,3015014228,B,4.0,484670297.667
2,3017014490,B,6,484754049.0
2,3021014274,B,4.0,484659540.333
2,3021014286,A,4.0,484556785.667
2,3021014294,B,6.0,484668985.333
2,3021014294,B,6.0,484669634.0
2,3021014294,B,6.0,484670297.667
2,3021014306,B,6.0,484599377.667
2,3023014506,A,5,484970248.0
2,3023014506,A,6,484970317.667
2,3023014526,A,6,484894735.667
2,3023014536,A,4,484921628.333
2,3023014548,A,4,484894735.667
2,3025014286,A,4,484970248.0
2,3025014286,A,4,484970317.667
2,3027014502,A,6,484921628.333
2,3027014536,B,4,484935702.667
2,3029014464,B,4,484954715.667
2,3029014476,B,4,484962441.0
2,3029014476,B,4,484962568.333
2,3029014476,B,6,484962714.667
2,3031014528,B,4,484904740.667
2,3031014588,B,4,484882600.667
2,3031014588,B,5,484882813.333
2,3033014286,B,4,484928555.667
2,3033014314,A,6,484866896.667
2,3033014326,B,6,484904740.667
2,3033014464,A,4,484874718.0
2,3037014302,B,6,484925480.333
2,3037014334,A,4,484799967.0
2,3037014464,B,6,484876796.0
2,3623681090,A,4,486470556.0
2,3623681106,A,5,486507878.0
2,3625681348,B,6,486494368.333
2,3625681388,B,4,486501938.333
2,3627681094,B,5,486391169.0
2,3627681146,B,4,486391169.0
2,3844719354,B,4.0,482990562.0
2,4167773568,A,4.0,483961891.0
2,4167773572,A,4.0,483996567.333
2,4167773604,A,4.0,483954122.667
2,4169773334,A,4.0,483946122.667
2,4171773592,B,6.0,483988660.667
2,4171773592,B,6.0,483988667.333
2,4173773318,A,5.0,483795367.0
2,4173773326,A,4.0,483791893.667
2,4175773538,A,4.0,484089216.333
2,4175773554,B,4.0,484143999.0
2,4175773572,A,4.0,484083714.667
2,4177773322,B,5.0,484120668.667
2,4177773330,A,4.0,484008403.0
2,4177773362,A,4.0,484031307.0
2,4177773362,B,4.0,484089940.667
2,4179773506,B,4.0,484128366.0
2,4179773576,A,5.0,484270204.0
2,4179773608,A,5.0,484008403.0
2,4181773366,B,4.0,484027423.667
2,4189773378,B,4.0,484143704.0
2,4189773378,B,4.0,484143782.0
2,4189773414,B,4.0,484267948.667
2,4199773668,B,4.0,482378189.0
2,4201773386,B,5.0,482461759.333
2,4201773406,A,5.0,482357547.333
2,4201773430,B,4.0,482362799.667
2,4201773444,B,4.0,482371947.0
2,4203773636,B,6.0,482329945.0
2,4203773680,B,4.0,482329945.0
2,4207773470,A,6.0,482549123.333
2,4207773668,A,4.0,482549604.333
2,4209773410,A,4.0,482464266.667
2,4211773678,B,4.0,482461759.333
2,4213773664,A,6.0,482361035.333
2,4213773698,A,4.0,482410716.0
2,4213773698,A,4.0,482410832.667
2,4213773698,B,4.0,482454873.333
2,4213773714,B,6.0,482454873.333
2,4213773726,B,5.0,482454021.667
2,4213773734,B,4.0,482456324.0
2,4215773674,B,4.0,482838901.667
2,4217773702,B,5.0,482969249.667
2,4217773742,B,4.0,482816902.667
2,4219773492,B,4.0,482776215.333
2,4221773722,A,4.0,482703174.0
2,4221773730,B,4.0,482657363.667
2,4223773448,A,5.0,483791533.667
2,4223773448,A,6.0,483791686.667
2,4223773476,A,4.0,483791533.667
2,4223773476,A,4.0,483791686.667
2,4225773644,A,4.0,483433807.667
2,4225773652,A,4.0,483501176.333
2,4225773710,B,4.0,483830898.667
2,4227773484,A,4.0,483408733.667
2,4227773484,A,6.0,483408917.333
2,4229773698,A,4.0,483384490.667
2,4229773726,B,4.0,483607737.0
2,4229773726,B,4.0,483607775.333
2,4229773746,B,4.0,483274394.667
