sample_id,WAFER_ID,STAGE,condition,group_id,start,end
3821aac0f62bfaea784c,-4111511812,B,Cond2,CMP-training-020.csv,482283224.0,482283573.0
0da647c8d6f4bd982136,-4045511868,B,Cond2,CMP-training-101.csv,484873144.667,484873510.333
9f901e12f57b2b0c8c22,-4045511848,B,Cond2,CMP-training-101.csv,484883455.333,484883814.333
8146113cc7cd6c341483,-4045511836,B,Cond2,CMP-training-101.csv,484863487.333,484863850.333
2a2939c71a2c18a9260d,-4045511832,B,Cond2,CMP-training-101.csv,484882778.0,484883137.0
21cbb1a006dc7e34f5f8,-4045511828,A,Cond1,CMP-training-101.csv,484862719.333,484863078.0
706895e70a25b52a0444,-4045511824,B,Cond2,CMP-training-101.csv,484873339.333,484873708.333
2ec6700e2224a3e08867,-4045511820,B,Cond2,CMP-training-101.csv,484845469.0,484845830.0
26c63f3c5839c506aaf9,-4045511816,B,Cond2,CMP-training-101.csv,484863099.0,484863461.0
05f124c55ed02953adb0,-4045511812,A,Cond1,CMP-training-101.csv,484862527.0,484862891.333
68ed55601175ead8ca28,-4043511808,A,Cond1,CMP-training-101.csv,484829473.333,484829827.0
253cddb18ef60ff680ab,-4043511808,B,Cond2,CMP-training-101.csv,484900435.333,484900799.0
89829271993d2ffe71f1,-4043511796,A,Cond1,CMP-training-101.csv,484816482.667,484816843.667
0503fa7532d16231373b,-4043511796,B,Cond2,CMP-training-101.csv,484883279.333,484883622.333
374b5b24a1888b4bb2ba,-4043511570,A,Cond1,CMP-training-101.csv,484875122.667,484875480.333
5da523d6eed7bd968a1b,-4041511872,A,Cond1,CMP-training-133.csv,485693317.667,485693674.0
c0007d8b42cdf1c37c39,-4041511860,A,Cond1,CMP-training-133.csv,485693879.0,485694238.0
5ca7ec914f5ccf7979fd,-4041511852,A,Cond1,CMP-training-133.csv,485718743.0,485719094.0
c5a68946811d7daf9335,-4039511800,A,Cond1,CMP-training-134.csv,485745834.0,485746191.0
8b1c29a1423d15e26b2e,-4039511788,A,Cond1,CMP-training-134.csv,485723997.333,485724347.667
cc330b21069ce233a312,-4039511784,A,Cond1,CMP-training-134.csv,485746206.0,485746558.0
7ce8c69a06539826cedc,-4039511784,B,Cond2,CMP-training-134.csv,486389123.667,486389483.667
28441326f94ba0a5b14f,-4039511578,B,Cond2,CMP-training-171.csv,486870667.0,486871027.0
23bf2526d9298b1c59e7,-4039511574,A,Cond1,CMP-training-134.csv,485745645.0,485746004.0
58ffb03108305a9609fa,-4039511574,B,Cond2,CMP-training-134.csv,486395152.333,486395514.667
babfa55828fc20dc9a60,-4039511566,A,Cond1,CMP-training-134.csv,485721310.0,485721663.0
86d5fb96aabf970f84f3,-4039511558,A,Cond1,CMP-training-134.csv,485721122.0,485721477.0
bb0dd7a5912b106f987f,-4039511554,A,Cond1,CMP-training-134.csv,485723810.667,485724165.333
90790fce1d048e5472c9,-4039511554,B,Cond2,CMP-training-134.csv,485798806.0,485799162.0
12b597cb0c726a3151e4,-4037511872,B,Cond2,CMP-training-101.csv,485078422.0,485078785.0
e6814c480c262ef4b149,-4037511840,B,Cond2,CMP-training-114.csv,485162335.333,485162698.0
12376da318fc06697eaa,-4037511836,B,Cond2,CMP-training-114.csv,485148095.667,485148452.667
0c07aa5e9cdfb3c334b8,-4037511832,A,Cond1,CMP-training-101.csv,485029618.667,485029968.667
81fe0c021f32a434b9a2,-4037511828,A,Cond1,CMP-training-101.csv,485085820.333,485086165.333
7efca8681389d862ae84,-4037511816,A,Cond1,CMP-training-101.csv,485084214.0,485084573.0
1a7d2cb72ceefb8f4398,-4037511812,A,Cond1,CMP-training-101.csv,485084403.0,485084760.0
4837b9efea270085a8f4,-4035511792,B,Cond2,CMP-training-114.csv,485161745.0,485162119.0
475314340343ca883cb9,-4035511780,B,Cond2,CMP-training-101.csv,485136734.0,485137095.0
dc119c1c6de18a03a03e,-4035511598,B,Cond2,CMP-training-117.csv,485298254.333,485298612.333
54533ac338be7d35ddf3,-4035511582,B,Cond2,CMP-training-118.csv,485274008.0,485274367.333
9517186334baf4aa0d6f,-4035511578,B,Cond2,CMP-training-117.csv,485298443.333,485298798.333
73c0ed135fd00f62694b,-4035511574,B,Cond2,CMP-training-118.csv,485274199.333,485274558.0
4d1e0dd96d0ef2d87b7c,-4035511570,B,Cond2,CMP-training-117.csv,485339158.333,485339525.333
af193fd79a005e307209,-4035511562,B,Cond2,CMP-training-101.csv,485120681.333,485121036.333
1faeb8d5019424019d00,-4033511582,A,Cond1,CMP-training-117.csv,485244387.333,485244741.333
c60664bff5cf03638a1a,-4033511570,B,Cond2,CMP-training-117.csv,485339357.333,485339731.333
a22e27c8cc4bbc06187e,-4033511552,B,Cond2,CMP-training-117.csv,485387303.0,485387667.0
d782c1b11aa1fd1e9bc7,-4033511548,B,Cond2,CMP-training-117.csv,485422382.0,485422745.0
bfde7a3881670be78abe,-4033511544,B,Cond2,CMP-training-117.csv,485400627.0,485400990.667
05a226eff6cb87a3dad6,-4033511540,B,Cond2,CMP-training-117.csv,485292552.333,485292913.333
a4addb65a3198aeff1ac,-4033511524,A,Cond1,CMP-training-117.csv,485434715.667,485435078.333
d4ed41e9d84ffaf012fb,-4027511790,A,Cond1,CMP-training-020.csv,482797295.667,482797646.333
b7ab57727c4e04de1fa6,-4027511790,B,Cond2,CMP-training-020.csv,482839144.333,482839525.667
cb7d70d527803bacff76,-4027511786,A,Cond1,CMP-training-020.csv,482773696.0,482774054.0
599ce715621c32aa706d,-4027511786,B,Cond2,CMP-training-020.csv,482815621.0,482815994.667
4cab8fdcda64caf7d2d1,-4027511782,A,Cond1,CMP-training-020.csv,482799073.333,482799434.667
15fc6fd2771a83af4570,-4027511782,B,Cond2,CMP-training-020.csv,482838936.0,482839313.0
b50fb135e6a483789bbe,-4027511762,A,Cond1,CMP-training-047.csv,483073037.0,483073422.0
1514938f41dfe7fec825,-4027511750,B,Cond2,CMP-training-049.csv,483102589.333,483102974.333
063019c2ea741f6bb697,-4027511568,A,Cond1,CMP-training-020.csv,482773518.333,482773862.667
ed3de9488562bcd71b6d,-4027511568,B,Cond2,CMP-training-020.csv,482815416.667,482815788.667
870c67d2afd6fb47ba00,-4027511564,A,Cond1,CMP-training-020.csv,482798888.333,482799240.333
e7c4fe7f655a8be7b39e,-4027511564,B,Cond2,CMP-training-020.csv,482844782.667,482845158.667
ac0381b264de3c71c4e7,-4027511560,B,Cond2,CMP-training-043.csv,482928355.0,482928725.333
99694582627db5eac6f7,-4027511556,A,Cond1,CMP-training-050.csv,483137083.0,483137447.667
6fa26aeab9cc01ae07df,-4025511554,A,Cond1,CMP-training-047.csv,483055576.333,483055946.333
a31689b13316de1a985b,-4025511552,B,Cond2,CMP-training-049.csv,483105720.0,483106101.0
dc334101fcbf3d2d1b5a,-4025511548,A,Cond1,CMP-training-047.csv,483068827.667,483069187.0
9e679115c465cbbb98f9,-4025511536,B,Cond2,CMP-training-049.csv,483105507.0,483105888.0
761cad9cb82bfb552973,-4025511496,A,Cond1,CMP-training-051.csv,483212830.0,483213200.0
1087736cea46dd4723d7,-4023511802,A,Cond1,CMP-training-062.csv,483639454.333,483639819.667
54b1114fef6f8f6697ef,-4023511802,B,Cond2,CMP-training-062.csv,483816441.667,483816824.333
f28190f965130285e5fc,-4023511798,A,Cond1,CMP-training-053.csv,483225384.667,483225732.0
b4d279d0a302676bfbdc,-4023511798,B,Cond2,CMP-training-053.csv,483263461.333,483263832.333
096ecd48968b85e4dc53,-4023511794,A,Cond1,CMP-training-062.csv,483644762.333,483645126.0
3b3f3f05e2ae3ab6a08f,-4023511746,A,Cond1,CMP-training-053.csv,483237101.333,483237461.667
8da0440b12cf38c26e8e,-4023511746,B,Cond2,CMP-training-053.csv,483274602.0,483274975.667
ecd33beacec4f14b5aae,-4023511604,B,Cond2,CMP-training-053.csv,483263256.333,483263632.667
e933735624380a9213c7,-4023511592,A,Cond1,CMP-training-053.csv,483236908.0,483237269.667
7dfdfeb7f36e1e44e92b,-4023511592,B,Cond2,CMP-training-053.csv,483274807.667,483275181.667
ad8fd931ae392d099a62,-4021511614,B,Cond2,CMP-training-062.csv,483831266.333,483831639.667
f19f88377bd0d8b884e1,-4021511602,A,Cond1,CMP-training-067.csv,483788303.333,483788666.0
e9e1d21267a96c705e79,-4021511544,B,Cond2,CMP-training-072.csv,484006420.667,484006784.0
0e9036b3ff0c9055aa30,-4021511536,B,Cond2,CMP-training-071.csv,483908224.333,483909209.333
bd7ff0affdbf0b2b120c,-4021511500,B,Cond2,CMP-training-062.csv,483846499.0,483846883.333
88d21a3ba36bc8b4514f,-4021511496,B,Cond2,CMP-training-071.csv,483906869.667,483907238.0
5882794b7178766bee0a,-4019511806,A,Cond1,CMP-training-071.csv,483924945.667,483925312.0
97f9c228599e29ab12d8,-4019511794,A,Cond1,CMP-training-071.csv,483919736.333,483920106.333
3225fbe683f80629efd5,-4019511774,A,Cond1,CMP-training-072.csv,483955264.667,483955634.667
9d612778fac72ebccef2,-4019511774,B,Cond2,CMP-training-072.csv,484013065.667,484013427.667
a7847fa3bbe78a841929,-4019511770,A,Cond1,CMP-training-071.csv,483925335.0,483925699.0
07f829e49f3308e6a223,-4019511766,B,Cond2,CMP-training-072.csv,483963957.333,483966936.333
6ea75e8be0c5e05fade9,-4019511758,B,Cond2,CMP-training-072.csv,483964676.333,483965051.333
014746cf9bda1cedc2ba,-4019511616,B,Cond2,CMP-training-072.csv,484013261.333,484013625.333
3cb9401b01865f958ecf,-4017511586,B,Cond2,CMP-training-072.csv,483955674.667,483956048.667
bcfaabd8932f6a41a5d1,-4017511504,A,Cond1,CMP-training-071.csv,483925143.0,483925505.0
0044f341f2ed7a7e2879,-4017511492,B,Cond2,CMP-training-072.csv,483955466.0,483955840.667
124dc5cc0f23e1f19fb7,-3784722864,A,Cond1,CMP-training-020.csv,482480545.0,482480903.0
c92be69667b985bd01a3,-3784722786,A,Cond1,CMP-training-020.csv,482796510.0,482796871.333
ec9f5dc21a7414613994,-3784722774,A,Cond1,CMP-training-031.csv,482594949.667,482595307.333
c03189170f34e5b9f9fe,-3784722774,B,Cond2,CMP-training-031.csv,482678595.333,482678967.667
3bc0793f806ef1d1a2ba,-3784722770,A,Cond1,CMP-training-020.csv,482622581.0,482622935.667
e131cc41ea8524d1629f,-3784722766,A,Cond1,CMP-training-029.csv,482573968.0,482574329.667
eddaa4877bce3c885aaf,-3784722762,A,Cond1,CMP-training-020.csv,482622955.667,482623317.667
57171f7dd4f88ce8040e,-3784722754,B,Cond2,CMP-training-020.csv,482494660.333,482495025.333
e0f86edd1308ffb68e05,-3780722750,B,Cond2,CMP-training-171.csv,486875985.0,486876343.0
e81b53ce8f9871fa6fee,-3780722726,B,Cond2,CMP-training-171.csv,486875791.0,486876152.0
41f9196246973f9d4299,-3780722722,B,Cond2,CMP-training-172.csv,486921314.333,486924261.333
5acf79ea39c99dfce54b,-3780722694,A,Cond1,CMP-training-172.csv,487082109.333,487082469.333
62e38bba327a1002cd87,-3287299576,B,Cond2,CMP-training-087.csv,484659639.333,484659999.333
bcc7abe9fff3d5a894bb,-2701400552,B,Cond2,CMP-training-020.csv,482652247.0,482652619.333
042ee4d01f5cb8a343df,-2701400532,A,Cond1,CMP-training-013.csv,482011554.667,482011925.667
33884e368b875d80a794,-2699400364,A,Cond1,CMP-training-020.csv,482621802.0,482622162.667
3c583539dd8cf89e7ad1,-2699400364,B,Cond2,CMP-training-020.csv,482656990.333,482657356.333
6f63a985cbc0816bda9b,-2699400356,B,Cond2,CMP-training-020.csv,482742042.0,482742400.667
0cc7df66f21a215c275f,-2697400536,B,Cond2,CMP-training-000.csv,481635931.333,481636302.667
157cfe1a8fbfae31fc89,-2697400532,B,Cond2,CMP-training-000.csv,481667090.333,481667464.667
9dfe5d75505663eef90a,-2579249818,B,Cond2,CMP-training-020.csv,482266915.667,482267283.0
a3a20e4e223549957616,-2579249814,A,Cond1,CMP-training-014.csv,482128797.0,482129164.667
8ce4020f4a25c84df3f0,-2579249810,A,Cond1,CMP-training-014.csv,482180680.0,482181055.333
bc5d24f5f8e462645a33,-2579249784,A,Cond1,CMP-training-014.csv,482180292.0,482180655.0
