sample_id,WAFER_ID,STAGE,condition,qc_primary_missing,qc_primary_episodes,qc_primary_fallback,qc_primary_ambiguous,qc_primary_span,qc_primary_max_gap,qc_primary_phase_duration,qc_secondary_missing,qc_secondary_episodes,qc_secondary_fallback,qc_secondary_ambiguous,qc_secondary_span,qc_secondary_max_gap,qc_secondary_phase_duration,cohort
a977f34f9236cdacff16,-4228160686,B,Cond2,False,3,False,False,194.0,3.0,69.0,False,3,False,False,160.0,5.0,70.66600000858307,training
351473c7e4037343d255,-4228160682,A,Cond1,False,3,False,False,192.0,2.3330000042915344,66.66699999570847,False,3,False,False,161.33300000429153,3.0,71.66699999570847,training
eaa7a669dfe8f22214a4,-4228160678,A,Cond1,False,3,False,False,191.0,5.666999995708466,70.66699999570847,False,3,False,False,159.0,3.0,72.0,training
d0e1b9e587a5a312fad4,-4228160670,A,Cond1,False,3,False,False,185.0,2.6669999957084656,71.0,False,3,False,False,157.0,3.0,70.0,training
d2d996299d0391e7d6fc,-4228160670,B,Cond2,False,3,False,False,198.0,2.6669999957084656,70.0,False,0,True,True,158.0,3.0,158.0,training
69608816b1a4f857c209,-4228160662,A,Cond1,False,3,False,False,188.0,2.0,68.66699999570847,False,0,True,True,158.0,4.333000004291534,158.0,training
e987ea7f07fb8a25b0dd,-4228160662,B,Cond2,False,3,False,True,192.0,2.0,47.0,False,3,False,False,159.66600000858307,3.6669999957084656,70.0,training
8a0ffc2f2fee8840281a,-4228160658,A,Cond1,False,2,False,False,180.66699999570847,2.333999991416931,76.33399999141693,False,3,False,False,157.33300000429153,2.6669999957084656,69.0,training
abd2d498ddc961fb5dc1,-4228160658,B,Cond2,False,3,False,False,194.33300000429153,2.3330000042915344,67.66699999570847,False,3,False,False,158.0,3.3330000042915344,71.33300000429153,training
36c33a438518ee36f0ea,-4228160642,A,Cond1,False,3,False,False,188.0,5.333000004291534,66.0,False,3,False,False,159.0,3.666000008583069,71.0,training
3e8fc3c783193cad51dd,-4228160642,B,Cond2,False,3,False,False,195.0,5.0,70.66600000858307,False,0,True,True,156.33300000429153,3.0,156.33300000429153,training
8b02b17c76920c23a405,-4228160608,B,Cond2,False,3,False,False,193.33399999141693,3.0,69.66600000858307,False,0,True,True,156.0,4.0,156.0,training
b886a352d8b662dc1118,-4228160604,A,Cond1,False,3,False,False,196.0,5.666000008583069,69.33300000429153,False,1,False,True,160.33300000429153,5.666999995708466,18.0,training
e1d70ef84f51e97ba0b7,-4228160600,A,Cond1,False,3,False,False,185.0,2.6669999957084656,71.66600000858307,False,1,False,True,159.0,6.0,20.0,training
d8d132b69ad481892b4a,-4228160600,B,Cond2,False,3,False,False,193.0,2.333999991416931,68.33300000429153,False,3,False,False,156.33300000429153,6.0,64.33300000429153,training
06c4e2ce0edf6cb6963e,-4228160596,A,Cond1,False,3,False,False,191.0,5.666999995708466,69.66600000858307,False,3,False,False,157.0,5.0,71.66600000858307,training
8a0e21deec15547d6452,-4228160596,B,Cond2,False,3,False,False,195.0,5.666999995708466,71.33300000429153,False,2,False,True,350.0,3.6669999957084656,69.66699999570847,training
1202e8a96e82096f8f00,-4228160580,A,Cond1,False,3,False,False,196.0,2.6669999957084656,70.0,False,0,True,True,159.0,3.0,159.0,training
5967fa72261c0fd8db68,-4228160580,B,Cond2,False,3,False,False,197.66600000858307,1.6669999957084656,67.33300000429153,False,3,False,False,159.66699999570847,5.666999995708466,70.66699999570847,training
d7436ce2f1d8c85543ee,-4226160424,A,Cond1,False,3,False,False,188.0,3.0,69.66600000858307,False,2,False,False,157.0,2.6669999957084656,70.33399999141693,training
1d00227e7a238234e187,-4226160424,B,Cond2,False,3,False,False,209.0,5.0,68.0,False,3,False,False,159.66600000858307,4.0,72.0,training
7961971dc74deb9a0ca0,-4226160416,A,Cond1,False,0,True,True,178.0,5.666000008583069,178.0,False,3,False,False,161.0,11.333999991416931,68.66699999570847,training
5fe6dba94c362366a1f5,-4226160416,B,Cond2,False,3,False,False,194.33300000429153,5.666999995708466,70.66699999570847,False,3,False,False,158.66699999570847,3.0,71.0,training
3b03297e1603ab9b5488,-4226160408,B,Cond2,False,3,False,False,195.33300000429153,6.0,69.0,False,2,False,True,604.0,3.0,69.0,training
5b1b682b0465237b3156,-4226160404,B,Cond2,False,3,False,True,194.0,2.333999991416931,47.0,False,3,False,True,160.66699999570847,6.0,31.333000004291534,training
992be32d31162a019ccb,-4226160396,A,Cond1,False,3,False,False,183.0,5.666999995708466,46.0,False,3,False,False,160.0,6.666999995708466,75.0,training
9b4c85f86c219eb6cf56,-4226160396,B,Cond2,False,2,False,True,179.66600000858307,2.6669999957084656,29.0,False,3,False,False,159.66699999570847,3.0,68.33300000429153,training
68495d6c21e8fa63fb20,-4224160702,B,Cond2,False,3,False,False,187.0,3.0,47.0,False,3,False,False,159.33300000429153,4.333999991416931,70.33300000429153,training
6242717d11439aa52fa0,-4224160694,A,Cond1,False,3,False,False,191.66600000858307,5.666000008583069,69.0,False,3,False,False,161.0,2.666000008583069,71.33399999141693,training
f762b66e2365dad1ec3b,-4224160694,B,Cond2,False,3,False,False,192.66600000858307,3.0,74.66600000858307,False,0,True,True,157.66699999570847,5.666000008583069,157.66699999570847,training
7f904efd7bcecf749eaa,-4224160690,A,Cond1,False,3,False,False,195.66600000858307,6.333000004291534,68.66600000858307,False,3,False,False,158.0,3.0,71.0,training
8d5b52254a54ef95fcae,-4224160690,B,Cond2,False,3,False,False,206.33300000429153,5.666999995708466,68.0,False,3,False,False,159.66699999570847,2.0,74.0,training
0dcde823a8ec97462306,-4224160662,A,Cond1,False,3,False,False,181.33399999141693,6.333000004291534,48.0,False,0,True,True,162.0,5.333999991416931,162.0,training
aacc07fb34b57f2be4b7,-4224160662,B,Cond2,False,1,False,False,195.33300000429153,2.0,69.0,False,2,False,False,160.0,3.0,56.666999995708466,training
54ea818ed17d5c548e38,-4224160654,A,Cond1,False,3,False,False,181.0,6.666999995708466,75.0,False,3,False,False,159.0,4.0,72.0,training
fd8805cdd710fc87a674,-4224160650,A,Cond1,False,3,False,False,183.33300000429153,5.666999995708466,75.0,False,3,False,False,159.66600000858307,3.666000008583069,74.66600000858307,training
aa833edfcfe52111805a,-4224160650,B,Cond2,False,3,False,False,203.0,5.666999995708466,71.33300000429153,False,0,True,True,160.0,5.0,160.0,training
a9bcbd71b5af4b4cbfaf,-4224160646,A,Cond1,False,1,False,True,190.0,2.666000008583069,25.0,False,3,False,False,155.33300000429153,3.3330000042915344,70.33300000429153,training
dde928a156646f905507,-4224160600,A,Cond1,False,3,False,False,179.0,3.0,46.0,False,3,False,False,161.0,7.0,65.66699999570847,training
d526e090eb99bb64a8e6,-4224160600,B,Cond2,False,3,False,False,203.0,3.0,69.66600000858307,False,3,False,False,158.33399999141693,3.333999991416931,70.0,training
a5e6e66b9b2c6cb855ef,-4224160592,B,Cond2,False,3,False,False,200.66699999570847,2.6669999957084656,70.0,False,3,False,False,155.0,3.0,69.33399999141693,training
44e52ff08d7fb0d81b3c,-4224160584,B,Cond2,False,3,False,False,193.0,2.0,66.0,False,3,False,False,158.33399999141693,3.333999991416931,71.0,training
92ab94f2d7cb1cf50313,-4224160580,B,Cond2,False,3,False,False,192.33399999141693,2.6669999957084656,71.0,False,3,False,False,159.0,5.666999995708466,68.0,training
b138af2c252c3f59740c,-4222160606,B,Cond2,False,3,False,False,215.0,2.6669999957084656,72.0,False,2,False,False,159.33300000429153,2.6669999957084656,71.0,training
7ecd59b97bf6a9ca99f7,-4222160590,B,Cond2,False,3,False,False,196.0,3.0,71.33300000429153,False,0,True,True,158.33300000429153,3.0,158.33300000429153,training
81bbf59aff29dd99a51d,-4222160582,B,Cond2,False,3,False,False,201.33300000429153,2.666000008583069,70.0,False,3,False,False,159.33300000429153,3.0,70.33300000429153,training
0a2c26346b639a082c05,-4222160578,B,Cond2,False,3,False,False,191.33300000429153,2.6669999957084656,70.0,False,1,False,True,158.0,4.0,13.0,training
14da02e0a2f258f43603,-4222160448,A,Cond1,False,3,False,False,195.33399999141693,2.666000008583069,71.33300000429153,False,3,False,False,159.33300000429153,2.6669999957084656,68.66699999570847,training
3841eeb50e1c679c03fa,-4222160432,B,Cond2,False,3,False,False,196.0,2.6669999957084656,66.0,False,0,True,True,158.0,4.0,158.0,training
77daff006f1cea9002a0,-4222160428,A,Cond1,False,3,False,False,194.0,2.3330000042915344,69.66699999570847,False,3,False,False,159.33300000429153,4.0,71.0,training
d4f5c7dae132fc849ba7,-4222160428,B,Cond2,False,3,False,False,192.0,2.6669999957084656,71.0,False,3,False,False,158.33399999141693,3.333999991416931,71.33300000429153,training
1857a1493ada7d76bed0,-4222160420,A,Cond1,False,3,False,False,196.0,2.0,69.66699999570847,False,3,False,False,159.33300000429153,3.0,69.66699999570847,training
92d8fe506f357432916d,-4222160392,A,Cond1,False,3,False,False,192.0,2.6669999957084656,71.0,False,3,False,False,161.0,2.6669999957084656,70.33300000429153,training
e846bea1cb1c675637b1,-4220160702,A,Cond1,False,3,False,False,177.33300000429153,3.0,47.0,False,3,False,False,162.33300000429153,5.666999995708466,72.0,training
da664178fb95e3ac7ac5,-4220160702,B,Cond2,False,3,False,False,187.0,6.0,66.66699999570847,False,3,False,False,162.66699999570847,4.333999991416931,71.33399999141693,training
ba50cafcb4b9a7822c89,-4220160694,A,Cond1,False,3,False,False,185.0,3.0,68.33300000429153,False,3,False,False,158.33300000429153,3.6669999957084656,69.66699999570847,training
a27f65a9d51515d62208,-4220160686,B,Cond2,False,3,False,False,190.33300000429153,3.0,67.0,False,3,False,False,158.0,3.0,70.0,training
2d9caeef18825482c0b3,-4220160682,B,Cond2,False,3,False,False,203.33399999141693,5.666999995708466,69.66600000858307,False,2,False,True,157.66600000858307,4.666000008583069,31.0,training
85614a746352d5cd2a3e,-4220160678,B,Cond2,False,3,False,False,196.0,3.0,71.0,False,3,False,False,157.33399999141693,2.6669999957084656,71.0,training
8d15b2de5138dd86be60,-4220160674,A,Cond1,False,3,False,False,192.33300000429153,2.333999991416931,70.66699999570847,False,3,False,False,157.66699999570847,3.0,70.0,training
f134708f5da7f0cd73a9,-4220160650,A,Cond1,False,3,False,False,193.0,4.0,66.0,False,3,False,False,158.33300000429153,4.666000008583069,71.0,training
453e03f583f92e4e3248,-4220160646,A,Cond1,False,3,False,False,184.0,3.0,72.33300000429153,False,3,False,False,159.33300000429153,3.3330000042915344,70.0,training
186c9d4e7c876c1ae049,-4220160646,B,Cond2,False,3,False,False,190.0,3.0,70.33300000429153,False,0,True,True,156.0,3.0,156.0,training
74051d2f391a63f8431a,-4220160604,A,Cond1,False,3,False,False,193.33300000429153,2.3330000042915344,68.66699999570847,False,3,False,False,158.0,5.333000004291534,69.33300000429153,training
28b351aaa3c696b0d7d9,-4220160604,B,Cond2,False,3,False,False,191.66699999570847,2.6669999957084656,72.0,False,3,False,False,161.0,4.333000004291534,70.33300000429153,training
ef0ce55340eae7563b1c,-4216160702,A,Cond1,False,3,False,False,195.66600000858307,5.333000004291534,71.0,False,3,False,False,158.0,3.0,70.0,training
3c31cc18b1eeb62ef763,-4216160694,A,Cond1,False,3,False,False,197.0,2.333999991416931,70.0,False,0,True,True,157.0,4.0,157.0,training
7540e22cad3ceb061079,-4216160690,B,Cond2,False,3,False,False,204.0,2.0,66.0,False,3,False,False,162.0,4.0,70.0,training
8c13374f71f9648f9867,-4216160670,A,Cond1,False,3,False,False,189.66699999570847,2.6669999957084656,71.0,False,0,True,True,162.66699999570847,5.666000008583069,162.66699999570847,training
5e5d579570007a23d7eb,-4216160670,B,Cond2,False,3,False,False,196.66699999570847,2.6669999957084656,71.33300000429153,False,3,False,False,159.33300000429153,3.0,72.0,training
d7d7474c81d8e5810c15,-4216160666,A,Cond1,False,3,False,False,181.66699999570847,5.333000004291534,76.0,False,3,False,False,159.33300000429153,4.0,72.0,training
4907a2a11e59261d4b86,-4216160662,A,Cond1,False,3,False,False,196.0,2.0,69.0,False,3,False,False,158.0,4.0,72.0,training
eb66e937c4abfef983d0,-4216160658,A,Cond1,False,3,False,False,194.33300000429153,2.6669999957084656,69.66699999570847,False,3,False,False,160.0,4.0,71.66699999570847,training
e559fce816f947034c61,-4216160650,A,Cond1,False,3,False,False,190.66699999570847,2.666000008583069,70.0,False,3,False,True,157.66699999570847,6.0,31.333000004291534,training
126cd89115fe38621500,-4216160646,B,Cond2,False,3,False,False,197.66699999570847,2.3330000042915344,71.33300000429153,False,3,False,False,158.0,3.3330000042915344,71.0,training
3e5745badbe990ad0b06,-4216160642,A,Cond1,False,3,False,False,197.66699999570847,2.333999991416931,69.0,False,3,False,False,158.33300000429153,3.0,71.0,training
041d6559d0ccd87a01af,-4216160640,A,Cond1,False,3,False,False,183.33300000429153,5.666999995708466,69.0,False,3,False,False,158.0,4.0,69.33300000429153,training
07c601a6147558842993,-4216160640,B,Cond2,False,3,False,False,187.0,3.0,70.33300000429153,False,3,False,False,157.0,4.0,69.0,training
9a132ed310956d20af13,-4216160624,A,Cond1,False,3,False,False,191.66699999570847,3.0,70.33300000429153,False,0,True,True,156.0,3.3330000042915344,156.0,training
b389505019dd9940d414,-4216160624,B,Cond2,False,3,False,False,194.66699999570847,2.333999991416931,72.33300000429153,False,3,False,False,158.0,4.0,71.0,training
ee7dfee081c5d9ca41cd,-4210160444,A,Cond1,False,3,False,False,189.0,3.0,66.0,False,3,False,False,159.0,3.0,70.0,training
d6ba91dec59bc6c291ca,-4210160444,B,Cond2,False,3,False,False,190.0,3.0,68.0,False,3,False,False,158.0,5.666999995708466,72.0,training
58d2128e80e980fb65f7,-4208160362,A,Cond1,False,3,False,True,177.0,2.6669999957084656,35.666999995708466,False,3,False,False,159.0,4.333000004291534,70.0,training
250617e7063072619ee0,-4141512120,A,Cond1,False,3,False,False,185.0,3.0,71.0,False,3,False,False,156.66699999570847,5.333000004291534,68.66699999570847,training
6b51cf40fe5ba0e98675,-4141512120,B,Cond2,False,3,False,False,194.0,3.0,71.33399999141693,False,3,False,False,158.0,5.333999991416931,70.0,training
ad1002f388a918ae688b,-4141512112,B,Cond2,False,3,False,True,177.66600000858307,5.333000004291534,31.0,False,1,False,True,158.0,6.0,31.0,training
7752a6a5d7d821afe1dc,-4141512104,B,Cond2,False,3,False,False,190.0,3.0,70.66699999570847,False,3,False,False,158.0,4.0,71.33399999141693,training
1ce3c6b2e7021b990226,-4141512096,A,Cond1,False,3,False,False,192.0,6.333000004291534,69.33399999141693,False,3,False,False,162.0,6.333000004291534,71.0,training
aa7f2e6d6f77a19fcff1,-4141512096,B,Cond2,False,3,False,False,192.66600000858307,6.0,68.33300000429153,False,3,False,False,161.0,5.333000004291534,74.0,training
8f2cee58894e52e1f320,-4141512092,B,Cond2,False,3,False,False,191.0,3.333999991416931,70.0,False,3,False,False,158.0,4.0,68.66600000858307,training
dfaae2fe4fd0f12fb599,-4141512072,A,Cond1,False,3,False,False,185.66699999570847,3.0,70.0,False,3,False,False,159.0,6.666000008583069,70.0,training
9fccd3a12bfc96e1651b,-4139512020,B,Cond2,False,3,False,False,196.0,3.333999991416931,69.0,False,3,False,False,157.0,4.0,69.33399999141693,training
f4e15565b1481af0c236,-4139512004,A,Cond1,False,3,False,False,186.0,3.0,71.0,False,3,False,False,160.0,5.666999995708466,71.0,training
ca583f0ad0211cd771a8,-4139512004,B,Cond2,False,3,False,False,192.0,3.0,68.66600000858307,False,0,True,True,157.0,5.333999991416931,157.0,training
93b486b601f1d2b2546a,-4139511866,A,Cond1,False,3,False,False,190.0,3.0,67.66600000858307,False,0,True,True,156.0,3.0,156.0,training
641fa945c9e4a10be8b1,-4139511854,A,Cond1,False,3,False,False,189.33399999141693,3.0,69.0,False,3,False,False,158.66600000858307,3.0,70.0,training
c10d5eb3d1b7b7be8f66,-4139511854,B,Cond2,False,3,False,False,187.0,3.333999991416931,76.0,False,3,False,False,158.0,3.333999991416931,71.0,training
87cb7176b9c6d517bfe6,-4139511850,A,Cond1,False,3,False,False,188.66600000858307,6.333000004291534,71.0,False,3,False,False,160.0,3.0,69.0,training
1162bc74b96e937eb78d,-4139511850,B,Cond2,False,3,False,False,189.0,5.333000004291534,74.0,False,3,False,False,159.0,4.0,76.0,training
065009dcf80d9db0c2c5,-4139511842,A,Cond1,False,3,False,False,187.0,5.666999995708466,71.0,False,2,False,False,157.0,4.0,75.0,training
3f09e25ab98b92f5fd09,-4139511842,B,Cond2,False,3,False,False,196.0,3.0,69.0,False,0,True,True,154.0,3.333999991416931,154.0,training
c99cc22411534299529e,-4139511834,B,Cond2,False,2,False,True,184.66600000858307,3.333999991416931,32.0,False,0,True,True,155.0,4.666999995708466,155.0,training
868967d88bbe6de2936f,-4139511830,B,Cond2,False,3,False,False,198.0,5.666999995708466,67.66699999570847,False,2,False,True,162.0,6.666000008583069,22.0,training
5915607beccd9fea86f9,-4139511826,A,Cond1,False,3,False,False,189.0,5.333000004291534,72.0,False,0,True,True,156.0,3.0,156.0,training
5f85b3b53c1ea7b9caa7,-4139511826,B,Cond2,False,3,False,False,195.0,3.333999991416931,69.0,False,2,False,True,159.33399999141693,6.333000004291534,32.0,training
f799f0e4bb0a091815b2,-4113511826,A,Cond1,False,3,False,False,193.66600000858307,2.333999991416931,70.33399999141693,False,3,False,False,157.66600000858307,3.0,70.66600000858307,training
3d8d5ab81cd414c139d6,-4113511826,B,Cond2,False,3,False,False,206.33399999141693,3.0,71.0,False,3,False,False,156.33300000429153,5.666000008583069,69.0,training
63f53d160afb7ded1c8e,-4113511822,B,Cond2,False,3,False,False,199.66699999570847,5.666000008583069,68.33399999141693,False,0,True,True,161.66699999570847,5.666999995708466,161.66699999570847,training
1138e94a205a683256cf,-4113511818,A,Cond1,False,3,False,False,196.66600000858307,2.0,66.66600000858307,False,3,False,False,159.33399999141693,3.0,70.0,training
deb8c56a8a065bc563f4,-4113511818,B,Cond2,False,3,False,False,208.0,3.0,70.0,False,3,False,False,158.0,4.0,69.0,training
369c1a3e76aa298f75dd,-4113511814,A,Cond1,False,3,False,False,196.66699999570847,2.0,71.0,False,0,True,True,157.0,3.0,157.0,training
bbab691563db880b1976,-4113511814,B,Cond2,False,3,False,False,210.33399999141693,2.6669999957084656,67.0,False,3,False,False,161.0,3.333999991416931,71.66600000858307,training
cf79490e0df97330ab40,-4113511808,A,Cond1,False,3,False,False,190.33300000429153,3.3330000042915344,69.33300000429153,False,1,False,True,155.66699999570847,5.333999991416931,19.333000004291534,training
db52fd4d3e5abf26f054,-4113511808,B,Cond2,False,3,False,False,197.33300000429153,2.3330000042915344,70.33300000429153,False,2,False,False,160.0,4.0,70.0,training
c9df686eb8d8acd2012e,-4113511804,B,Cond2,False,3,False,False,189.0,2.6669999957084656,72.66600000858307,False,3,False,False,160.33399999141693,6.0,70.0,training
71bb64b6261727ce389a,-4113511800,B,Cond2,False,3,False,False,200.0,3.0,69.0,False,3,False,False,160.0,6.0,71.0,training
832e2588b27dc2e612fc,-4113511796,A,Cond1,False,3,False,False,197.0,2.0,66.0,False,3,False,False,159.66600000858307,3.0,70.0,training
7d57d322a34aef2fef83,-4113511796,B,Cond2,False,3,False,False,200.66600000858307,5.666000008583069,68.0,False,3,False,False,160.66699999570847,5.666000008583069,68.33399999141693,training
50aa94e96643de7fceb8,-4113511792,A,Cond1,False,3,False,False,202.66699999570847,5.333000004291534,67.0,False,0,True,True,157.66600000858307,3.0,157.66600000858307,training
04322e7ae01b4680d35d,-4113511792,B,Cond2,False,3,False,False,205.0,1.6669999957084656,66.0,False,0,True,True,158.0,2.6669999957084656,158.0,training
9e55e27c51b3f1468e8b,-4113511784,B,Cond2,False,3,False,False,199.66699999570847,2.6669999957084656,68.0,False,3,False,False,156.0,5.666000008583069,68.0,training
7bc16dc775f95f5d944e,-4113511780,A,Cond1,False,3,False,False,195.0,2.666000008583069,70.0,False,2,False,False,158.0,4.0,70.0,training
b3721b210ceb79b9df6d,-4113511764,B,Cond2,False,3,False,False,206.33399999141693,5.0,69.33399999141693,False,2,False,False,159.0,5.333000004291534,43.0,training
0678b9ab06824fc69616,-4113511756,A,Cond1,False,3,False,False,192.0,2.6669999957084656,70.0,False,0,True,True,157.0,3.0,157.0,training
26fdf7a5d5011647b6ef,-4113511756,B,Cond2,False,3,False,False,198.0,2.0,65.0,False,0,True,True,157.0,3.0,157.0,training
6420ef7bdddd242ad55b,-4113511752,A,Cond1,False,3,False,False,193.33300000429153,5.666000008583069,68.0,False,3,False,False,161.0,4.0,72.0,training
6bef49db4e5a38a0503c,-4113511752,B,Cond2,False,3,False,False,203.33399999141693,6.666000008583069,67.66600000858307,False,3,False,False,159.0,5.0,69.33399999141693,training
7920a0d1b98d1a5a5ca0,-4113511748,A,Cond1,False,3,False,False,191.66699999570847,3.0,71.66699999570847,False,3,False,False,159.66699999570847,2.6669999957084656,71.33300000429153,training
5cfa9f94fcf3ede8b23c,-4113511748,B,Cond2,False,1,False,True,180.0,5.666000008583069,20.0,False,3,False,False,159.0,3.333999991416931,72.66600000858307,training
a2fab8de1d0ed8453a2e,-4111512062,A,Cond1,False,2,False,False,185.0,5.333999991416931,70.66699999570847,False,2,False,True,159.33300000429153,7.333000004291534,33.0,training
c6913b39a81fd7ac4495,-4111512058,A,Cond1,False,3,False,False,183.0,3.0,71.0,False,0,True,True,157.33300000429153,5.333000004291534,157.33300000429153,training
0143f6c3d6640aaa957b,-4111512058,B,Cond2,False,3,False,False,191.0,5.666999995708466,70.0,False,3,False,False,158.66600000858307,3.666000008583069,70.0,training
3ae3d41b2dc600ea6397,-4111512050,A,Cond1,False,3,False,False,188.66699999570847,5.666999995708466,68.0,False,3,False,False,160.66699999570847,3.0,71.0,training
b2b7fb62f8bd2bdb8af6,-4111512046,B,Cond2,False,3,False,False,186.0,3.3330000042915344,71.0,False,3,False,False,156.66699999570847,3.0,70.0,training
ca22bd9c693d68fbfc84,-4111511824,A,Cond1,False,3,False,False,186.0,2.333999991416931,70.66600000858307,False,3,False,False,159.66600000858307,3.0,71.0,training
93659f4971aae77e7cd5,-4111511824,B,Cond2,False,3,False,False,206.33300000429153,2.6669999957084656,72.0,False,3,False,False,159.0,3.666000008583069,71.0,training
000b67a33cdcbc155900,-4111511820,A,Cond1,False,3,False,False,190.33300000429153,2.3330000042915344,71.33300000429153,False,3,False,False,158.0,4.0,70.0,training
58336438c8353884b0b8,-4111511820,B,Cond2,False,3,False,False,197.33399999141693,6.0,72.66600000858307,False,3,False,False,159.0,5.333000004291534,71.0,training
7c48a414ed1eaa23d6f0,-4111511816,A,Cond1,False,3,False,False,188.33300000429153,6.0,70.0,False,3,False,False,158.0,3.3330000042915344,70.0,training
3821aac0f62bfaea784c,-4111511812,B,Cond2,False,2,False,True,172.0,6.333000004291534,29.0,False,3,False,False,160.66699999570847,5.333999991416931,68.66699999570847,training
0da647c8d6f4bd982136,-4045511868,B,Cond2,False,3,False,False,186.66600000858307,5.333999991416931,70.66699999570847,False,3,False,False,156.0,7.666999995708466,67.33399999141693,training
9f901e12f57b2b0c8c22,-4045511848,B,Cond2,False,3,False,False,184.0,2.6669999957084656,69.0,False,3,False,False,157.33300000429153,3.0,71.66699999570847,training
8146113cc7cd6c341483,-4045511836,B,Cond2,False,3,False,False,189.33399999141693,6.666999995708466,70.0,False,3,False,False,158.0,5.333000004291534,58.666999995708466,training
2a2939c71a2c18a9260d,-4045511832,B,Cond2,False,3,False,False,182.0,5.333000004291534,69.66699999570847,False,2,False,False,158.66699999570847,3.6669999957084656,69.33300000429153,training
21cbb1a006dc7e34f5f8,-4045511828,A,Cond1,False,3,False,False,184.0,2.0,71.0,False,3,False,False,158.66699999570847,4.0,70.33300000429153,training
706895e70a25b52a0444,-4045511824,B,Cond2,False,3,False,False,189.0,6.0,67.33399999141693,False,3,False,False,162.0,3.0,71.0,training
2ec6700e2224a3e08867,-4045511820,B,Cond2,False,3,False,False,183.0,5.333000004291534,70.0,False,3,False,False,161.0,4.0,70.66699999570847,training
26c63f3c5839c506aaf9,-4045511816,B,Cond2,False,3,False,False,188.33300000429153,2.0,71.0,False,3,False,False,157.66699999570847,4.333000004291534,68.33300000429153,training
05f124c55ed02953adb0,-4045511812,A,Cond1,False,3,False,False,186.0,3.0,67.0,False,3,False,False,160.0,3.0,71.0,training
68ed55601175ead8ca28,-4043511808,A,Cond1,False,3,False,False,182.66699999570847,5.666999995708466,70.0,False,0,True,True,156.0,3.3330000042915344,156.0,training
253cddb18ef60ff680ab,-4043511808,B,Cond2,False,3,False,False,191.0,2.6669999957084656,70.33300000429153,False,0,True,True,155.66699999570847,3.0,155.66699999570847,training
89829271993d2ffe71f1,-4043511796,A,Cond1,False,3,False,False,181.66600000858307,2.6669999957084656,68.66600000858307,False,3,False,False,163.33399999141693,5.666999995708466,68.66600000858307,training
