sample_id,WAFER_ID,STAGE,split,group_id,source_files,chamber_route,outer_fold
1db3dbf17108dc540eec,-1718100544,B,train,CMP-training-101.csv,CMP-training-112.csv,4-5-6,1
1dca7527b4e57c0f235c,4229773730,B,train,CMP-training-053.csv,CMP-training-055.csv,4-5-6,1
1e2c3ea7007af687e32c,1477739026,B,train,CMP-training-087.csv,CMP-training-089.csv,4-5-6,3
1e504d568421566a9d23,2989014438,B,train,CMP-training-115.csv,CMP-training-115.csv,4-5-6,2
1e695550f4e025f3eb4f,2655292716,B,train,CMP-training-172.csv,CMP-training-179.csv,4-5-6,4
1f1fdf0663be8a35c472,3021014322,B,train,CMP-training-087.csv,CMP-training-094.csv,4-5-6,3
20613d7aca4cdedd96ba,4179773628,B,train,CMP-training-072.csv,CMP-training-075.csv,4-5-6,4
21117a366efd44d968f6,4177773370,B,train,CMP-training-072.csv,CMP-training-077.csv,4-5-6,4
21875bdd674560402390,2669292970,B,train,CMP-training-167.csv,CMP-training-167.csv,4-5-6,2
22189d6a8ad3d0ba715b,1286253724,B,train,CMP-training-134.csv,CMP-training-153.csv,4-5-6,0
222edc660ee4209ca385,-2141929510,B,train,CMP-training-047.csv,CMP-training-048.csv,4-5-6,1
223bd25a1986bddd3baa,1451738976,B,train,CMP-training-137.csv,CMP-training-142.csv,4-5-6,2
224ba936b0adcd0d0089,1477739240,B,train,CMP-training-087.csv,CMP-training-090.csv,4-5-6,3
229b0f025b780a5c74bd,2917014230,B,train,CMP-training-087.csv,CMP-training-091.csv,4-5-6,3
22a4b8985d7779eb27d1,4229773722,B,train,CMP-training-058.csv,CMP-training-060.csv,4-5-6,1
22a7e66b953a4a37b7ff,2917014262,B,train,CMP-training-087.csv,CMP-training-091.csv,4-5-6,3
22f89a616e569223c39e,-2141929522,B,train,CMP-training-047.csv,CMP-training-048.csv,4-5-6,1
231fa13466e8969f19db,39494162,B,train,CMP-training-172.csv,CMP-training-176.csv,4-5-6,4
23c437e468750a7cb1f8,1302253772,B,train,CMP-training-145.csv,CMP-training-146.csv,4-5-6,2
2529d5d4a0dbf3e80daf,2655292700,B,train,CMP-training-172.csv,CMP-training-180.csv,4-5-6,4
253cddb18ef60ff680ab,-4043511808,B,train,CMP-training-101.csv,CMP-training-105.csv,4-5-6,1
2611d5a613d3f7ba6826,1492254370,B,train,CMP-training-137.csv,CMP-training-137.csv,4-5-6,2
26343912e7f2fac4c0bd,1304253506,B,train,CMP-training-145.csv,CMP-training-146.csv,4-5-6,2
2656d3add865fd1c3323,2669292962,B,train,CMP-training-166.csv,CMP-training-166.csv,4-5-6,1
26c63f3c5839c506aaf9,-4045511816,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
2752a6a639957b0175db,3623681142,B,train,CMP-training-166.csv,CMP-training-166.csv,4-5-6,1
27daee9bdd773d7df726,3627681146,B,train,CMP-training-134.csv,CMP-training-157.csv,4-5-6,0
28441326f94ba0a5b14f,-4039511578,B,train,CMP-training-171.csv,CMP-training-171.csv,4-5-6,1
2858bdf489e7089d434d,1462254328,B,train,CMP-training-137.csv,CMP-training-139.csv,4-5-6,2
28b351aaa3c696b0d7d9,-4220160604,B,train,CMP-training-014.csv,CMP-training-017.csv,4-5-6,3
2a2939c71a2c18a9260d,-4045511832,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
2a3756ecf573ca5fb122,37494400,B,train,CMP-training-172.csv,CMP-training-174.csv,4-5-6,4
2cb7373298abc6fa4dc6,-2143929718,B,train,CMP-training-047.csv,CMP-training-048.csv,4-5-6,1
2cc94b2b7728541f8861,37494428,B,train,CMP-training-172.csv,CMP-training-174.csv,4-5-6,4
2d56497f1c2ec3edd991,1296253538,B,train,CMP-training-134.csv,CMP-training-159.csv,4-5-6,0
2d66d854edf651b287ea,3031014528,B,train,CMP-training-101.csv,CMP-training-105.csv,4-5-6,1
2d9caeef18825482c0b3,-4220160682,B,train,CMP-training-014.csv,CMP-training-016.csv,4-5-6,3
2dc2915674aa13a91648,1326253770,B,train,CMP-training-137.csv,CMP-training-142.csv,4-5-6,2
2eab6eb436c3e259dd8d,41494456,B,train,CMP-training-172.csv,CMP-training-180.csv,4-5-6,4
2ec6700e2224a3e08867,-4045511820,B,train,CMP-training-101.csv,CMP-training-103.csv,4-5-6,1
2ed601f8363344287667,4227773662,B,train,CMP-training-058.csv,CMP-training-060.csv,4-5-6,1
2fdd70803e22d44657ed,4215773456,B,train,CMP-training-051.csv,CMP-training-051.csv,4-5-6,2
30036149fa0b55fefc28,2989014454,B,train,CMP-training-115.csv,CMP-training-115.csv,4-5-6,2
30490a7ec04bad6f5ad3,3625681202,B,train,CMP-training-134.csv,CMP-training-158.csv,4-5-6,0
31016af190891e229488,-2139929764,B,train,CMP-training-067.csv,CMP-training-067.csv,4-5-6,3
31a27cc61f0ac68b284a,1475739246,B,train,CMP-training-087.csv,CMP-training-091.csv,4-5-6,3
31c68c2da2f809e1093b,3021014278,B,train,CMP-training-087.csv,CMP-training-096.csv,4-5-6,3
32a81843125fe49a9351,4179773604,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
331d90f1bd532665407b,-2141929716,B,train,CMP-training-045.csv,CMP-training-045.csv,4-5-6,2
347d606da7347bd8c1ae,1326253774,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
34f310178e075d99205a,3015014244,B,train,CMP-training-087.csv,CMP-training-096.csv,4-5-6,3
35552005e2e5bb9437a8,3035014478,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
35eb30a15ace25f87b3f,3623681184,B,train,CMP-training-134.csv,CMP-training-161.csv,4-5-6,0
3607962da81ca103a891,3033014326,B,train,CMP-training-101.csv,CMP-training-105.csv,4-5-6,1
36b0fadc86654ba50842,1300253522,B,train,CMP-training-134.csv,CMP-training-164.csv,4-5-6,0
3726147fdb3581d7a621,-899170124,B,train,CMP-training-014.csv,CMP-training-016.csv,4-5-6,3
3759837a0075061df68a,3621681344,B,train,CMP-training-134.csv,CMP-training-164.csv,4-5-6,0
37a0692e686e1528d545,2667292672,B,train,CMP-training-134.csv,CMP-training-159.csv;CMP-training-160.csv,4-5-6,0
3841eeb50e1c679c03fa,-4222160432,B,train,CMP-training-014.csv,CMP-training-017.csv,4-5-6,3
39aa390ac4260261ad21,3031014568,B,train,CMP-training-101.csv,CMP-training-104.csv;CMP-training-105.csv,4-5-6,1
39b4183241e2880cca1c,1300253506,B,train,CMP-training-134.csv,CMP-training-163.csv,4-5-6,0
3af4fea4fd4d16a1c8d0,-1716100432,B,train,CMP-training-072.csv,CMP-training-075.csv,4-5-6,4
3b711f24fac27afc42d7,1318253616,B,train,CMP-training-137.csv,CMP-training-142.csv,4-5-6,2
3b9799fb6f7d990eb3a0,3027014556,B,train,CMP-training-101.csv,CMP-training-106.csv,4-5-6,1
3bd1069c1c829a2ca0da,4189773476,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
3cb9401b01865f958ecf,-4017511586,B,train,CMP-training-072.csv,CMP-training-072.csv,4-5-6,4
3d9dc3b8032cead14c80,43494170,B,train,CMP-training-172.csv,CMP-training-180.csv,4-5-6,4
3dad972df935afe3e6a3,1292253550,B,train,CMP-training-134.csv,CMP-training-158.csv,4-5-6,0
3e8cd90ff912a0de928a,1276253442,B,train,CMP-training-172.csv,CMP-training-172.csv,4-5-6,4
3e98716b0d5d53f8b96e,3846719080,B,train,CMP-training-058.csv,CMP-training-060.csv,4-5-6,1
3f027319c845be8081b3,1294253614,B,train,CMP-training-134.csv,CMP-training-159.csv,4-5-6,0
3f03001701f4dae6e3fe,3031014564,B,train,CMP-training-101.csv,CMP-training-107.csv,4-5-6,1
3f053a969d997439815a,3013014486,B,train,CMP-training-087.csv,CMP-training-100.csv,4-5-6,3
3f5bfa850d18f20d4fb2,4175773558,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
3fbac532c45b9fbe0efa,4179773608,B,train,CMP-training-072.csv,CMP-training-076.csv;CMP-training-077.csv,4-5-6,4
4071d38d9469e642c058,4189773378,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
4124575b045ec2a0f695,1310253590,B,train,CMP-training-134.csv,CMP-training-154.csv,4-5-6,0
4181984f5129bb85acc8,2709292838,B,train,CMP-training-087.csv,CMP-training-095.csv,4-5-6,3
41f9196246973f9d4299,-3780722722,B,train,CMP-training-172.csv,CMP-training-172.csv,4-5-6,4
4219fb79ba1ee16c1c01,3621681186,B,train,CMP-training-166.csv,CMP-training-166.csv,4-5-6,1
42c6318158bf05f3bc60,43494158,B,train,CMP-training-172.csv,CMP-training-180.csv,4-5-6,4
44aabafc8229235e609c,37494370,B,train,CMP-training-172.csv,CMP-training-176.csv,4-5-6,4
460ef578c3fc411d7122,1322253620,B,train,CMP-training-137.csv,CMP-training-141.csv;CMP-training-142.csv,4-5-6,2
46168fb53356caf30cb9,2667292870,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
465d4c727adcab8e31eb,2663292700,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
469fe532a3eb0c1295ef,4171773572,B,train,CMP-training-072.csv,CMP-training-073.csv,4-5-6,4
475314340343ca883cb9,-4035511780,B,train,CMP-training-101.csv,CMP-training-113.csv,4-5-6,1
47a86e77d08d8d666237,3033014306,B,train,CMP-training-101.csv,CMP-training-105.csv,4-5-6,1
481536a8677e2cee6651,3015014208,B,train,CMP-training-087.csv,CMP-training-098.csv,4-5-6,3
486d154cdc4b42e2fe92,1314253794,B,train,CMP-training-134.csv,CMP-training-163.csv,4-5-6,0
48b24502c35a34a9d270,3625681356,B,train,CMP-training-134.csv,CMP-training-162.csv,4-5-6,0
49501a1730dbfb7a5b50,3011014264,B,train,CMP-training-099.csv,CMP-training-099.csv,4-5-6,2
4c73534d684a3116a73c,3621681360,B,train,CMP-training-171.csv,CMP-training-171.csv,4-5-6,1
4dade8e79f2ea291720c,1490254080,B,train,CMP-training-137.csv,CMP-training-139.csv,4-5-6,2
4e65ba4a8d05c996da91,1328253768,B,train,CMP-training-137.csv,CMP-training-142.csv,4-5-6,2
50a2668b82a7cde4d0a6,1314253592,B,train,CMP-training-134.csv,CMP-training-152.csv,4-5-6,0
515f1018b9ad1771055b,3623681106,B,train,CMP-training-134.csv,CMP-training-163.csv,4-5-6,0
52c1daa786a22df7c179,3035014482,B,train,CMP-training-101.csv,CMP-training-103.csv,4-5-6,1
53b35b947fc65cfb0b47,1276253684,B,train,CMP-training-169.csv,CMP-training-169.csv,4-5-6,0
54533ac338be7d35ddf3,-4035511582,B,train,CMP-training-118.csv,CMP-training-118.csv,4-5-6,1
547f843cc7abfc16a90f,3623681204,B,train,CMP-training-134.csv,CMP-training-162.csv,4-5-6,0
55f9f8d9c9c022bfebe4,2703293068,B,train,CMP-training-014.csv,CMP-training-015.csv,4-5-6,3
56c227384c84739d4d59,1486254306,B,train,CMP-training-134.csv,CMP-training-134.csv,4-5-6,0
577ed4c0d1b92e193b14,1314253588,B,train,CMP-training-134.csv,CMP-training-152.csv,4-5-6,0
57aa3e4509af876c48b5,2913014238,B,train,CMP-training-087.csv,CMP-training-094.csv,4-5-6,3
58571e66aaaa10636710,2663292728,B,train,CMP-training-101.csv,CMP-training-110.csv,4-5-6,1
58ffb03108305a9609fa,-4039511574,B,train,CMP-training-134.csv,CMP-training-157.csv,4-5-6,0
599487cc2ca6f8f86413,2983014200,B,train,CMP-training-101.csv,CMP-training-116.csv,4-5-6,1
5c20268fdb686e60e15a,3023014518,B,train,CMP-training-101.csv,CMP-training-107.csv,4-5-6,1
5c626aa0121919e98c2a,2665292946,B,train,CMP-training-115.csv,CMP-training-115.csv,4-5-6,2
5c6db2df849803923098,1292253542,B,train,CMP-training-134.csv,CMP-training-158.csv,4-5-6,0
5c871ee84ce9e11a614a,-2579249780,B,train,CMP-training-018.csv,CMP-training-018.csv,4-5-6,3
5d197a42dd6d96de3cc2,1292253506,B,train,CMP-training-134.csv,CMP-training-158.csv,4-5-6,0
5e869e08c2aed018bf72,1451738988,B,train,CMP-training-137.csv,CMP-training-142.csv,4-5-6,2
5ea29512d772df31c40c,1272253486,B,train,CMP-training-167.csv,CMP-training-168.csv,4-5-6,2
5ed80e7586cbde7cf1a5,4169773314,B,train,CMP-training-072.csv,CMP-training-074.csv,4-5-6,4
5ee493bc6ce1cd5e991c,1326253608,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
5fbcfd19bb7d3e1a25ac,2939014266,B,train,CMP-training-087.csv,CMP-training-094.csv,4-5-6,3
60a208f6741aea739ce5,1286253736,B,train,CMP-training-134.csv,CMP-training-152.csv,4-5-6,0
60b45564bbfba6195bda,4169773544,B,train,CMP-training-072.csv,CMP-training-073.csv,4-5-6,4
60c3f4448743be082754,2911013964,B,train,CMP-training-087.csv,CMP-training-091.csv,4-5-6,3
61b96069cda3fc5d7af1,39494146,B,train,CMP-training-172.csv,CMP-training-177.csv,4-5-6,4
6250e2a91e721eeed9a6,2667292894,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
62b0e0cdc41b50cf50ff,2667292720,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
62e38bba327a1002cd87,-3287299576,B,train,CMP-training-087.csv,CMP-training-097.csv,4-5-6,3
62fb834dea27588c190a,3021014508,B,train,CMP-training-087.csv,CMP-training-096.csv,4-5-6,3
64c126df8c07338aa957,3623681110,B,train,CMP-training-134.csv,CMP-training-162.csv,4-5-6,0
64e55696aaaf10847115,41494444,B,train,CMP-training-172.csv,CMP-training-181.csv,4-5-6,4
661374271278d0161afd,2655292922,B,train,CMP-training-172.csv,CMP-training-174.csv,4-5-6,4
66aff2bcd479119af1f7,1296253530,B,train,CMP-training-134.csv,CMP-training-159.csv,4-5-6,0
681c1c9c22d0c70fbcd5,2941014050,B,train,CMP-training-087.csv,CMP-training-094.csv,4-5-6,3
68580354e5144ef1dd46,-899170148,B,train,CMP-training-014.csv,CMP-training-014.csv;CMP-training-015.csv,4-5-6,3
6979b8f025ae78e6fa07,1481739062,B,train,CMP-training-087.csv,CMP-training-094.csv,4-5-6,3
699940e90312cc265fe4,1475739284,B,train,CMP-training-087.csv,CMP-training-094.csv,4-5-6,3
69d4050e3444b11756f0,43494392,B,train,CMP-training-172.csv,CMP-training-179.csv,4-5-6,4
69f3a61f65c9cc132300,3033014334,B,train,CMP-training-101.csv,CMP-training-104.csv;CMP-training-105.csv,4-5-6,1
6a24ee08890aaccbab59,2703293060,B,train,CMP-training-014.csv,CMP-training-015.csv,4-5-6,3
6c04bd525b4373e2a9b0,2663292688,B,train,CMP-training-101.csv,CMP-training-103.csv,4-5-6,1
6d7272fdec18658ca6b3,3621681194,B,train,CMP-training-134.csv,CMP-training-164.csv,4-5-6,0
6dcf1d216a685c054c7d,3627681094,B,train,CMP-training-134.csv,CMP-training-157.csv,4-5-6,0
6e9fa8dca971de910b49,3017014490,B,train,CMP-training-087.csv,CMP-training-100.csv,4-5-6,3
6ea75e8be0c5e05fade9,-4019511758,B,train,CMP-training-072.csv,CMP-training-073.csv,4-5-6,4
6ec38443bb3f9efbdea9,3037014334,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
6f0a92816c260d2ea1e9,-1714100536,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
6f93acfdf2128dc62734,1475739308,B,train,CMP-training-087.csv,CMP-training-094.csv,4-5-6,3
6fb8b0c5da652bc8b8c7,1314253612,B,train,CMP-training-134.csv,CMP-training-153.csv,4-5-6,0
6fd61f57b65db9909f4e,1475739288,B,train,CMP-training-087.csv,CMP-training-093.csv,4-5-6,3
6ffeebeec6872f40e615,3021014314,B,train,CMP-training-087.csv,CMP-training-096.csv,4-5-6,3
706895e70a25b52a0444,-4045511824,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
70fa01ac459d75c29619,2655292712,B,train,CMP-training-172.csv,CMP-training-180.csv,4-5-6,4
71c47cdd099130d81726,2913014250,B,train,CMP-training-087.csv,CMP-training-092.csv;CMP-training-093.csv,4-5-6,3
731f8c977b3089045b6f,1318253572,B,train,CMP-training-137.csv,CMP-training-142.csv,4-5-6,2
735ffb7543b67724b0a8,1490254100,B,train,CMP-training-137.csv,CMP-training-139.csv,4-5-6,2
7376584a67fae2bf8c16,2985014396,B,train,CMP-training-118.csv,CMP-training-118.csv,4-5-6,1
73c0ed135fd00f62694b,-4035511574,B,train,CMP-training-118.csv,CMP-training-118.csv,4-5-6,1
749b3a238fe49f369fe6,-1720100542,B,train,CMP-training-087.csv,CMP-training-089.csv,4-5-6,3
7540e22cad3ceb061079,-4216160690,B,train,CMP-training-014.csv,CMP-training-015.csv,4-5-6,3
7580d1a9f9836344443c,1292253530,B,train,CMP-training-134.csv,CMP-training-158.csv,4-5-6,0
75eb3a3862995b23b818,1292253562,B,train,CMP-training-134.csv,CMP-training-158.csv,4-5-6,0
774e1ca42b6fc96b8d76,1464254038,B,train,CMP-training-137.csv,CMP-training-138.csv,4-5-6,2
777ffd5adb682574ea5d,4171773568,B,train,CMP-training-072.csv,CMP-training-073.csv,4-5-6,4
77bcbcf9c247415a6cef,39494376,B,train,CMP-training-172.csv,CMP-training-176.csv,4-5-6,4
77d1121be7058f070273,-2033929418,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
77ea41007be7b6b45d11,1482254292,B,train,CMP-training-130.csv,CMP-training-130.csv,4-5-6,0
78f0c2e5cda9415ecec3,3015014228,B,train,CMP-training-087.csv,CMP-training-097.csv,4,3
7936d91f10be14d89df3,4209773402,B,train,CMP-training-029.csv,CMP-training-029.csv,4-5-6,3
7989764f3fb7e87d5498,1302253784,B,train,CMP-training-145.csv,CMP-training-147.csv,4-5-6,2
7a684c9c55a0788225dd,2663292684,B,train,CMP-training-101.csv,CMP-training-110.csv,4-5-6,1
7af7fdb40878f9474300,3023014548,B,train,CMP-training-101.csv,CMP-training-106.csv,4-5-6,1
7bf3c07686d4ffa04fc0,29494140,B,train,CMP-training-172.csv,CMP-training-181.csv,4-5-6,4
7c13d2432c634987725e,-1714100524,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
7c49fddb57ce0ec15d3a,1464254054,B,train,CMP-training-137.csv,CMP-training-140.csv,4-5-6,2
7cbe15e73e08d27d2372,4175773624,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
7ce6b784155ee595c853,29494128,B,train,CMP-training-172.csv,CMP-training-181.csv,4-5-6,4
7ce8c69a06539826cedc,-4039511784,B,train,CMP-training-134.csv,CMP-training-157.csv,4-5-6,0
7dfdfeb7f36e1e44e92b,-4023511592,B,train,CMP-training-053.csv,CMP-training-055.csv,4-5-6,1
7ecd59b97bf6a9ca99f7,-4222160590,B,train,CMP-training-029.csv,CMP-training-029.csv,4-5-6,3
7f49ac0391e66ff66e06,3027014552,B,train,CMP-training-101.csv,CMP-training-107.csv,4-5-6,1
80f1b955eb93b1dd3566,3021014286,B,train,CMP-training-087.csv,CMP-training-095.csv,4-5-6,3
812c6b527d794408bcdb,2703293072,B,train,CMP-training-014.csv,CMP-training-016.csv,4-5-6,3
8146113cc7cd6c341483,-4045511836,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
81816c0a630607bac6d3,-1714100520,B,train,CMP-training-072.csv,CMP-training-078.csv,4-5-6,4
81bbf59aff29dd99a51d,-4222160582,B,train,CMP-training-014.csv,CMP-training-015.csv,4-5-6,3
823849dffd8d91c6458b,1304253554,B,train,CMP-training-145.csv,CMP-training-146.csv,4-5-6,2
825503730c841b9dc967,2669292938,B,train,CMP-training-169.csv,CMP-training-169.csv,4-5-6,0
837014f8d2e37cb3a110,2983014176,B,train,CMP-training-115.csv,CMP-training-115.csv,4-5-6,2
838e584cba38914ec012,1462254316,B,train,CMP-training-137.csv,CMP-training-139.csv,4-5-6,2
83af60abcd9088be2636,43494206,B,train,CMP-training-172.csv,CMP-training-181.csv,4-5-6,4
83c6242d2df88f297292,29494108,B,train,CMP-training-172.csv,CMP-training-180.csv,4-5-6,4
83dc70480d0d5d74be38,1304253562,B,train,CMP-training-145.csv,CMP-training-146.csv,4-5-6,2
84401df588888d7bc7e7,4229773758,B,train,CMP-training-056.csv,CMP-training-056.csv,4-5-6,1
84574d21cf8977b52c68,3037014322,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
84778f43d7bec784f7c6,3623681122,B,train,CMP-training-134.csv,CMP-training-161.csv,4-5-6,0
84e651f3f9f793bb9540,1324253760,B,train,CMP-training-137.csv,CMP-training-141.csv,4-5-6,2
8548af404911eb2ffa46,3015014256,B,train,CMP-training-087.csv,CMP-training-096.csv,4-5-6,3
85614a746352d5cd2a3e,-4220160678,B,train,CMP-training-014.csv,CMP-training-016.csv,4-5-6,3
861f156ee6accea60cc5,33494140,B,train,CMP-training-182.csv,CMP-training-184.csv,4-5-6,3
86a9bb5edc4b27ce024f,1288253494,B,train,CMP-training-134.csv,CMP-training-152.csv,4-5-6,0
