cohort,WAFER_ID,STAGE,sample_id,chamber_route,source_files,start_timestamp,end_timestamp,group_id,prior_wafer_overlap,prior_component_overlap,unseen_chamber,eligible,exclusion_reason
test,-4037511812,B,test:1ac24eafd0da43e258bc,4-5-6,test/CMP-test-114.csv,485159213.0,485159574.0,prior/CMP-training-087.csv,True,True,False,False,prior_wafer_file_component
test,-4035511804,B,test:b975a3224ef6639f0a72,4-5-6,test/CMP-test-111.csv,485078974.0,485079334.0,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,-4035511566,B,test:05a15453e1d30c4d06e3,4-5-6,test/CMP-test-114.csv,485161947.0,485162308.0,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,-4033511554,A,test:bbb5ef61589c83445e6d,4-5-6,test/CMP-test-120.csv,485318846.667,485319204.667,test/CMP-test-120.csv,False,False,False,True,
test,-4033511552,A,test:98cba2b96f73f2b35fd6,4-5-6,test/CMP-test-121.csv,485356812.667,485357153.667,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
test,-4033511540,A,test:fcd498cc64e4e283fd14,4-5-6,test/CMP-test-118.csv,485262322.0,485262677.0,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
test,-4027511798,A,test:43f41ee9574e59f97f85,4-5-6,test/CMP-test-038.csv,482797477.0,482797844.333,test/CMP-test-038.csv,False,False,False,True,
test,-4025511544,A,test:3412955d6c5ac4440b55,4-5-6,test/CMP-test-054.csv,483253431.0,483253795.0,prior/CMP-training-053.csv,False,True,False,False,prior_wafer_file_component
test,-4025511544,B,test:d279bdf911278448128d,4-5-6,test/CMP-test-055.csv,483286520.667,483286884.667,prior/CMP-training-053.csv,False,True,False,False,prior_wafer_file_component
test,-4025511528,B,test:d57fb09251db630e1c42,4-5-6,test/CMP-test-049.csv,483102802.667,483103179.0,test/CMP-test-049.csv,False,False,False,True,
test,-4025511500,B,test:e75722edfe57cace8431,4-5-6,test/CMP-test-054.csv,483263663.667,483264028.333,prior/CMP-training-053.csv,False,True,False,False,prior_wafer_file_component
test,-4023511616,A,test:43b8588baa3f12c6ca6b,4-5-6,test/CMP-test-052.csv,483212652.667,483213002.0,test/CMP-test-052.csv,False,False,False,True,
test,-4023511604,A,test:effbef4e397b3bf03d9b,4-5-6,test/CMP-test-053.csv,483225565.0,483225926.333,prior/CMP-training-053.csv,True,True,False,False,prior_wafer_file_component
test,-4021511610,A,test:4a8255e9c03d9064da6e,4-5-6,test/CMP-test-065.csv,483644558.667,483644929.333,prior/CMP-training-062.csv,False,True,False,False,prior_wafer_file_component
test,-4019511786,B,test:2d9bec1b3d81c5674e0f,4-5-6,test/CMP-test-074.csv;test/CMP-test-075.csv,484019978.0,484020345.333,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,-4019511762,A,test:604297c540f93a7ea7a1,4-5-6,test/CMP-test-071.csv,483929202.333,483929703.667,test/CMP-test-071.csv,False,False,False,True,
test,-4019511616,A,test:4c93d5d8a6926d298bc4,4-5-6,test/CMP-test-072.csv,483946343.0,483946786.0,prior/CMP-training-071.csv,True,True,False,False,prior_wafer_file_component
test,-4019511596,B,test:5e954f010a07d7b406c0,4-5-6,test/CMP-test-073.csv,483990597.667,483990967.0,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,-4017511602,B,test:40b3ead632c8b379236a,4-5-6,test/CMP-test-073.csv,483963021.333,483963398.0,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,-4017511594,B,test:4d02baea5f92507f22f0,4-5-6,test/CMP-test-073.csv,483964881.667,483965251.667,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,-4017511500,B,test:0840e6892b63ab3fb73d,4-5-6,test/CMP-test-073.csv,483965084.333,483965455.333,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,-3784722864,B,test:2c40e43ca8186da9e870,4-5-6,test/CMP-test-028.csv,482520564.667,482520934.333,prior/CMP-training-014.csv,True,True,False,False,prior_wafer_file_component
test,-3784722856,B,test:18de11410d8e0e935400,4-5-6,test/CMP-test-015.csv,482131398.667,482131780.667,test/CMP-test-015.csv,False,False,False,True,
test,-3784722762,B,test:ef55cca9a61c5f46bf0d,4-5-6,test/CMP-test-033.csv,482665185.0,482665549.667,prior/CMP-training-014.csv,True,True,False,False,prior_wafer_file_component
test,-3780722714,A,test:6e87305a98324b192f85,4-5-6,test/CMP-test-177.csv,487062945.333,487063301.333,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,-3780722714,B,test:d952f73daa3cfa643d4f,4-5-6,test/CMP-test-180.csv,487140788.667,487141142.667,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,-2701400560,B,test:8a557519f593fe021263,4-5-6,test/CMP-test-033.csv,482649030.333,482649403.333,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,-2701400556,B,test:740db52c219cdb88368f,4-5-6,test/CMP-test-033.csv,482654827.333,482655200.333,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,-2701400544,A,test:1b71d0d68b678324b5ec,4-5-6,test/CMP-test-032.csv,482621033.0,482621395.0,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,-2699400360,A,test:72f27f0639e543a56a3e,4-5-6,test/CMP-test-032.csv,482621610.0,482621968.0,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,-2579249818,A,test:ca786fef1ace9de4a2dc,4-5-6,test/CMP-test-017.csv,482180095.0,482180460.0,prior/CMP-training-014.csv,True,True,False,False,prior_wafer_file_component
test,-2569249796,A,test:070a26f87b8bb0196d5a,4-5-6,test/CMP-test-128.csv,485556490.333,485556850.333,test/CMP-test-128.csv,False,False,False,True,
test,-2567249784,A,test:926a1c06ffe4fe95a1d6,4-5-6,test/CMP-test-128.csv,485563928.333,485564290.333,test/CMP-test-128.csv,False,False,False,True,
test,-2565249990,B,test:2f2bc1534b1e3fdd9d52,4-5-6,test/CMP-test-043.csv,482928757.667,482929132.0,prior/CMP-training-014.csv,True,True,False,False,prior_wafer_file_component
test,-2565249986,A,test:4c4101c930efb6d446eb,4-5-6,test/CMP-test-036.csv,482742626.667,482742986.333,prior/CMP-training-014.csv,True,True,False,False,prior_wafer_file_component
test,-2149929676,A,test:95a66aac498374b464f2,4-5-6,test/CMP-test-064.csv,483603059.667,483603427.0,prior/CMP-training-062.csv,False,True,False,False,prior_wafer_file_component
test,-2149929668,A,test:76878d721fb53e76d9fc,4-5-6,test/CMP-test-064.csv,483608178.667,483608539.0,prior/CMP-training-062.csv,False,True,False,False,prior_wafer_file_component
test,-2143929736,A,test:193ca7033f67b8f177e8,4-5-6,test/CMP-test-047.csv,483066066.0,483066429.333,test/CMP-test-047.csv,False,False,False,True,
test,-2141929708,B,test:54e352c9fcb29c063a3c,4-5-6,test/CMP-test-045.csv,482990597.0,482990975.667,test/CMP-test-045.csv,False,False,False,True,
test,-2141929704,B,test:bd0e4ec69375e5934138,4-5-6,test/CMP-test-039.csv,482816524.0,482816902.667,test/CMP-test-039.csv,False,False,False,True,
test,-2139929776,A,test:f0fb91da579f6f1f49ec,4-5-6,test/CMP-test-064.csv,483602666.667,483603034.667,prior/CMP-training-062.csv,False,True,False,False,prior_wafer_file_component
test,-2133929504,B,test:58c585360a59e28b17a2,4-5-6,test/CMP-test-025.csv,482427715.667,482428085.333,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,-2131929490,A,test:404093efb1e18525aae2,4-5-6,test/CMP-test-034.csv,482688336.0,482688698.0,test/CMP-test-034.csv,False,False,False,True,
test,-2131929472,A,test:767913bddf4c33a0a5f6,4-5-6,test/CMP-test-037.csv,482773299.0,482773662.0,test/CMP-test-037.csv,False,False,False,True,
test,-2131929444,A,test:1d46a590ac050bf38b25,4-5-6,test/CMP-test-033.csv,482640257.333,482640621.333,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,-2129929678,A,test:1b3066545c255d2e7616,4-5-6,test/CMP-test-029.csv,482538171.0,482538535.333,test/CMP-test-029.csv,False,False,False,True,
test,-2129929480,B,test:532038a18961d4c7362a,4-5-6,test/CMP-test-027.csv,482472137.0,482472497.0,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,-2129929476,B,test:a0e35412fee239717c15,4-5-6,test/CMP-test-027.csv,482485486.333,482485855.0,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,-2045929450,B,test:2cd489492c0fd76d31d5,4-5-6,test/CMP-test-095.csv,484607428.667,484607785.0,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,-2045929446,B,test:aacb8f147338006805aa,4-5-6,test/CMP-test-095.csv,484608665.0,484609022.333,prior/CMP-training-087.csv,True,True,False,False,prior_wafer_file_component
test,-2039929208,A,test:1cb5a5cbb8d20b9f85cd,4-5-6,test/CMP-test-073.csv,483967752.667,483968120.667,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,-2033929454,A,test:f6323ed237c5935fcaad,4-5-6,test/CMP-test-086.csv,484344289.0,484344651.667,test/CMP-test-086.csv,False,False,False,True,
test,-2033929446,A,test:ef41dca19f87cb9db634,4-5-6,test/CMP-test-086.csv,484344676.333,484345047.0,test/CMP-test-086.csv,False,False,False,True,
test,-2033929442,A,test:ea815ab5a7798dc8b3d0,4-5-6,test/CMP-test-085.csv,484336156.0,484336519.0,test/CMP-test-085.csv,False,False,False,True,
test,-2033929422,B,test:ec299949f47acf4481eb,4-5-6,test/CMP-test-079.csv,484143217.667,484143595.0,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,-2033929280,B,test:e4a8d590a7f0cdfa810c,4-5-6,test/CMP-test-079.csv,484135304.667,484135692.667,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,-1720100472,B,test:833989e1b27359f5fcd1,4-5-6,test/CMP-test-103.csv,484849978.0,484850339.333,test/CMP-test-103.csv,False,False,False,True,
test,-1720100456,B,test:2bee269ffc1783adc8f9,4-5-6,test/CMP-test-104.csv,484878093.333,484878452.0,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,-1714100714,A,test:a7a50e39d82263ff1fda,4-5-6,test/CMP-test-085.csv,484310014.333,484310375.0,test/CMP-test-085.csv,False,False,False,True,
test,-1714100528,B,test:4785068d163fb47d5d68,4-5-6,test/CMP-test-079.csv,484148092.667,484148456.667,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,-1193530638,A,test:4776e888a023544db6b1,1-2-3,test/CMP-test-050.csv,483135970.0,483136273.667,test/CMP-test-050.csv,False,False,False,True,
test,-1183530650,A,test:a46bebf8e9f512a996be,1-2-3,test/CMP-test-009.csv,481895979.333,481896279.667,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,-1183530600,A,test:40bed85ae6557f5ba21f,1-2-3,test/CMP-test-043.csv,482942989.0,482943289.0,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,-903170202,A,test:85d6e790a5c68d082c31,4-5-6,test/CMP-test-023.csv,482349998.0,482350362.667,prior/CMP-training-014.csv,True,True,False,False,prior_wafer_file_component
test,-903170120,A,test:d5781eb69b823c502bd1,4-5-6,test/CMP-test-022.csv,482348031.667,482348385.0,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,-903170120,B,test:650a13d664b0452243c7,4-5-6,test/CMP-test-023.csv,482377823.0,482378189.0,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,-899170202,B,test:ac3d00b3184df4597929,4-5-6,test/CMP-test-012.csv,481985429.0,481985809.0,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,-899170194,A,test:1c07593c740f2420a217,4-5-6,test/CMP-test-011.csv,481948439.0,481948803.667,test/CMP-test-011.csv,False,False,False,True,
test,-899170172,A,test:c963be8f10cffffbc7e5,4-5-6,test/CMP-test-010.csv,481936597.0,481936967.333,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,-899170164,A,test:278eef490e1b8b5a998e,4-5-6,test/CMP-test-011.csv,481951586.0,481951940.667,test/CMP-test-011.csv,False,False,False,True,
test,-897170418,B,test:42920a47f36ad70bcb75,4-5-6,test/CMP-test-022.csv,482330156.0,482330503.333,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,-887170152,B,test:5e3b5c759e17de0ad882,4-5-6,test/CMP-test-000.csv,481645032.667,481645392.0,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,-879170266,A,test:ac8990d5cceaedd7d901,4-5-6,test/CMP-test-004.csv,481750001.667,481750364.0,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,-879170254,B,test:e1a33ee9593555a25d87,4-5-6,test/CMP-test-007.csv,481842056.667,481842428.0,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,-879170112,B,test:580873c249e099e5a59d,4-5-6,test/CMP-test-007.csv,481842606.667,481842966.0,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,-879170104,B,test:1d410fde2606e936250d,4-5-6,test/CMP-test-009.csv,481905670.333,481906042.333,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,-879170084,A,test:3ffaf599b5242d939e38,4-5-6,test/CMP-test-010.csv,481936398.667,481936767.333,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,-879170080,A,test:1fa79b59f22cb39b8f6d,4-5-6,test/CMP-test-009.csv,481893396.0,481893748.667,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,-879170064,A,test:b4d7bb3408e2d7f8842d,4-5-6,test/CMP-test-005.csv,481794457.0,481794823.0,test/CMP-test-005.csv,False,False,False,True,
test,-877170362,A,test:131d05f9047d306b06a7,4-5-6,test/CMP-test-009.csv,481912185.333,481912554.0,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,-877170350,B,test:c5fc910a4b3dc7a8e887,4-5-6,test/CMP-test-012.csv,481987511.0,481987881.667,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,-877170314,A,test:9a4eb8d586f294700a91,4-5-6,test/CMP-test-010.csv,481936000.0,481936381.0,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,-873170358,A,test:2922b1fbfa9542718f5f,4-5-6,test/CMP-test-002.csv,481698622.667,481698978.333,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,-873170342,A,test:72bfbb8b9ab0048db081,4-5-6,test/CMP-test-001.csv,481665845.333,481666210.333,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,-873170338,B,test:1baaf4761c3110190e59,4-5-6,test/CMP-test-004.csv,481756513.0,481756893.333,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,-873170314,B,test:d76b13048dbb9a77aa6b,4-5-6,test/CMP-test-004.csv,481749274.0,481749650.0,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,-873170310,A,test:c2d51a431c1ca85e4120,4-5-6,test/CMP-test-003.csv,481716345.0,481716719.0,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,-873170244,A,test:d8b3bf030cac52b6df0e,4-5-6,test/CMP-test-001.csv,481665646.667,481666016.333,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,29494088,B,test:7722400135e192d2237e,4-5-6,test/CMP-test-181.csv,487163065.667,487163427.667,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,29494100,B,test:90be7b4b27b44060dd5a,4-5-6,test/CMP-test-181.csv,487185130.667,487185485.0,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,29494112,A,test:9568569c28b202e4863d,4-5-6,test/CMP-test-178.csv,487091269.333,487091624.333,test/CMP-test-178.csv,False,False,False,True,
test,29494128,A,test:6085727d6ece27d56f3c,4-5-6,test/CMP-test-179.csv,487105367.0,487105721.333,prior/CMP-training-172.csv,True,True,False,False,prior_wafer_file_component
test,29494162,B,test:e36c6ea665925d836c4d,4-5-6,test/CMP-test-181.csv,487184946.0,487185298.0,prior/CMP-training-172.csv,True,True,False,False,prior_wafer_file_component
test,31494164,B,test:2e80bf402dc99d688266,4-5-6,test/CMP-test-181.csv,487168529.667,487168893.0,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,31494172,A,test:2aab1e24996b676e4523,4-5-6,test/CMP-test-180.csv,487136433.667,487136790.0,prior/CMP-training-172.csv,True,True,False,False,prior_wafer_file_component
test,33494084,A,test:0ba8d7ab2acbc60af0a2,4-5-6,test/CMP-test-183.csv,487215665.333,487216025.333,test/CMP-test-183.csv,False,False,False,True,
test,33494140,A,test:b253dcf3858f5936bc95,4-5-6,test/CMP-test-182.csv,487209805.333,487210160.333,prior/CMP-training-172.csv,True,True,False,False,prior_wafer_file_component
test,33494174,A,test:602fe24f74039ecae663,4-5-6,test/CMP-test-183.csv,487216052.0,487216402.333,test/CMP-test-183.csv,False,False,False,True,
test,37494374,A,test:aeeb3f1c51988fdbb2ec,4-5-6,test/CMP-test-173.csv,486934755.333,486935110.333,prior/CMP-training-175.csv,False,True,False,False,prior_wafer_file_component
test,37494400,A,test:ddde3d9cd9c153bd5bd1,4-5-6,test/CMP-test-172.csv,486915122.0,486915482.667,prior/CMP-training-172.csv,True,True,False,False,prior_wafer_file_component
test,37494424,A,test:33f71953596408ca76b3,4-5-6,test/CMP-test-173.csv;test/CMP-test-174.csv,486956281.333,486956643.333,prior/CMP-training-175.csv,False,True,False,False,prior_wafer_file_component
test,37494440,A,test:41543b17d99489751f7a,4-5-6,test/CMP-test-173.csv,486934563.333,486934922.333,prior/CMP-training-175.csv,False,True,False,False,prior_wafer_file_component
test,41494382,A,test:638bccbe4b722eb77d11,4-5-6,test/CMP-test-176.csv,487018172.0,487018533.333,test/CMP-test-176.csv,False,False,False,True,
test,41494448,A,test:8bc32a935d3dbc6a6377,4-5-6,test/CMP-test-177.csv,487063132.333,487063489.333,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,41494448,B,test:6c1fd2970a42686b16eb,4-5-6,test/CMP-test-180.csv,487138288.667,487138643.667,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,43494154,A,test:7359fe9944f2bb68e4ec,4-5-6,test/CMP-test-178.csv,487092096.333,487092453.333,test/CMP-test-178.csv,False,False,False,True,
test,43494162,B,test:3f935a8c1167fd8b76ad,4-5-6,test/CMP-test-180.csv,487138114.0,487138457.0,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,43494194,B,test:a2c652763ef774058ba3,4-5-6,test/CMP-test-179.csv,487115971.667,487116329.667,prior/CMP-training-172.csv,True,True,False,False,prior_wafer_file_component
test,43494198,A,test:bebfdab8413eaca10cec,4-5-6,test/CMP-test-179.csv,487105552.333,487105905.333,prior/CMP-training-172.csv,True,True,False,False,prior_wafer_file_component
test,43494368,B,test:b9439a1f559670b1388c,4-5-6,test/CMP-test-181.csv,487163634.0,487163988.667,prior/CMP-training-172.csv,True,True,False,False,prior_wafer_file_component
test,43494396,A,test:d9155dbc1410d9e916b4,4-5-6,test/CMP-test-177.csv,487062570.333,487062930.333,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,319446600,A,test:7d84b8e9ad53989df68f,1-2-3,test/CMP-test-021.csv,482305068.0,482305363.667,test/CMP-test-021.csv,False,False,False,True,
test,323446632,A,test:1e0940a534cad3bba3b4,1-2-3,test/CMP-test-061.csv,483449378.667,483449678.667,test/CMP-test-061.csv,False,False,False,True,
test,323446698,A,test:eb2122dc052db2a66cfe,1-2-3,test/CMP-test-057.csv,483354097.667,483354397.333,test/CMP-test-057.csv,False,False,False,True,
test,323446710,A,test:809096580291310a732e,1-2-3,test/CMP-test-057.csv,483354841.333,483356364.667,test/CMP-test-057.csv,False,False,False,True,
test,325446712,A,test:63b30f73d6172de799a4,1-2-3,test/CMP-test-029.csv,482537123.0,482537421.0,test/CMP-test-029.csv,False,False,False,True,
test,325446874,A,test:bc614ddbcbec41849901,1-2-3,test/CMP-test-054.csv,483254226.0,483254522.0,prior/CMP-training-053.csv,False,True,False,False,prior_wafer_file_component
test,325446878,A,test:006b0b385c96ff685425,1-2-3,test/CMP-test-054.csv,483254071.0,483254365.0,prior/CMP-training-053.csv,False,True,False,False,prior_wafer_file_component
test,331446624,A,test:7882adf4c667faf00510,1-2-3,test/CMP-test-015.csv,482135542.667,482135845.667,test/CMP-test-015.csv,False,False,False,True,
test,331446636,A,test:b2418d76b2e497ab1265,1-2-3,test/CMP-test-015.csv,482129529.667,482129827.667,test/CMP-test-015.csv,False,False,False,True,
test,331446652,A,test:92b1f654577f3aa99299,1-2-3,test/CMP-test-018.csv,482208187.333,482208480.0,test/CMP-test-018.csv,False,False,False,True,
test,331446686,A,test:f61f9f8a880f150b5798,1-2-3,test/CMP-test-017.csv,482198802.333,482199104.333,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,333446664,A,test:5ec5594c255a8b231fdc,1-2-3,test/CMP-test-013.csv,482012667.333,482012970.333,test/CMP-test-013.csv,False,False,False,True,
test,343446952,A,test:58403f0dadfb1e9cb730,1-2-3,test/CMP-test-068.csv,483792568.0,483792858.0,test/CMP-test-068.csv,False,False,False,True,
test,345446698,A,test:aaa43e2924c2482876aa,1-2-3,test/CMP-test-064.csv,483600587.0,483600886.333,prior/CMP-training-062.csv,False,True,False,False,prior_wafer_file_component
test,345446888,A,test:e9a40d2245015d4bd955,1-2-3,test/CMP-test-064.csv,483595157.0,483595456.333,prior/CMP-training-062.csv,False,True,False,False,prior_wafer_file_component
test,345446900,A,test:0df71fbae975a7245e3c,1-2-3,test/CMP-test-063.csv,483505415.667,483505711.667,test/CMP-test-063.csv,False,False,False,True,
test,349446714,A,test:62a12c0d42f4848accee,1-2-3,test/CMP-test-078.csv,484126530.667,484126833.667,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,349446880,A,test:e0983b66510d97641c65,1-2-3,test/CMP-test-085.csv,484322389.667,484322679.0,test/CMP-test-085.csv,False,False,False,True,
test,349446908,A,test:632cd5631d4050089994,1-2-3,test/CMP-test-068.csv,483795062.0,483795360.0,test/CMP-test-068.csv,False,False,False,True,
test,371447012,A,test:78aaddc26c439d002045,1-2-3,test/CMP-test-003.csv,481717458.0,481717745.0,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,373446766,A,test:aac924067e4e78a61ef9,1-2-3,test/CMP-test-000.csv,481639228.333,481639524.333,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,373446782,A,test:c6b7b39162b16aa2dcca,1-2-3,test/CMP-test-002.csv,481687336.0,481687639.333,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,675222828,A,test:e4930977c9167712fad0,1-2-3,test/CMP-test-023.csv,482376315.0,482376621.667,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,675222844,A,test:99845544c876fcd9dead,1-2-3,test/CMP-test-023.csv;test/CMP-test-024.csv,482378288.0,482378578.0,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,1270253696,A,test:4a1f7fe13bf5c4089572,4-5-6,test/CMP-test-166.csv,486747401.667,486747761.333,prior/CMP-training-167.csv,True,True,False,False,prior_wafer_file_component
test,1270253708,B,test:a9a54e71945c604de534,4-5-6,test/CMP-test-172.csv,486912606.0,486912974.667,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,1270253720,B,test:c4632c3473f819c1f87d,4-5-6,test/CMP-test-168.csv,486795590.333,486795945.333,prior/CMP-training-166.csv,True,True,False,False,prior_wafer_file_component
