sample_id,WAFER_ID,STAGE,condition,group_id,start,end,excluded_extreme
8d15b2de5138dd86be60,-4220160674,A,Cond1,CMP-training-014.csv,482123177.0,482123543.0,False
f134708f5da7f0cd73a9,-4220160650,A,Cond1,CMP-training-059.csv,483462545.667,483462914.0,False
453e03f583f92e4e3248,-4220160646,A,Cond1,CMP-training-020.csv,482463961.667,482464322.0,False
186c9d4e7c876c1ae049,-4220160646,B,Cond2,CMP-training-020.csv,482644025.667,482644387.667,False
74051d2f391a63f8431a,-4220160604,A,Cond1,CMP-training-014.csv,482154872.0,482155239.667,False
28b351aaa3c696b0d7d9,-4220160604,B,Cond2,CMP-training-014.csv,482191113.333,482191482.0,False
ef0ce55340eae7563b1c,-4216160702,A,Cond1,CMP-training-013.csv,482011960.667,482012330.333,False
3c31cc18b1eeb62ef763,-4216160694,A,Cond1,CMP-training-013.csv,482012162.333,482012532.333,False
7540e22cad3ceb061079,-4216160690,B,Cond2,CMP-training-014.csv,482126742.333,482127124.333,False
8c13374f71f9648f9867,-4216160670,A,Cond1,CMP-training-000.csv,481938760.333,481939129.0,False
5e5d579570007a23d7eb,-4216160670,B,Cond2,CMP-training-000.csv,481985637.0,481986010.0,False
d7d7474c81d8e5810c15,-4216160666,A,Cond1,CMP-training-000.csv,481906464.0,481906824.333,False
4907a2a11e59261d4b86,-4216160662,A,Cond1,CMP-training-000.csv,481925572.0,481925944.0,False
eb66e937c4abfef983d0,-4216160658,A,Cond1,CMP-training-000.csv,481951771.667,481952143.667,False
e559fce816f947034c61,-4216160650,A,Cond1,CMP-training-000.csv,481952369.0,481952733.667,False
126cd89115fe38621500,-4216160646,B,Cond2,CMP-training-000.csv,481987307.0,481987679.667,False
3e5745badbe990ad0b06,-4216160642,A,Cond1,CMP-training-013.csv,482011756.333,482012130.333,False
041d6559d0ccd87a01af,-4216160640,A,Cond1,CMP-training-020.csv,482357475.0,482357832.0,False
07c601a6147558842993,-4216160640,B,Cond2,CMP-training-020.csv,482409552.0,482409912.0,False
9a132ed310956d20af13,-4216160624,A,Cond1,CMP-training-000.csv,481912384.333,481912749.333,False
b389505019dd9940d414,-4216160624,B,Cond2,CMP-training-000.csv,481957469.333,481957839.0,False
ee7dfee081c5d9ca41cd,-4210160444,A,Cond1,CMP-training-020.csv,482312584.667,482312948.667,False
d6ba91dec59bc6c291ca,-4210160444,B,Cond2,CMP-training-020.csv,482356900.0,482357265.0,False
58d2128e80e980fb65f7,-4208160362,A,Cond1,CMP-training-018.csv,482222435.0,482222787.333,False
250617e7063072619ee0,-4141512120,A,Cond1,CMP-training-020.csv,482375990.0,482376351.0,False
6b51cf40fe5ba0e98675,-4141512120,B,Cond2,CMP-training-020.csv,482415285.333,482415654.0,False
ad1002f388a918ae688b,-4141512112,B,Cond2,CMP-training-014.csv,482200309.667,482200661.333,False
7752a6a5d7d821afe1dc,-4141512104,B,Cond2,CMP-training-020.csv,482415089.0,482415454.0,False
1ce3c6b2e7021b990226,-4141512096,A,Cond1,CMP-training-020.csv,482658568.333,482658939.333,False
aa7f2e6d6f77a19fcff1,-4141512096,B,Cond2,CMP-training-020.csv,482698187.667,482698569.333,False
8f2cee58894e52e1f320,-4141512092,B,Cond2,CMP-training-020.csv,482659155.333,482659520.667,False
dfaae2fe4fd0f12fb599,-4141512072,A,Cond1,CMP-training-020.csv,482622764.333,482623125.667,False
9fccd3a12bfc96e1651b,-4139512020,B,Cond2,CMP-training-020.csv,482706306.333,482706675.333,False
f4e15565b1481af0c236,-4139512004,A,Cond1,CMP-training-020.csv,482622187.0,482622550.0,False
ca583f0ad0211cd771a8,-4139512004,B,Cond2,CMP-training-020.csv,482659352.667,482659717.333,False
93b486b601f1d2b2546a,-4139511866,A,Cond1,CMP-training-020.csv,482648537.333,482648899.333,False
641fa945c9e4a10be8b1,-4139511854,A,Cond1,CMP-training-020.csv,482658960.333,482659326.333,False
c10d5eb3d1b7b7be8f66,-4139511854,B,Cond2,CMP-training-020.csv,482698588.333,482698951.333,False
87cb7176b9c6d517bfe6,-4139511850,A,Cond1,CMP-training-020.csv,482658765.667,482659131.333,False
1162bc74b96e937eb78d,-4139511850,B,Cond2,CMP-training-020.csv,482698395.333,482698759.333,False
065009dcf80d9db0c2c5,-4139511842,A,Cond1,CMP-training-020.csv,482622380.0,482622752.0,False
3f09e25ab98b92f5fd09,-4139511842,B,Cond2,CMP-training-020.csv,482655217.333,482655584.333,False
c99cc22411534299529e,-4139511834,B,Cond2,CMP-training-020.csv,482703482.667,482703838.333,False
868967d88bbe6de2936f,-4139511830,B,Cond2,CMP-training-020.csv,482700746.333,482701122.333,False
5915607beccd9fea86f9,-4139511826,A,Cond1,CMP-training-020.csv,482652448.333,482652809.333,False
5f85b3b53c1ea7b9caa7,-4139511826,B,Cond2,CMP-training-020.csv,482703194.333,482703564.667,False
f799f0e4bb0a091815b2,-4113511826,A,Cond1,CMP-training-000.csv,481696803.667,481697173.333,False
3d8d5ab81cd414c139d6,-4113511826,B,Cond2,CMP-training-000.csv,481741861.333,481742244.333,False
63f53d160afb7ded1c8e,-4113511822,B,Cond2,CMP-training-000.csv,481718846.0,481719222.667,False
1138e94a205a683256cf,-4113511818,A,Cond1,CMP-training-000.csv,481634409.667,481634783.667,False
deb8c56a8a065bc563f4,-4113511818,B,Cond2,CMP-training-000.csv,481697606.667,481697988.333,False
369c1a3e76aa298f75dd,-4113511814,A,Cond1,CMP-training-000.csv,481645403.0,481645772.667,False
bbab691563db880b1976,-4113511814,B,Cond2,CMP-training-000.csv,481695467.333,481695856.333,False
cf79490e0df97330ab40,-4113511808,A,Cond1,CMP-training-000.csv,481677313.667,481677676.0,False
db52fd4d3e5abf26f054,-4113511808,B,Cond2,CMP-training-000.csv,481708138.0,481708513.333,False
c9df686eb8d8acd2012e,-4113511804,B,Cond2,CMP-training-000.csv,481733253.333,481733620.667,False
71bb64b6261727ce389a,-4113511800,B,Cond2,CMP-training-000.csv,481756099.333,481756475.333,False
832e2588b27dc2e612fc,-4113511796,A,Cond1,CMP-training-000.csv,481662576.333,481662948.333,False
7d57d322a34aef2fef83,-4113511796,B,Cond2,CMP-training-000.csv,481718639.667,481719018.0,False
50aa94e96643de7fceb8,-4113511792,A,Cond1,CMP-training-000.csv,481671145.0,481671522.333,False
04322e7ae01b4680d35d,-4113511792,B,Cond2,CMP-training-000.csv,481700345.0,481700724.333,False
9e55e27c51b3f1468e8b,-4113511784,B,Cond2,CMP-training-000.csv,481718433.333,481718811.0,False
7bc16dc775f95f5d944e,-4113511780,A,Cond1,CMP-training-000.csv,481634613.333,481634982.333,False
b3721b210ceb79b9df6d,-4113511764,B,Cond2,CMP-training-000.csv,481737220.333,481737601.333,False
0678b9ab06824fc69616,-4113511756,A,Cond1,CMP-training-000.csv,481681023.0,481681388.0,False
26fdf7a5d5011647b6ef,-4113511756,B,Cond2,CMP-training-000.csv,481721435.667,481721807.667,False
6420ef7bdddd242ad55b,-4113511752,A,Cond1,CMP-training-000.csv,481680230.0,481680604.0,False
6bef49db4e5a38a0503c,-4113511752,B,Cond2,CMP-training-000.csv,481737011.333,481737389.333,False
7920a0d1b98d1a5a5ca0,-4113511748,A,Cond1,CMP-training-000.csv,481680628.0,481680996.0,False
5cfa9f94fcf3ede8b23c,-4113511748,B,Cond2,CMP-training-000.csv,481733066.333,481733423.333,False
a2fab8de1d0ed8453a2e,-4111512062,A,Cond1,CMP-training-020.csv,482361262.0,482361622.333,False
c6913b39a81fd7ac4495,-4111512058,A,Cond1,CMP-training-020.csv,482369267.0,482369624.0,False
0143f6c3d6640aaa957b,-4111512058,B,Cond2,CMP-training-020.csv,482422102.333,482422468.333,False
3ae3d41b2dc600ea6397,-4111512050,A,Cond1,CMP-training-020.csv,482375794.333,482376161.0,False
b2b7fb62f8bd2bdb8af6,-4111512046,B,Cond2,CMP-training-020.csv,482471945.0,482472305.0,False
ca22bd9c693d68fbfc84,-4111511824,A,Cond1,CMP-training-000.csv,481697203.333,481697565.333,False
93659f4971aae77e7cd5,-4111511824,B,Cond2,CMP-training-000.csv,481741649.0,481742032.333,False
000b67a33cdcbc155900,-4111511820,A,Cond1,CMP-training-000.csv,481680826.0,481681191.0,False
58336438c8353884b0b8,-4111511820,B,Cond2,CMP-training-000.csv,481736383.333,481736756.333,False
7c48a414ed1eaa23d6f0,-4111511816,A,Cond1,CMP-training-014.csv,482180486.0,482180849.0,False
3821aac0f62bfaea784c,-4111511812,B,Cond2,CMP-training-020.csv,482283224.0,482283573.0,False
0da647c8d6f4bd982136,-4045511868,B,Cond2,CMP-training-101.csv,484873144.667,484873510.333,False
9f901e12f57b2b0c8c22,-4045511848,B,Cond2,CMP-training-101.csv,484883455.333,484883814.333,False
8146113cc7cd6c341483,-4045511836,B,Cond2,CMP-training-101.csv,484863487.333,484863850.333,False
2a2939c71a2c18a9260d,-4045511832,B,Cond2,CMP-training-101.csv,484882778.0,484883137.0,False
21cbb1a006dc7e34f5f8,-4045511828,A,Cond1,CMP-training-101.csv,484862719.333,484863078.0,False
706895e70a25b52a0444,-4045511824,B,Cond2,CMP-training-101.csv,484873339.333,484873708.333,False
2ec6700e2224a3e08867,-4045511820,B,Cond2,CMP-training-101.csv,484845469.0,484845830.0,False
26c63f3c5839c506aaf9,-4045511816,B,Cond2,CMP-training-101.csv,484863099.0,484863461.0,False
05f124c55ed02953adb0,-4045511812,A,Cond1,CMP-training-101.csv,484862527.0,484862891.333,False
68ed55601175ead8ca28,-4043511808,A,Cond1,CMP-training-101.csv,484829473.333,484829827.0,False
253cddb18ef60ff680ab,-4043511808,B,Cond2,CMP-training-101.csv,484900435.333,484900799.0,False
89829271993d2ffe71f1,-4043511796,A,Cond1,CMP-training-101.csv,484816482.667,484816843.667,False
0503fa7532d16231373b,-4043511796,B,Cond2,CMP-training-101.csv,484883279.333,484883622.333,False
374b5b24a1888b4bb2ba,-4043511570,A,Cond1,CMP-training-101.csv,484875122.667,484875480.333,False
5da523d6eed7bd968a1b,-4041511872,A,Cond1,CMP-training-133.csv,485693317.667,485693674.0,False
c0007d8b42cdf1c37c39,-4041511860,A,Cond1,CMP-training-133.csv,485693879.0,485694238.0,False
5ca7ec914f5ccf7979fd,-4041511852,A,Cond1,CMP-training-133.csv,485718743.0,485719094.0,False
c5a68946811d7daf9335,-4039511800,A,Cond1,CMP-training-134.csv,485745834.0,485746191.0,False
8b1c29a1423d15e26b2e,-4039511788,A,Cond1,CMP-training-134.csv,485723997.333,485724347.667,False
cc330b21069ce233a312,-4039511784,A,Cond1,CMP-training-134.csv,485746206.0,485746558.0,False
7ce8c69a06539826cedc,-4039511784,B,Cond2,CMP-training-134.csv,486389123.667,486389483.667,False
28441326f94ba0a5b14f,-4039511578,B,Cond2,CMP-training-171.csv,486870667.0,486871027.0,False
23bf2526d9298b1c59e7,-4039511574,A,Cond1,CMP-training-134.csv,485745645.0,485746004.0,False
58ffb03108305a9609fa,-4039511574,B,Cond2,CMP-training-134.csv,486395152.333,486395514.667,False
babfa55828fc20dc9a60,-4039511566,A,Cond1,CMP-training-134.csv,485721310.0,485721663.0,False
86d5fb96aabf970f84f3,-4039511558,A,Cond1,CMP-training-134.csv,485721122.0,485721477.0,False
bb0dd7a5912b106f987f,-4039511554,A,Cond1,CMP-training-134.csv,485723810.667,485724165.333,False
90790fce1d048e5472c9,-4039511554,B,Cond2,CMP-training-134.csv,485798806.0,485799162.0,False
12b597cb0c726a3151e4,-4037511872,B,Cond2,CMP-training-101.csv,485078422.0,485078785.0,False
e6814c480c262ef4b149,-4037511840,B,Cond2,CMP-training-114.csv,485162335.333,485162698.0,False
12376da318fc06697eaa,-4037511836,B,Cond2,CMP-training-114.csv,485148095.667,485148452.667,False
0c07aa5e9cdfb3c334b8,-4037511832,A,Cond1,CMP-training-101.csv,485029618.667,485029968.667,False
81fe0c021f32a434b9a2,-4037511828,A,Cond1,CMP-training-101.csv,485085820.333,485086165.333,False
7efca8681389d862ae84,-4037511816,A,Cond1,CMP-training-101.csv,485084214.0,485084573.0,False
1a7d2cb72ceefb8f4398,-4037511812,A,Cond1,CMP-training-101.csv,485084403.0,485084760.0,False
4837b9efea270085a8f4,-4035511792,B,Cond2,CMP-training-114.csv,485161745.0,485162119.0,False
475314340343ca883cb9,-4035511780,B,Cond2,CMP-training-101.csv,485136734.0,485137095.0,False
dc119c1c6de18a03a03e,-4035511598,B,Cond2,CMP-training-117.csv,485298254.333,485298612.333,False
54533ac338be7d35ddf3,-4035511582,B,Cond2,CMP-training-118.csv,485274008.0,485274367.333,False
9517186334baf4aa0d6f,-4035511578,B,Cond2,CMP-training-117.csv,485298443.333,485298798.333,False
73c0ed135fd00f62694b,-4035511574,B,Cond2,CMP-training-118.csv,485274199.333,485274558.0,False
4d1e0dd96d0ef2d87b7c,-4035511570,B,Cond2,CMP-training-117.csv,485339158.333,485339525.333,False
af193fd79a005e307209,-4035511562,B,Cond2,CMP-training-101.csv,485120681.333,485121036.333,False
1faeb8d5019424019d00,-4033511582,A,Cond1,CMP-training-117.csv,485244387.333,485244741.333,False
c60664bff5cf03638a1a,-4033511570,B,Cond2,CMP-training-117.csv,485339357.333,485339731.333,False
a22e27c8cc4bbc06187e,-4033511552,B,Cond2,CMP-training-117.csv,485387303.0,485387667.0,False
d782c1b11aa1fd1e9bc7,-4033511548,B,Cond2,CMP-training-117.csv,485422382.0,485422745.0,False
bfde7a3881670be78abe,-4033511544,B,Cond2,CMP-training-117.csv,485400627.0,485400990.667,False
05a226eff6cb87a3dad6,-4033511540,B,Cond2,CMP-training-117.csv,485292552.333,485292913.333,False
a4addb65a3198aeff1ac,-4033511524,A,Cond1,CMP-training-117.csv,485434715.667,485435078.333,False
d4ed41e9d84ffaf012fb,-4027511790,A,Cond1,CMP-training-020.csv,482797295.667,482797646.333,False
b7ab57727c4e04de1fa6,-4027511790,B,Cond2,CMP-training-020.csv,482839144.333,482839525.667,False
cb7d70d527803bacff76,-4027511786,A,Cond1,CMP-training-020.csv,482773696.0,482774054.0,False
599ce715621c32aa706d,-4027511786,B,Cond2,CMP-training-020.csv,482815621.0,482815994.667,False
4cab8fdcda64caf7d2d1,-4027511782,A,Cond1,CMP-training-020.csv,482799073.333,482799434.667,False
15fc6fd2771a83af4570,-4027511782,B,Cond2,CMP-training-020.csv,482838936.0,482839313.0,False
b50fb135e6a483789bbe,-4027511762,A,Cond1,CMP-training-047.csv,483073037.0,483073422.0,False
1514938f41dfe7fec825,-4027511750,B,Cond2,CMP-training-049.csv,483102589.333,483102974.333,False
063019c2ea741f6bb697,-4027511568,A,Cond1,CMP-training-020.csv,482773518.333,482773862.667,False
ed3de9488562bcd71b6d,-4027511568,B,Cond2,CMP-training-020.csv,482815416.667,482815788.667,False
870c67d2afd6fb47ba00,-4027511564,A,Cond1,CMP-training-020.csv,482798888.333,482799240.333,False
e7c4fe7f655a8be7b39e,-4027511564,B,Cond2,CMP-training-020.csv,482844782.667,482845158.667,False
ac0381b264de3c71c4e7,-4027511560,B,Cond2,CMP-training-043.csv,482928355.0,482928725.333,False
99694582627db5eac6f7,-4027511556,A,Cond1,CMP-training-050.csv,483137083.0,483137447.667,False
6fa26aeab9cc01ae07df,-4025511554,A,Cond1,CMP-training-047.csv,483055576.333,483055946.333,False
a31689b13316de1a985b,-4025511552,B,Cond2,CMP-training-049.csv,483105720.0,483106101.0,False
dc334101fcbf3d2d1b5a,-4025511548,A,Cond1,CMP-training-047.csv,483068827.667,483069187.0,False
9e679115c465cbbb98f9,-4025511536,B,Cond2,CMP-training-049.csv,483105507.0,483105888.0,False
761cad9cb82bfb552973,-4025511496,A,Cond1,CMP-training-051.csv,483212830.0,483213200.0,False
1087736cea46dd4723d7,-4023511802,A,Cond1,CMP-training-062.csv,483639454.333,483639819.667,False
54b1114fef6f8f6697ef,-4023511802,B,Cond2,CMP-training-062.csv,483816441.667,483816824.333,False
f28190f965130285e5fc,-4023511798,A,Cond1,CMP-training-053.csv,483225384.667,483225732.0,False
b4d279d0a302676bfbdc,-4023511798,B,Cond2,CMP-training-053.csv,483263461.333,483263832.333,False
096ecd48968b85e4dc53,-4023511794,A,Cond1,CMP-training-062.csv,483644762.333,483645126.0,False
3b3f3f05e2ae3ab6a08f,-4023511746,A,Cond1,CMP-training-053.csv,483237101.333,483237461.667,False
8da0440b12cf38c26e8e,-4023511746,B,Cond2,CMP-training-053.csv,483274602.0,483274975.667,False
ecd33beacec4f14b5aae,-4023511604,B,Cond2,CMP-training-053.csv,483263256.333,483263632.667,False
e933735624380a9213c7,-4023511592,A,Cond1,CMP-training-053.csv,483236908.0,483237269.667,False
7dfdfeb7f36e1e44e92b,-4023511592,B,Cond2,CMP-training-053.csv,483274807.667,483275181.667,False
ad8fd931ae392d099a62,-4021511614,B,Cond2,CMP-training-062.csv,483831266.333,483831639.667,False
f19f88377bd0d8b884e1,-4021511602,A,Cond1,CMP-training-067.csv,483788303.333,483788666.0,False
e9e1d21267a96c705e79,-4021511544,B,Cond2,CMP-training-072.csv,484006420.667,484006784.0,False
0e9036b3ff0c9055aa30,-4021511536,B,Cond2,CMP-training-071.csv,483908224.333,483909209.333,False
bd7ff0affdbf0b2b120c,-4021511500,B,Cond2,CMP-training-062.csv,483846499.0,483846883.333,False
88d21a3ba36bc8b4514f,-4021511496,B,Cond2,CMP-training-071.csv,483906869.667,483907238.0,False
5882794b7178766bee0a,-4019511806,A,Cond1,CMP-training-071.csv,483924945.667,483925312.0,False
97f9c228599e29ab12d8,-4019511794,A,Cond1,CMP-training-071.csv,483919736.333,483920106.333,False
3225fbe683f80629efd5,-4019511774,A,Cond1,CMP-training-072.csv,483955264.667,483955634.667,False
9d612778fac72ebccef2,-4019511774,B,Cond2,CMP-training-072.csv,484013065.667,484013427.667,False
a7847fa3bbe78a841929,-4019511770,A,Cond1,CMP-training-071.csv,483925335.0,483925699.0,False
07f829e49f3308e6a223,-4019511766,B,Cond2,CMP-training-072.csv,483963957.333,483966936.333,False
6ea75e8be0c5e05fade9,-4019511758,B,Cond2,CMP-training-072.csv,483964676.333,483965051.333,False
014746cf9bda1cedc2ba,-4019511616,B,Cond2,CMP-training-072.csv,484013261.333,484013625.333,False
3cb9401b01865f958ecf,-4017511586,B,Cond2,CMP-training-072.csv,483955674.667,483956048.667,False
bcfaabd8932f6a41a5d1,-4017511504,A,Cond1,CMP-training-071.csv,483925143.0,483925505.0,False
0044f341f2ed7a7e2879,-4017511492,B,Cond2,CMP-training-072.csv,483955466.0,483955840.667,False
124dc5cc0f23e1f19fb7,-3784722864,A,Cond1,CMP-training-020.csv,482480545.0,482480903.0,False
c92be69667b985bd01a3,-3784722786,A,Cond1,CMP-training-020.csv,482796510.0,482796871.333,False
ec9f5dc21a7414613994,-3784722774,A,Cond1,CMP-training-031.csv,482594949.667,482595307.333,False
c03189170f34e5b9f9fe,-3784722774,B,Cond2,CMP-training-031.csv,482678595.333,482678967.667,False
3bc0793f806ef1d1a2ba,-3784722770,A,Cond1,CMP-training-020.csv,482622581.0,482622935.667,False
e131cc41ea8524d1629f,-3784722766,A,Cond1,CMP-training-029.csv,482573968.0,482574329.667,False
eddaa4877bce3c885aaf,-3784722762,A,Cond1,CMP-training-020.csv,482622955.667,482623317.667,False
57171f7dd4f88ce8040e,-3784722754,B,Cond2,CMP-training-020.csv,482494660.333,482495025.333,False
e0f86edd1308ffb68e05,-3780722750,B,Cond2,CMP-training-171.csv,486875985.0,486876343.0,False
e81b53ce8f9871fa6fee,-3780722726,B,Cond2,CMP-training-171.csv,486875791.0,486876152.0,False
41f9196246973f9d4299,-3780722722,B,Cond2,CMP-training-172.csv,486921314.333,486924261.333,False
5acf79ea39c99dfce54b,-3780722694,A,Cond1,CMP-training-172.csv,487082109.333,487082469.333,False
62e38bba327a1002cd87,-3287299576,B,Cond2,CMP-training-087.csv,484659639.333,484659999.333,False
