sample_id,stage,group_id,fold,y_true,physics_oof,residual_target
042ee4d01f5cb8a343df,A,CMP-training-013.csv,4,58.7895,71.78227344723322,-12.992773447233226
a3a20e4e223549957616,A,CMP-training-014.csv,3,56.5359,72.93524007967518,-16.399340079675184
8ce4020f4a25c84df3f0,A,CMP-training-014.csv,3,73.55835,83.56625005136961,-10.007900051369603
bc5d24f5f8e462645a33,A,CMP-training-014.csv,3,73.7235,77.50433955886659,-3.780839558866589
81c93a9e934cd5dede62,A,CMP-training-067.csv,2,62.46855,72.65339286534498,-10.184842865344983
f0ba5479ba8e150b6d61,A,CMP-training-047.csv,2,67.4037,75.88177506703576,-8.47807506703576
9f66967954d52c032568,A,CMP-training-047.csv,2,66.82695,69.63247577950789,-2.8055257795078887
cbd9eb83a1f1f04c7b54,A,CMP-training-047.csv,2,62.0946,78.68064330933478,-16.586043309334784
5c7820a1da4114ca2a31,A,CMP-training-047.csv,2,62.32305,71.8457536061079,-9.522703606107903
8e1c8666b8dc9343c74a,A,CMP-training-047.csv,2,63.01935,71.83908076792832,-8.81973076792832
40f5fef1e9b0f15ddc3a,A,CMP-training-047.csv,2,62.6505,72.69445171134306,-10.043951711343063
e35b3bcc1ef4a46ec1af,A,CMP-training-047.csv,2,63.6441,76.28599927786668,-12.641899277866678
59689a8fdc2483a9eaa8,A,CMP-training-059.csv,4,63.66765,80.74891239606961,-17.08126239606961
135a8ebbf1a6daccab7f,A,CMP-training-051.csv,2,68.4723,83.32700553733504,-14.854705537335036
fca0f185f01e8e588d16,A,CMP-training-051.csv,2,73.75395,80.84910122792112,-7.0951512279211215
6fc936bb6e7f368a71df,A,CMP-training-029.csv,1,74.5983,72.6591461399143,1.9391538600856961
e837e070d2ea8e37ddda,A,CMP-training-087.csv,2,78.26415,76.46465565281791,1.7994943471820903
ce3d735450dfb39a196d,A,CMP-training-072.csv,3,72.7194,81.83858387303515,-9.119183873035155
e202eaa64d4e1dfa76bc,A,CMP-training-086.csv,3,69.57765,77.60306780219675,-8.025417802196742
837efa8dff523738c349,A,CMP-training-086.csv,3,73.62825,76.95843449982227,-3.3301844998222805
c9a5a608969d27ba5e73,A,CMP-training-087.csv,2,69.1461,73.58804815717941,-4.441948157179411
dacdc5bf837058729173,A,CMP-training-086.csv,3,71.89785,77.38803782683321,-5.490187826833207
b62804204abe967f751b,A,CMP-training-072.csv,3,69.3573,81.69789833187144,-12.340598331871448
cbc1a4b8ea3103253566,A,CMP-training-101.csv,1,77.9391,72.22899996519895,5.710100034801044
966957523a6585a2e3ad,A,CMP-training-101.csv,1,80.21895,78.26975756833944,1.9491924316605633
43d43004e1361046a2d2,A,CMP-training-072.csv,3,71.0547,85.00834153002037,-13.953641530020377
dbb97bd860b35b988605,A,CMP-training-072.csv,3,70.3704,81.70383892117732,-11.333438921177319
c3be315f3fe5e7984a7c,A,CMP-training-172.csv,4,76.45965,82.89152067961669,-6.431870679616694
1381cd73cdb55a253d8b,A,CMP-training-134.csv,0,74.38995,85.09520501869878,-10.705255018698779
7a481d99c85d6bc517aa,A,CMP-training-044.csv,1,152.3616,76.03267261417858,76.32892738582143
4a6745e2ef6acd5b1c44,A,CMP-training-053.csv,3,154.33335,93.69047417192904,60.642875828070956
5cab044b03488f1fe3b0,A,CMP-training-051.csv,2,150.68295,88.25653596126857,62.42641403873144
a41bd88cf4e35fac70a6,A,CMP-training-042.csv,2,145.548,72.7578081352728,72.7901918647272
2fc7a50c859f50904d65,A,CMP-training-014.csv,3,143.5344,92.05296824245316,51.481431757546844
b72eb1ed73657abe1fce,A,CMP-training-042.csv,2,151.70085,152.15770446681435,-0.4568544668143488
8f0d2eddf7b9972da0c3,A,CMP-training-042.csv,2,148.833,152.14690859555748,-3.3139085955574785
c0c39f5c7ffd4e39677b,A,CMP-training-041.csv,2,147.31785,97.46679750881601,49.85105249118398
95355cf05bb2db94746e,A,CMP-training-042.csv,2,143.94315,77.9392419627448,66.0039080372552
a19f5296b00f5e9e5790,A,CMP-training-172.csv,4,74.44695,77.75650204559548,-3.309552045595481
bca21197efa01107f8e6,A,CMP-training-172.csv,4,74.1564,83.66648824432296,-9.510088244322958
fc7619eda3203e2c8268,A,CMP-training-172.csv,4,75.30645,77.04702093652621,-1.7405709365262112
54c09a4995be208bf201,A,CMP-training-172.csv,4,75.8166,78.08524509203717,-2.2686450920371755
178a1c002da8d158274d,A,CMP-training-182.csv,2,75.9921,83.20193797862676,-7.209837978626766
a272110237de0f485905,A,CMP-training-172.csv,4,77.14635,88.36571339582515,-11.219363395825155
d85a92240aeb0a22834c,A,CMP-training-172.csv,4,74.8374,75.55171110496644,-0.7143111049664412
d3619771da7ce9ac734a,A,CMP-training-182.csv,2,75.1479,73.55987318858205,1.5880268114179614
70cf604ff6082b6aa894,A,CMP-training-182.csv,2,73.61865,99.33344292648948,-25.71479292648948
4aca41df79afcd61ba2d,A,CMP-training-183.csv,1,72.08775,81.38509530467404,-9.297345304674039
4d2b4d2471bcdf76ef16,A,CMP-training-182.csv,2,73.8966,72.56269203572964,1.3339079642703666
b9234b78b40af45efcd3,A,CMP-training-182.csv,2,74.36985,73.73216911638022,0.6376808836197796
cdd9dabf076957def2dc,A,CMP-training-182.csv,2,76.6848,76.12917311944044,0.5556268805595579
9a4f6dd6f48e408fe5da,A,CMP-training-182.csv,2,73.24275,69.54288990515175,3.6998600948482476
265a6e28d72126817e94,A,CMP-training-182.csv,2,74.0394,75.15582322282505,-1.1164232228250484
7c0f8fa7d25069cce2f4,A,CMP-training-183.csv,1,74.68125,73.79654944769815,0.884700552301851
f206532a18f65c339340,A,CMP-training-182.csv,2,72.76305,70.65944840644123,2.1036015935587784
78050b35d90ded2eb711,A,CMP-training-182.csv,2,73.33245,75.30802114473853,-1.975571144738538
4453ac0b391bb2a19a3f,A,CMP-training-182.csv,2,74.6139,71.44660039408889,3.1672996059111114
acd990997a27f4366f07,A,CMP-training-182.csv,2,74.4534,74.03404887786944,0.41935112213056414
00c5947959dc851f78a8,A,CMP-training-172.csv,4,75.91605,78.30745292909835,-2.391402929098348
39bc3416eb7ca8ed7e20,A,CMP-training-172.csv,4,73.31025,77.13794230814824,-3.8276923081482437
fa25977b66243f6cfab1,A,CMP-training-172.csv,4,76.55505,77.63339876363946,-1.0783487636394682
9936e85984772008ce7e,A,CMP-training-172.csv,4,76.7448,82.31945563206934,-5.574655632069337
df196a7fe3ca0e4d5ed0,A,CMP-training-172.csv,4,73.3692,86.08673887079328,-12.717538870793277
8a817b046c8dc3fd2577,A,CMP-training-172.csv,4,77.51025,74.98472551788171,2.5255244821182856
816be3b5d33120eb01b8,A,CMP-training-172.csv,4,80.87775,85.42774402564415,-4.549994025644139
db0c15a9ac20f98ef0b4,A,CMP-training-172.csv,4,79.3761,85.43274694865731,-6.056646948657317
1f7bcb13f2e5195766b5,A,CMP-training-172.csv,4,69.88185,83.42969381173464,-13.547843811734637
9fcdfd7c7f13ac41b641,A,CMP-training-172.csv,4,73.35615,82.92443044320298,-9.56828044320298
f8cc4809884e6953b099,A,CMP-training-172.csv,4,75.64485,85.54097122358006,-9.896121223580053
35ea65b2794aeaa50a50,A,CMP-training-172.csv,4,71.3997,76.81802529338185,-5.418325293381855
7bbdfd3b5e1ff3695dcb,A,CMP-training-175.csv,3,77.26905,75.74057762370767,1.5284723762923278
c43eee9c1513300c7df1,A,CMP-training-172.csv,4,73.0863,81.48115534461662,-8.39485534461663
0e8a849bf0a9d9e92688,A,CMP-training-172.csv,4,74.2878,77.28467441109143,-2.996874411091426
ac0edad43c4f807fa602,A,CMP-training-172.csv,4,77.00475,74.60588723694163,2.398862763058375
98e7a3a7a7e17d8d0060,A,CMP-training-172.csv,4,77.0565,78.55374139227595,-1.4972413922759529
f780fd5637561a3c3d16,A,CMP-training-172.csv,4,73.3785,81.98175031207704,-8.603250312077037
968ad2ee7f690e2b5339,A,CMP-training-172.csv,4,75.6015,75.69666741632439,-0.09516741632438652
b2626c7857633e40d700,A,CMP-training-172.csv,4,74.8647,76.41736316503375,-1.5526631650337492
df3f8488077b3af474fd,A,CMP-training-172.csv,4,75.34065,75.63656518993378,-0.29591518993377974
709ff2ea49fe5500be3a,A,CMP-training-029.csv,1,158.1276,148.5686485743704,9.558951425629601
d9cca12d00dba90697eb,A,CMP-training-029.csv,1,155.37075,143.17296748883558,12.197782511164405
69de9fc8f280e41a1980,A,CMP-training-014.csv,3,144.6135,137.95912202641034,6.6543779735896464
2d348c29108d66b3a81e,A,CMP-training-018.csv,3,146.4642,159.5879578775503,-13.123757877550304
a72ea64e83527065c982,A,CMP-training-014.csv,3,149.5467,161.44629432208816,-11.899594322088177
91b2e4c6729efe49cad5,A,CMP-training-014.csv,3,148.9725,177.07448470552671,-28.101984705526718
a173916dd2535b568526,A,CMP-training-029.csv,1,150.92355,76.64881366834149,74.27473633165852
ea3ea2e2970bf6f19de7,A,CMP-training-014.csv,3,149.0052,153.52875416338748,-4.523554163387473
c140680ceb7dfee0b7d8,A,CMP-training-019.csv,3,144.37395,163.8953984523564,-19.521448452356395
9bbfe52b8cad151c51a0,A,CMP-training-059.csv,4,146.9262,147.9533854981608,-1.0271854981608044
3bc9a5d16b24986c272b,A,CMP-training-059.csv,4,147.8013,147.9052928668708,-0.10399286687081144
a5164bdf066dc3f4b8bc,A,CMP-training-059.csv,4,150.0252,130.26880730132012,19.75639269867989
cc1c7e7bb3453f332aef,A,CMP-training-059.csv,4,145.2105,147.9493790763704,-2.7388790763704094
232b5dc71fe20c6e2285,A,CMP-training-058.csv,3,148.91535,86.54946586920678,62.365884130793205
be9e0747a046cfd72627,A,CMP-training-058.csv,3,148.91565,76.79398223162904,72.12166776837095
2c3474d0bb09c8f320e1,A,CMP-training-059.csv,4,147.3105,88.96301219946433,58.34748780053566
485553f4b7e85a826673,A,CMP-training-058.csv,3,152.268,83.10702615179042,69.16097384820958
303d456bd75b11c695e3,A,CMP-training-058.csv,3,151.3083,110.47620571648842,40.83209428351158
f516c38f59228d1cd1f4,A,CMP-training-059.csv,4,147.07185,148.33263313564868,-1.2607831356486656
af31252908d103285e3b,A,CMP-training-058.csv,3,147.64155,145.66190323144042,1.9796467685595758
6e763d77037bc6feb98e,A,CMP-training-058.csv,3,151.01055,120.11848382337243,30.892066176627566
926340eee6b17681b621,A,CMP-training-053.csv,3,145.82835,58.229853704724476,87.59849629527552
4c335302d1bf52e2483d,A,CMP-training-051.csv,2,150.9264,74.88328271070617,76.04311728929383
9ea6e2d6c5dfa571391a,A,CMP-training-053.csv,3,148.70145,57.801216624680976,90.90023337531902
09e77db79fe075729c6a,A,CMP-training-053.csv,3,146.60235,98.67359942255824,47.92875057744176
64573da3c014908637ad,A,CMP-training-057.csv,4,153.28695,147.4901887275763,5.79676127242368
c98729cc188bf8fecf79,A,CMP-training-058.csv,3,149.5515,88.71754254657934,60.833957453420666
076e30e0620239cf6938,A,CMP-training-059.csv,4,152.5515,147.98218240637294,4.569317593627062
d1edfb07cb07ca1aa5f6,A,CMP-training-056.csv,2,151.1547,169.53397379351986,-18.37927379351987
0bc725c714ad1721e4c3,A,CMP-training-053.csv,3,149.9733,144.81789494156482,5.1554050584351785
5a86ebac74ea872e7212,A,CMP-training-057.csv,4,148.5657,148.90417455714854,-0.3384745571485439
09c5b4784df30aa69840,A,CMP-training-057.csv,4,149.25915,148.9699842784544,0.2891657215456007
7b1c47765cf45f19354b,A,CMP-training-056.csv,2,151.06125,168.9103685898565,-17.849118589856488
60d2484774ad6ee0e902,A,CMP-training-014.csv,3,143.66955,88.47889642884412,55.19065357115586
6494fc3cf5b93ed9b5de,A,CMP-training-014.csv,3,145.3266,137.87426766043083,7.452332339569182
063fd4a23973bacf6eef,A,CMP-training-014.csv,3,145.0794,106.38763732104462,38.69176267895537
66b2a87432bb55c468c4,A,CMP-training-014.csv,3,151.53825,162.15319646908054,-10.614946469080536
02b76efb9a7a4d7afbf7,A,CMP-training-014.csv,3,147.03675,123.58782997206453,23.448920027935486
7202e67bfa940169aac5,A,CMP-training-014.csv,3,148.44345,84.37067711013685,64.07277288986316
8384724cf0d84047be18,A,CMP-training-014.csv,3,148.2864,89.95801178064282,58.328388219357166
876536c11a353c413eff,A,CMP-training-013.csv,4,146.6874,78.87013267381373,67.81726732618627
f107c808ead4ae246977,A,CMP-training-014.csv,3,144.4905,137.8773346494497,6.613165350550304
299f33c93993fe0b7b68,A,CMP-training-014.csv,3,147.1098,87.65663797167355,59.45316202832646
d4f94019a805b81de393,A,CMP-training-014.csv,3,146.7081,80.3629598751961,66.3451401248039
0bda1f57a8c008f047c1,A,CMP-training-014.csv,3,147.61455,77.78021052370542,69.83433947629459
82f7c7af9ac6b731fd52,A,CMP-training-067.csv,2,152.23575,84.8563415170799,67.3794084829201
12cd5a5f311d203df301,A,CMP-training-072.csv,3,146.58195,164.50033224392078,-17.918382243920774
6a3b265f56c58fbf4d62,A,CMP-training-063.csv,4,148.9194,89.21705410785175,59.702345892148244
f1bc676216b973069c2d,A,CMP-training-058.csv,3,148.6416,104.11886515108012,44.522734848919896
7fdabeee3d116e9998b7,A,CMP-training-058.csv,3,150.40245,80.75002823174658,69.6524217682534
ac2a01f9a30250c777f6,A,CMP-training-072.csv,3,148.91175,163.54186857315725,-14.630118573157233
a14e28ab221e7c6b0cf0,A,CMP-training-072.csv,3,152.18235,81.39807634324819,70.78427365675182
9f5db1d6619acbc80fb0,A,CMP-training-072.csv,3,153.87015,164.42843526965459,-10.55828526965459
07bd81249aa08970bd1b,A,CMP-training-072.csv,3,152.679,78.67381701324122,74.00518298675878
9b3d4e5ff4e7b8dcba35,A,CMP-training-072.csv,3,149.4033,150.59169600230555,-1.1883960023055522
83f3b4b44cc6ba8a65e5,A,CMP-training-072.csv,3,154.54215,163.09937651261254,-8.557226512612544
bf767151439f709d9384,A,CMP-training-071.csv,4,151.1517,90.93285136219802,60.21884863780198
00f6f5454b59a74aed6e,A,CMP-training-071.csv,4,149.21775,149.67858211987854,-0.4608321198785461
4366680378e4922e613b,A,CMP-training-072.csv,3,151.3224,164.06796560204882,-12.745565602048828
f357b40fb690795f524d,A,CMP-training-072.csv,3,152.0331,126.14410121103842,25.888998788961572
0b02932c086bc19213b1,A,CMP-training-072.csv,3,150.43815,75.60769900011297,74.83045099988703
6b21f2b426ec8114b836,A,CMP-training-072.csv,3,148.81395,108.03517980377183,40.77877019622818
83484028921a3cd8bdd9,A,CMP-training-166.csv,3,73.39185,76.79659121103043,-3.4047412110304265
f87b0c3484eef599f01f,A,CMP-training-166.csv,3,76.25595,82.77139103278827,-6.515441032788274
3745df199bcb9c623df8,A,CMP-training-167.csv,4,80.5053,85.60367280696362,-5.09837280696361
dceedcc0599c9f1456fb,A,CMP-training-167.csv,4,78.29085,92.15180264840855,-13.860952648408542
ae86376bd8d159b5af53,A,CMP-training-167.csv,4,74.6979,83.14700686201441,-8.449106862014403
2b36e74eee8972d29937,A,CMP-training-171.csv,2,78.42765,82.54100467552553,-4.113354675525528
26cf2a4e83eee3c05ec4,A,CMP-training-170.csv,1,78.8184,72.89427408812092,5.924125911879074
954211b899d86457e598,A,CMP-training-167.csv,4,81.8163,70.22994038973235,11.58635961026765
4f2f77208c9608080bc9,A,CMP-training-134.csv,0,70.1898,75.97226266546625,-5.782462665466241
f7c8cf02d36aa2f19ea5,A,CMP-training-134.csv,0,76.1487,78.32190102933431,-2.173201029334308
44efe9583d86c8f0448c,A,CMP-training-134.csv,0,72.1785,76.27042371510662,-4.091923715106617
2f2e9835d7d774428a63,A,CMP-training-134.csv,0,70.9719,82.11476888054646,-11.142868880546459
c96cbb652051044957fc,A,CMP-training-134.csv,0,77.313,81.0911714723606,-3.7781714723605972
f46a3f70c0149e934b41,A,CMP-training-134.csv,0,72.58965,75.42166057343417,-2.832010573434161
0ba79429c868c10331cd,A,CMP-training-134.csv,0,69.69645,80.87780392050969,-11.181353920509693
5f7d1bfdf58e8150426c,A,CMP-training-134.csv,0,74.07225,77.90957370534768,-3.8373237053476856
86cb202a491844c659ab,A,CMP-training-134.csv,0,69.71775,81.54790554830683,-11.830155548306834
12a4b5ed0b6b8a3a10a9,A,CMP-training-134.csv,0,71.63085,76.87153140589957,-5.240681405899579
4fbcd165e03e31b39979,A,CMP-training-134.csv,0,76.13235,79.60801021595073,-3.4756602159507253
052dfdf198823795f42f,A,CMP-training-134.csv,0,76.9575,79.91505147126797,-2.9575514712679762
a8ad6542f6870331adce,A,CMP-training-134.csv,0,75.2079,81.71611166896787,-6.508211668967874
3124ef9179bdcacc09c1,A,CMP-training-134.csv,0,69.8931,76.13338399364001,-6.240283993640006
f7abc27eef963eb31eb1,A,CMP-training-134.csv,0,66.22995,77.28052217413884,-11.050572174138836
a4d9c3231dfa06abe8b6,A,CMP-training-134.csv,0,71.34,76.3814681843328,-5.0414681843328
bd81b0c2cdeb671bdd4f,A,CMP-training-134.csv,0,75.90975,80.59002883086654,-4.680278830866541
82a322deb1bf1331fdd0,A,CMP-training-134.csv,0,81.47955,66.48224009363055,14.997309906369452
a018116272abc8c983e3,A,CMP-training-134.csv,0,79.8246,79.1026772009442,0.7219227990558039
baacffc18c6f53221775,A,CMP-training-134.csv,0,75.7974,76.32210304549739,-0.5247030454973896
0d91206f7c85a8530372,A,CMP-training-134.csv,0,75.14385,93.44410083894132,-18.300250838941324
ee26fe6bf14fe40dc08c,A,CMP-training-134.csv,0,75.29565,74.5771260395199,0.7185239604800984
1e8ef29836a69cde6b8c,A,CMP-training-134.csv,0,73.5222,80.37560600683273,-6.853406006832728
1eec8fe2ce2deee6e54e,A,CMP-training-134.csv,0,78.55035,83.8257637314965,-5.275413731496499
ed0bfb11db980dd479e8,A,CMP-training-134.csv,0,79.75065,78.16786678298763,1.5827832170123628
d28d4569ee22622fd29a,A,CMP-training-134.csv,0,75.5943,77.50924014925985,-1.9149401492598486
816cb621bc388350a78e,A,CMP-training-134.csv,0,75.4989,76.43613163301588,-0.9372316330158696
1475bc4111de6282907e,A,CMP-training-134.csv,0,83.08275,84.90656927221265,-1.8238192722126456
e355719c4c67dea134e5,A,CMP-training-134.csv,0,77.997,78.27942373054967,-0.28242373054966663
a8c3d9a3ec4869068235,A,CMP-training-134.csv,0,74.37945,76.57016629043261,-2.1907162904326043
52e0ed3a4929909ea0ed,A,CMP-training-134.csv,0,76.0131,77.52005019435866,-1.5069501943586658
e856741610e562c738e0,A,CMP-training-134.csv,0,75.89625,69.8110181036241,6.085231896375902
64712815a7e71fa57a11,A,CMP-training-134.csv,0,77.1717,78.07816208310219,-0.9064620831021841
39bc51d48f308f4774cd,A,CMP-training-134.csv,0,76.905,78.47264317355943,-1.567643173559432
eac9c36c0e3c8b2b4683,A,CMP-training-134.csv,0,78.34545,83.20983011856717,-4.864380118567169
7f99b5aeb04d2e3bdbdd,A,CMP-training-134.csv,0,75.6678,82.43145121029633,-6.763651210296331
818bf3b25f89a131bdbc,A,CMP-training-134.csv,0,77.59695,81.83006063300495,-4.233110633004941
0c108de5ae3c026b8689,A,CMP-training-134.csv,0,79.37745,74.87543745874984,4.502012541250153
7fb29839cd265993a76c,A,CMP-training-134.csv,0,81.09105,76.63605156360993,4.4549984363900705
6b2d1cf68390e08acecb,A,CMP-training-134.csv,0,77.87115,78.5810975081309,-0.7099475081308952
0c19d5cdb3fc7cfd0a8d,A,CMP-training-134.csv,0,77.34555,76.11830060847595,1.2272493915240545
79f8aceb3eef28aa4f30,A,CMP-training-134.csv,0,81.66405,89.60937690272166,-7.945326902721661
7746b2d36626e518ee04,A,CMP-training-134.csv,0,73.0692,74.6441389121113,-1.5749389121113069
c770af08c0f17b6e9bdd,A,CMP-training-134.csv,0,76.26435,76.9579112528588,-0.6935612528588138
9f62e8718070e5ddebf7,A,CMP-training-134.csv,0,73.5165,77.35932465480735,-3.842824654807359
50b54d437dc6a072f285,A,CMP-training-134.csv,0,73.72125,81.42731024839463,-7.706060248394635
9054a139df937cc26fae,A,CMP-training-145.csv,2,88.0587,78.81269402719018,9.246005972809826
4ccde2b94fc04d20751a,A,CMP-training-145.csv,2,82.6446,75.76369808566027,6.880901914339731
6a1ad20b0d1a4d8f235d,A,CMP-training-145.csv,2,79.0554,79.76000785138457,-0.7046078513845657
0454ae14be4966b1bb1a,A,CMP-training-145.csv,2,79.31835,81.65457984019498,-2.3362298401949886
41b430b8f71e2430db30,A,CMP-training-145.csv,2,84.1734,75.66067308504378,8.512726914956218
d74b0b398248a14297d8,A,CMP-training-145.csv,2,81.01605,77.27143363142497,3.7446163685750378
d3092cba8d884568afdf,A,CMP-training-148.csv,4,76.1466,82.69894599071124,-6.552345990711231
f99f2e165f0a41acd502,A,CMP-training-145.csv,2,78.22545,74.98184447085488,3.243605529145114
2d20dd1cab779fb8df18,A,CMP-training-145.csv,2,77.6058,78.85672482417361,-1.2509248241736088
ca0203cf136b56fc6d92,A,CMP-training-134.csv,0,74.0073,84.8357058638597,-10.8284058638597
2658aea0943749dfe70d,A,CMP-training-145.csv,2,79.4673,81.63447938169999,-2.167179381699995
51e8b6412e9fc0058f27,A,CMP-training-145.csv,2,73.66995,82.70646705489541,-9.036517054895413
e6adb9d3284f9b00b28e,A,CMP-training-149.csv,3,83.9604,77.39507792196123,6.5653220780387755
cf0fcaca5bc2873f1e01,A,CMP-training-149.csv,3,81.7716,82.12900723469009,-0.3574072346900863
9c746ea6b9c9d8d52e58,A,CMP-training-145.csv,2,73.90005,76.03429286940349,-2.1342428694034936
5404ae1321f405bb36b3,A,CMP-training-145.csv,2,75.2157,75.858359484686,-0.642659484686007
376945f11d347a3b7c1c,A,CMP-training-145.csv,2,81.32145,78.80105359117105,2.520396408828944
9cb79fedd96c00764d89,A,CMP-training-145.csv,2,74.93835,75.5916671454888,-0.6533171454887992
0e99c2d00e50135fdcd9,A,CMP-training-145.csv,2,73.7877,75.79312795112826,-2.0054279511282544
8a5c35a83fd60e261c7e,A,CMP-training-145.csv,2,81.63045,80.85544711163705,0.7750028883629483
cee2900e532f8409f655,A,CMP-training-145.csv,2,74.68635,74.42250758510431,0.2638424148956915
14b84064f44b2935f1b1,A,CMP-training-145.csv,2,82.22865,75.88259162061325,6.346058379386747
4a1f7d0e47fc9745ceca,A,CMP-training-145.csv,2,77.01615,79.63752879102805,-2.62137879102805
5abb7d17161063c1ee88,A,CMP-training-145.csv,2,79.19445,80.99762970297435,-1.8031797029743473
0a778a2b1c8fe5cc7092,A,CMP-training-145.csv,2,72.84,84.72171371943821,-11.88171371943821
31582f7c899a1f3c1fb1,A,CMP-training-148.csv,4,78.8031,76.2642522509002,2.5388477490998014
aa24c6f2f6a3023d691a,A,CMP-training-149.csv,3,76.392,79.26116668959267,-2.8691666895926744
4c30a2a3bec5b73ce480,A,CMP-training-148.csv,4,76.1949,82.82034866174332,-6.62544866174332
44ca8cf4622f390ef5cc,A,CMP-training-148.csv,4,76.88055,86.08340174172618,-9.202851741726178
0927e9e0e70b6fa93979,A,CMP-training-145.csv,2,81.8646,76.959550818528,4.905049181471995
