sample_id,WAFER_ID,STAGE,group_id,source_files,chamber_route,start_timestamp,end_timestamp,split
d7436ce2f1d8c85543ee,-4226160424,A,CMP-training-000.csv,CMP-training-002.csv,4-5-6,481698999.667,481699360.667,calibration
1d00227e7a238234e187,-4226160424,B,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481741434.333,481741820.333,calibration
7961971dc74deb9a0ca0,-4226160416,A,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481734523.333,481734877.333,calibration
5fe6dba94c362366a1f5,-4226160416,B,CMP-training-000.csv,CMP-training-004.csv,4-5-6,481767557.0,481767928.0,calibration
3b03297e1603ab9b5488,-4226160408,B,CMP-training-000.csv,CMP-training-004.csv,4-5-6,481770924.667,481771740.333,calibration
5b1b682b0465237b3156,-4226160404,B,CMP-training-000.csv,CMP-training-004.csv,4-5-6,481747927.0,481748298.0,calibration
992be32d31162a019ccb,-4226160396,A,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481731974.0,481732335.0,calibration
9b4c85f86c219eb6cf56,-4226160396,B,CMP-training-000.csv,CMP-training-004.csv,4-5-6,481757157.667,481757512.0,calibration
68495d6c21e8fa63fb20,-4224160702,B,CMP-training-000.csv,CMP-training-002.csv,4-5-6,481707945.0,481708309.333,calibration
6242717d11439aa52fa0,-4224160694,A,CMP-training-000.csv,CMP-training-001.csv,4-5-6,481663515.667,481663885.667,calibration
f762b66e2365dad1ec3b,-4224160694,B,CMP-training-000.csv,CMP-training-002.csv,4-5-6,481701519.667,481701886.0,calibration
7f904efd7bcecf749eaa,-4224160690,A,CMP-training-000.csv,CMP-training-001.csv,4-5-6,481664113.667,481664483.667,calibration
8d5b52254a54ef95fcae,-4224160690,B,CMP-training-000.csv,CMP-training-002.csv,4-5-6,481700906.0,481701288.667,calibration
0dcde823a8ec97462306,-4224160662,A,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481716938.333,481717297.667,calibration
aacc07fb34b57f2be4b7,-4224160662,B,CMP-training-000.csv,CMP-training-004.csv,4-5-6,481771127.0,481771836.0,calibration
54ea818ed17d5c548e38,-4224160654,A,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481732164.0,481732522.0,calibration
fd8805cdd710fc87a674,-4224160650,A,CMP-training-000.csv,CMP-training-002.csv,4-5-6,481701322.0,481701692.333,calibration
aa833edfcfe52111805a,-4224160650,B,CMP-training-000.csv,CMP-training-004.csv,4-5-6,481749482.0,481749862.0,calibration
a9bcbd71b5af4b4cbfaf,-4224160646,A,CMP-training-000.csv,CMP-training-002.csv,4-5-6,481692872.667,481693234.0,calibration
dde928a156646f905507,-4224160600,A,CMP-training-000.csv,CMP-training-000.csv,4-5-6,481637828.333,481638184.667,calibration
d526e090eb99bb64a8e6,-4224160600,B,CMP-training-000.csv,CMP-training-001.csv,4-5-6,481673940.667,481674317.667,calibration
a5e6e66b9b2c6cb855ef,-4224160592,B,CMP-training-000.csv,CMP-training-001.csv,4-5-6,481674149.333,481674521.667,calibration
44e52ff08d7fb0d81b3c,-4224160584,B,CMP-training-000.csv,CMP-training-000.csv,4-5-6,481635534.333,481635901.667,calibration
92ab94f2d7cb1cf50313,-4224160580,B,CMP-training-000.csv,CMP-training-000.csv,4-5-6,481635733.333,481636100.333,calibration
b138af2c252c3f59740c,-4222160606,B,CMP-training-014.csv,CMP-training-016.csv,4-5-6,482153871.0,482154262.333,train
7ecd59b97bf6a9ca99f7,-4222160590,B,CMP-training-029.csv,CMP-training-029.csv,4-5-6,482540251.333,482540623.333,train
81bbf59aff29dd99a51d,-4222160582,B,CMP-training-014.csv,CMP-training-015.csv,4-5-6,482132840.667,482133218.0,train
0a2c26346b639a082c05,-4222160578,B,CMP-training-014.csv,CMP-training-017.csv,4-5-6,482191507.0,482191873.0,train
14da02e0a2f258f43603,-4222160448,A,CMP-training-014.csv,CMP-training-016.csv,4-5-6,482154670.333,482155040.0,train
3841eeb50e1c679c03fa,-4222160432,B,CMP-training-014.csv,CMP-training-017.csv,4-5-6,482178962.0,482179333.0,train
77daff006f1cea9002a0,-4222160428,A,CMP-training-014.csv,CMP-training-015.csv,4-5-6,482121956.333,482122326.333,train
d4f5c7dae132fc849ba7,-4222160428,B,CMP-training-014.csv,CMP-training-016.csv,4-5-6,482165258.333,482165625.667,train
1857a1493ada7d76bed0,-4222160420,A,CMP-training-014.csv,CMP-training-015.csv,4-5-6,482121754.0,482122125.333,train
92d8fe506f357432916d,-4222160392,A,CMP-training-014.csv,CMP-training-015.csv,4-5-6,482122156.0,482122525.333,train
e846bea1cb1c675637b1,-4220160702,A,CMP-training-020.csv,CMP-training-022.csv,4-5-6,482321106.0,482321462.333,test
da664178fb95e3ac7ac5,-4220160702,B,CMP-training-020.csv,CMP-training-023.csv,4-5-6,482362507.333,482362873.0,test
ba50cafcb4b9a7822c89,-4220160694,A,CMP-training-020.csv,CMP-training-022.csv,4-5-6,482347092.0,482347451.0,test
a27f65a9d51515d62208,-4220160686,B,CMP-training-020.csv,CMP-training-021.csv,4-5-6,482314482.0,482314846.0,test
2d9caeef18825482c0b3,-4220160682,B,CMP-training-014.csv,CMP-training-016.csv,4-5-6,482157722.333,482158099.333,train
85614a746352d5cd2a3e,-4220160678,B,CMP-training-014.csv,CMP-training-016.csv,4-5-6,482165655.333,482166024.667,train
8d15b2de5138dd86be60,-4220160674,A,CMP-training-014.csv,CMP-training-015.csv,4-5-6,482123177.0,482123543.0,train
f134708f5da7f0cd73a9,-4220160650,A,CMP-training-059.csv,CMP-training-061.csv,4-5-6,483462545.667,483462914.0,train
453e03f583f92e4e3248,-4220160646,A,CMP-training-020.csv,CMP-training-026.csv,4-5-6,482463961.667,482464322.0,test
186c9d4e7c876c1ae049,-4220160646,B,CMP-training-020.csv,CMP-training-033.csv,4-5-6,482644025.667,482644387.667,test
74051d2f391a63f8431a,-4220160604,A,CMP-training-014.csv,CMP-training-016.csv,4-5-6,482154872.0,482155239.667,train
28b351aaa3c696b0d7d9,-4220160604,B,CMP-training-014.csv,CMP-training-017.csv,4-5-6,482191113.333,482191482.0,train
ef0ce55340eae7563b1c,-4216160702,A,CMP-training-013.csv,CMP-training-013.csv,4-5-6,482011960.667,482012330.333,train
3c31cc18b1eeb62ef763,-4216160694,A,CMP-training-013.csv,CMP-training-013.csv,4-5-6,482012162.333,482012532.333,train
7540e22cad3ceb061079,-4216160690,B,CMP-training-014.csv,CMP-training-015.csv,4-5-6,482126742.333,482127124.333,train
8c13374f71f9648f9867,-4216160670,A,CMP-training-000.csv,CMP-training-010.csv,4-5-6,481938760.333,481939129.0,calibration
5e5d579570007a23d7eb,-4216160670,B,CMP-training-000.csv,CMP-training-012.csv,4-5-6,481985637.0,481986010.0,calibration
d7d7474c81d8e5810c15,-4216160666,A,CMP-training-000.csv,CMP-training-009.csv,4-5-6,481906464.0,481906824.333,calibration
4907a2a11e59261d4b86,-4216160662,A,CMP-training-000.csv,CMP-training-010.csv,4-5-6,481925572.0,481925944.0,calibration
eb66e937c4abfef983d0,-4216160658,A,CMP-training-000.csv,CMP-training-011.csv,4-5-6,481951771.667,481952143.667,calibration
e559fce816f947034c61,-4216160650,A,CMP-training-000.csv,CMP-training-011.csv,4-5-6,481952369.0,481952733.667,calibration
126cd89115fe38621500,-4216160646,B,CMP-training-000.csv,CMP-training-012.csv,4-5-6,481987307.0,481987679.667,calibration
3e5745badbe990ad0b06,-4216160642,A,CMP-training-013.csv,CMP-training-013.csv,4-5-6,482011756.333,482012130.333,train
041d6559d0ccd87a01af,-4216160640,A,CMP-training-020.csv,CMP-training-023.csv,4-5-6,482357475.0,482357832.0,test
07c601a6147558842993,-4216160640,B,CMP-training-020.csv,CMP-training-025.csv,4-5-6,482409552.0,482409912.0,test
9a132ed310956d20af13,-4216160624,A,CMP-training-000.csv,CMP-training-009.csv,4-5-6,481912384.333,481912749.333,calibration
b389505019dd9940d414,-4216160624,B,CMP-training-000.csv,CMP-training-011.csv,4-5-6,481957469.333,481957839.0,calibration
ee7dfee081c5d9ca41cd,-4210160444,A,CMP-training-020.csv,CMP-training-021.csv,4-5-6,482312584.667,482312948.667,test
d6ba91dec59bc6c291ca,-4210160444,B,CMP-training-020.csv,CMP-training-023.csv,4-5-6,482356900.0,482357265.0,test
58d2128e80e980fb65f7,-4208160362,A,CMP-training-018.csv,CMP-training-018.csv,4-5-6,482222435.0,482222787.333,train
250617e7063072619ee0,-4141512120,A,CMP-training-020.csv,CMP-training-023.csv,4-5-6,482375990.0,482376351.0,test
6b51cf40fe5ba0e98675,-4141512120,B,CMP-training-020.csv,CMP-training-025.csv,4-5-6,482415285.333,482415654.0,test
ad1002f388a918ae688b,-4141512112,B,CMP-training-014.csv,CMP-training-017.csv,4-5-6,482200309.667,482200661.333,train
7752a6a5d7d821afe1dc,-4141512104,B,CMP-training-020.csv,CMP-training-025.csv,4-5-6,482415089.0,482415454.0,test
1ce3c6b2e7021b990226,-4141512096,A,CMP-training-020.csv,CMP-training-033.csv,4-5-6,482658568.333,482658939.333,test
aa7f2e6d6f77a19fcff1,-4141512096,B,CMP-training-020.csv,CMP-training-035.csv,4-5-6,482698187.667,482698569.333,test
8f2cee58894e52e1f320,-4141512092,B,CMP-training-020.csv,CMP-training-033.csv,4-5-6,482659155.333,482659520.667,test
dfaae2fe4fd0f12fb599,-4141512072,A,CMP-training-020.csv,CMP-training-032.csv,4-5-6,482622764.333,482623125.667,test
9fccd3a12bfc96e1651b,-4139512020,B,CMP-training-020.csv,CMP-training-035.csv,4-5-6,482706306.333,482706675.333,test
f4e15565b1481af0c236,-4139512004,A,CMP-training-020.csv,CMP-training-032.csv,4-5-6,482622187.0,482622550.0,test
ca583f0ad0211cd771a8,-4139512004,B,CMP-training-020.csv,CMP-training-033.csv,4-5-6,482659352.667,482659717.333,test
93b486b601f1d2b2546a,-4139511866,A,CMP-training-020.csv,CMP-training-033.csv,4-5-6,482648537.333,482648899.333,test
641fa945c9e4a10be8b1,-4139511854,A,CMP-training-020.csv,CMP-training-033.csv,4-5-6,482658960.333,482659326.333,test
c10d5eb3d1b7b7be8f66,-4139511854,B,CMP-training-020.csv,CMP-training-035.csv,4-5-6,482698588.333,482698951.333,test
87cb7176b9c6d517bfe6,-4139511850,A,CMP-training-020.csv,CMP-training-033.csv,4-5-6,482658765.667,482659131.333,test
1162bc74b96e937eb78d,-4139511850,B,CMP-training-020.csv,CMP-training-035.csv,4-5-6,482698395.333,482698759.333,test
065009dcf80d9db0c2c5,-4139511842,A,CMP-training-020.csv,CMP-training-032.csv,4-5-6,482622380.0,482622752.0,test
3f09e25ab98b92f5fd09,-4139511842,B,CMP-training-020.csv,CMP-training-033.csv,4-5-6,482655217.333,482655584.333,test
c99cc22411534299529e,-4139511834,B,CMP-training-020.csv,CMP-training-035.csv,4-5-6,482703482.667,482703838.333,test
868967d88bbe6de2936f,-4139511830,B,CMP-training-020.csv,CMP-training-035.csv,4-5-6,482700746.333,482701122.333,test
5915607beccd9fea86f9,-4139511826,A,CMP-training-020.csv,CMP-training-033.csv,4-5-6,482652448.333,482652809.333,test
5f85b3b53c1ea7b9caa7,-4139511826,B,CMP-training-020.csv,CMP-training-035.csv,4-5-6,482703194.333,482703564.667,test
f799f0e4bb0a091815b2,-4113511826,A,CMP-training-000.csv,CMP-training-002.csv,4-5-6,481696803.667,481697173.333,calibration
3d8d5ab81cd414c139d6,-4113511826,B,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481741861.333,481742244.333,calibration
63f53d160afb7ded1c8e,-4113511822,B,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481718846.0,481719222.667,calibration
1138e94a205a683256cf,-4113511818,A,CMP-training-000.csv,CMP-training-000.csv,4-5-6,481634409.667,481634783.667,calibration
deb8c56a8a065bc563f4,-4113511818,B,CMP-training-000.csv,CMP-training-002.csv,4-5-6,481697606.667,481697988.333,calibration
369c1a3e76aa298f75dd,-4113511814,A,CMP-training-000.csv,CMP-training-000.csv,4-5-6,481645403.0,481645772.667,calibration
bbab691563db880b1976,-4113511814,B,CMP-training-000.csv,CMP-training-002.csv,4-5-6,481695467.333,481695856.333,calibration
cf79490e0df97330ab40,-4113511808,A,CMP-training-000.csv,CMP-training-001.csv,4-5-6,481677313.667,481677676.0,calibration
db52fd4d3e5abf26f054,-4113511808,B,CMP-training-000.csv,CMP-training-002.csv,4-5-6,481708138.0,481708513.333,calibration
c9df686eb8d8acd2012e,-4113511804,B,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481733253.333,481733620.667,calibration
71bb64b6261727ce389a,-4113511800,B,CMP-training-000.csv,CMP-training-004.csv,4-5-6,481756099.333,481756475.333,calibration
832e2588b27dc2e612fc,-4113511796,A,CMP-training-000.csv,CMP-training-001.csv,4-5-6,481662576.333,481662948.333,calibration
7d57d322a34aef2fef83,-4113511796,B,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481718639.667,481719018.0,calibration
50aa94e96643de7fceb8,-4113511792,A,CMP-training-000.csv,CMP-training-001.csv,4-5-6,481671145.0,481671522.333,calibration
04322e7ae01b4680d35d,-4113511792,B,CMP-training-000.csv,CMP-training-002.csv,4-5-6,481700345.0,481700724.333,calibration
9e55e27c51b3f1468e8b,-4113511784,B,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481718433.333,481718811.0,calibration
7bc16dc775f95f5d944e,-4113511780,A,CMP-training-000.csv,CMP-training-000.csv,4-5-6,481634613.333,481634982.333,calibration
b3721b210ceb79b9df6d,-4113511764,B,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481737220.333,481737601.333,calibration
0678b9ab06824fc69616,-4113511756,A,CMP-training-000.csv,CMP-training-001.csv,4-5-6,481681023.0,481681388.0,calibration
26fdf7a5d5011647b6ef,-4113511756,B,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481721435.667,481721807.667,calibration
6420ef7bdddd242ad55b,-4113511752,A,CMP-training-000.csv,CMP-training-001.csv,4-5-6,481680230.0,481680604.0,calibration
6bef49db4e5a38a0503c,-4113511752,B,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481737011.333,481737389.333,calibration
7920a0d1b98d1a5a5ca0,-4113511748,A,CMP-training-000.csv,CMP-training-001.csv,4-5-6,481680628.0,481680996.0,calibration
5cfa9f94fcf3ede8b23c,-4113511748,B,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481733066.333,481733423.333,calibration
a2fab8de1d0ed8453a2e,-4111512062,A,CMP-training-020.csv,CMP-training-023.csv,4-5-6,482361262.0,482361622.333,test
c6913b39a81fd7ac4495,-4111512058,A,CMP-training-020.csv,CMP-training-023.csv,4-5-6,482369267.0,482369624.0,test
0143f6c3d6640aaa957b,-4111512058,B,CMP-training-020.csv,CMP-training-025.csv,4-5-6,482422102.333,482422468.333,test
3ae3d41b2dc600ea6397,-4111512050,A,CMP-training-020.csv,CMP-training-023.csv,4-5-6,482375794.333,482376161.0,test
b2b7fb62f8bd2bdb8af6,-4111512046,B,CMP-training-020.csv,CMP-training-027.csv,4-5-6,482471945.0,482472305.0,test
ca22bd9c693d68fbfc84,-4111511824,A,CMP-training-000.csv,CMP-training-002.csv,4-5-6,481697203.333,481697565.333,calibration
93659f4971aae77e7cd5,-4111511824,B,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481741649.0,481742032.333,calibration
000b67a33cdcbc155900,-4111511820,A,CMP-training-000.csv,CMP-training-001.csv,4-5-6,481680826.0,481681191.0,calibration
58336438c8353884b0b8,-4111511820,B,CMP-training-000.csv,CMP-training-003.csv,4-5-6,481736383.333,481736756.333,calibration
7c48a414ed1eaa23d6f0,-4111511816,A,CMP-training-014.csv,CMP-training-017.csv,4-5-6,482180486.0,482180849.0,train
3821aac0f62bfaea784c,-4111511812,B,CMP-training-020.csv,CMP-training-020.csv,4-5-6,482283224.0,482283573.0,test
0da647c8d6f4bd982136,-4045511868,B,CMP-training-101.csv,CMP-training-104.csv,4-5-6,484873144.667,484873510.333,train
9f901e12f57b2b0c8c22,-4045511848,B,CMP-training-101.csv,CMP-training-104.csv,4-5-6,484883455.333,484883814.333,train
8146113cc7cd6c341483,-4045511836,B,CMP-training-101.csv,CMP-training-104.csv,4-5-6,484863487.333,484863850.333,train
2a2939c71a2c18a9260d,-4045511832,B,CMP-training-101.csv,CMP-training-104.csv,4-5-6,484882778.0,484883137.0,train
21cbb1a006dc7e34f5f8,-4045511828,A,CMP-training-101.csv,CMP-training-104.csv,4-5-6,484862719.333,484863078.0,train
706895e70a25b52a0444,-4045511824,B,CMP-training-101.csv,CMP-training-104.csv,4-5-6,484873339.333,484873708.333,train
2ec6700e2224a3e08867,-4045511820,B,CMP-training-101.csv,CMP-training-103.csv,4-5-6,484845469.0,484845830.0,train
26c63f3c5839c506aaf9,-4045511816,B,CMP-training-101.csv,CMP-training-104.csv,4-5-6,484863099.0,484863461.0,train
05f124c55ed02953adb0,-4045511812,A,CMP-training-101.csv,CMP-training-104.csv,4-5-6,484862527.0,484862891.333,train
68ed55601175ead8ca28,-4043511808,A,CMP-training-101.csv,CMP-training-103.csv,4-5-6,484829473.333,484829827.0,train
253cddb18ef60ff680ab,-4043511808,B,CMP-training-101.csv,CMP-training-105.csv,4-5-6,484900435.333,484900799.0,train
89829271993d2ffe71f1,-4043511796,A,CMP-training-101.csv,CMP-training-102.csv,4-5-6,484816482.667,484816843.667,train
0503fa7532d16231373b,-4043511796,B,CMP-training-101.csv,CMP-training-104.csv,4-5-6,484883279.333,484883622.333,train
374b5b24a1888b4bb2ba,-4043511570,A,CMP-training-101.csv,CMP-training-104.csv,4-5-6,484875122.667,484875480.333,train
5da523d6eed7bd968a1b,-4041511872,A,CMP-training-133.csv,CMP-training-133.csv,4-5-6,485693317.667,485693674.0,train
c0007d8b42cdf1c37c39,-4041511860,A,CMP-training-133.csv,CMP-training-133.csv,4-5-6,485693879.0,485694238.0,train
5ca7ec914f5ccf7979fd,-4041511852,A,CMP-training-133.csv,CMP-training-133.csv,4-5-6,485718743.0,485719094.0,train
c5a68946811d7daf9335,-4039511800,A,CMP-training-134.csv,CMP-training-134.csv,4-5-6,485745834.0,485746191.0,train
8b1c29a1423d15e26b2e,-4039511788,A,CMP-training-134.csv,CMP-training-134.csv,4-5-6,485723997.333,485724347.667,train
cc330b21069ce233a312,-4039511784,A,CMP-training-134.csv,CMP-training-134.csv,4-5-6,485746206.0,485746558.0,train
7ce8c69a06539826cedc,-4039511784,B,CMP-training-134.csv,CMP-training-157.csv,4-5-6,486389123.667,486389483.667,train
28441326f94ba0a5b14f,-4039511578,B,CMP-training-171.csv,CMP-training-171.csv,4-5-6,486870667.0,486871027.0,train
23bf2526d9298b1c59e7,-4039511574,A,CMP-training-134.csv,CMP-training-134.csv,4-5-6,485745645.0,485746004.0,train
58ffb03108305a9609fa,-4039511574,B,CMP-training-134.csv,CMP-training-157.csv,4-5-6,486395152.333,486395514.667,train
babfa55828fc20dc9a60,-4039511566,A,CMP-training-134.csv,CMP-training-134.csv,4-5-6,485721310.0,485721663.0,train
86d5fb96aabf970f84f3,-4039511558,A,CMP-training-134.csv,CMP-training-134.csv,4-5-6,485721122.0,485721477.0,train
bb0dd7a5912b106f987f,-4039511554,A,CMP-training-134.csv,CMP-training-134.csv,4-5-6,485723810.667,485724165.333,train
90790fce1d048e5472c9,-4039511554,B,CMP-training-134.csv,CMP-training-136.csv,4-5-6,485798806.0,485799162.0,train
12b597cb0c726a3151e4,-4037511872,B,CMP-training-101.csv,CMP-training-111.csv,4-5-6,485078422.0,485078785.0,train
e6814c480c262ef4b149,-4037511840,B,CMP-training-114.csv,CMP-training-114.csv,4-5-6,485162335.333,485162698.0,test
12376da318fc06697eaa,-4037511836,B,CMP-training-114.csv,CMP-training-114.csv,4-5-6,485148095.667,485148452.667,test
0c07aa5e9cdfb3c334b8,-4037511832,A,CMP-training-101.csv,CMP-training-110.csv,4-5-6,485029618.667,485029968.667,train
81fe0c021f32a434b9a2,-4037511828,A,CMP-training-101.csv,CMP-training-112.csv,4-5-6,485085820.333,485086165.333,train
7efca8681389d862ae84,-4037511816,A,CMP-training-101.csv,CMP-training-111.csv,4-5-6,485084214.0,485084573.0,train
1a7d2cb72ceefb8f4398,-4037511812,A,CMP-training-101.csv,CMP-training-111.csv,4-5-6,485084403.0,485084760.0,train
4837b9efea270085a8f4,-4035511792,B,CMP-training-114.csv,CMP-training-114.csv,4-5-6,485161745.0,485162119.0,test
475314340343ca883cb9,-4035511780,B,CMP-training-101.csv,CMP-training-113.csv,4-5-6,485136734.0,485137095.0,train
dc119c1c6de18a03a03e,-4035511598,B,CMP-training-117.csv,CMP-training-119.csv,4-5-6,485298254.333,485298612.333,validation
54533ac338be7d35ddf3,-4035511582,B,CMP-training-118.csv,CMP-training-118.csv,4-5-6,485274008.0,485274367.333,train
9517186334baf4aa0d6f,-4035511578,B,CMP-training-117.csv,CMP-training-119.csv,4-5-6,485298443.333,485298798.333,validation
73c0ed135fd00f62694b,-4035511574,B,CMP-training-118.csv,CMP-training-118.csv,4-5-6,485274199.333,485274558.0,train
4d1e0dd96d0ef2d87b7c,-4035511570,B,CMP-training-117.csv,CMP-training-120.csv,4-5-6,485339158.333,485339525.333,validation
af193fd79a005e307209,-4035511562,B,CMP-training-101.csv,CMP-training-113.csv,4-5-6,485120681.333,485121036.333,train
1faeb8d5019424019d00,-4033511582,A,CMP-training-117.csv,CMP-training-117.csv,4-5-6,485244387.333,485244741.333,validation
c60664bff5cf03638a1a,-4033511570,B,CMP-training-117.csv,CMP-training-120.csv,4-5-6,485339357.333,485339731.333,validation
a22e27c8cc4bbc06187e,-4033511552,B,CMP-training-117.csv,CMP-training-122.csv,4-5-6,485387303.0,485387667.0,validation
d782c1b11aa1fd1e9bc7,-4033511548,B,CMP-training-117.csv,CMP-training-123.csv,4-5-6,485422382.0,485422745.0,validation
bfde7a3881670be78abe,-4033511544,B,CMP-training-117.csv,CMP-training-122.csv,4-5-6,485400627.0,485400990.667,validation
05a226eff6cb87a3dad6,-4033511540,B,CMP-training-117.csv,CMP-training-119.csv,4-5-6,485292552.333,485292913.333,validation
a4addb65a3198aeff1ac,-4033511524,A,CMP-training-117.csv,CMP-training-124.csv,4-5-6,485434715.667,485435078.333,validation
d4ed41e9d84ffaf012fb,-4027511790,A,CMP-training-020.csv,CMP-training-038.csv,4-5-6,482797295.667,482797646.333,test
b7ab57727c4e04de1fa6,-4027511790,B,CMP-training-020.csv,CMP-training-039.csv;CMP-training-040.csv,4-5-6,482839144.333,482839525.667,test
cb7d70d527803bacff76,-4027511786,A,CMP-training-020.csv,CMP-training-037.csv,4-5-6,482773696.0,482774054.0,test
599ce715621c32aa706d,-4027511786,B,CMP-training-020.csv,CMP-training-039.csv,4-5-6,482815621.0,482815994.667,test
4cab8fdcda64caf7d2d1,-4027511782,A,CMP-training-020.csv,CMP-training-038.csv,4-5-6,482799073.333,482799434.667,test
15fc6fd2771a83af4570,-4027511782,B,CMP-training-020.csv,CMP-training-039.csv;CMP-training-040.csv,4-5-6,482838936.0,482839313.0,test
