partition,role,sample_id
outer_0,train,253cddb18ef60ff680ab
outer_0,train,89829271993d2ffe71f1
outer_0,train,0503fa7532d16231373b
outer_0,train,374b5b24a1888b4bb2ba
outer_0,train,5da523d6eed7bd968a1b
outer_0,train,c0007d8b42cdf1c37c39
outer_0,train,5ca7ec914f5ccf7979fd
outer_0,train,c5a68946811d7daf9335
outer_0,train,8b1c29a1423d15e26b2e
outer_0,train,cc330b21069ce233a312
outer_0,train,7ce8c69a06539826cedc
outer_0,train,28441326f94ba0a5b14f
outer_0,train,23bf2526d9298b1c59e7
outer_0,train,58ffb03108305a9609fa
outer_0,train,babfa55828fc20dc9a60
outer_0,train,86d5fb96aabf970f84f3
outer_0,train,bb0dd7a5912b106f987f
outer_0,train,90790fce1d048e5472c9
outer_0,train,12b597cb0c726a3151e4
outer_0,train,e6814c480c262ef4b149
outer_0,train,12376da318fc06697eaa
outer_0,train,0c07aa5e9cdfb3c334b8
outer_0,train,81fe0c021f32a434b9a2
outer_0,train,7efca8681389d862ae84
outer_0,train,1a7d2cb72ceefb8f4398
outer_0,train,4837b9efea270085a8f4
outer_0,train,475314340343ca883cb9
outer_0,train,54533ac338be7d35ddf3
outer_0,train,73c0ed135fd00f62694b
outer_0,train,af193fd79a005e307209
outer_0,train,b50fb135e6a483789bbe
outer_0,train,1514938f41dfe7fec825
outer_0,train,99694582627db5eac6f7
outer_0,train,6fa26aeab9cc01ae07df
outer_0,train,a31689b13316de1a985b
outer_0,train,dc334101fcbf3d2d1b5a
outer_0,train,9e679115c465cbbb98f9
outer_0,train,761cad9cb82bfb552973
outer_0,train,f19f88377bd0d8b884e1
outer_0,train,e9e1d21267a96c705e79
outer_0,train,0e9036b3ff0c9055aa30
outer_0,train,88d21a3ba36bc8b4514f
outer_0,train,5882794b7178766bee0a
outer_0,train,97f9c228599e29ab12d8
outer_0,train,3225fbe683f80629efd5
outer_0,train,9d612778fac72ebccef2
outer_0,train,a7847fa3bbe78a841929
outer_0,train,07f829e49f3308e6a223
outer_0,train,6ea75e8be0c5e05fade9
outer_0,train,014746cf9bda1cedc2ba
outer_0,train,3cb9401b01865f958ecf
outer_0,train,bcfaabd8932f6a41a5d1
outer_0,train,0044f341f2ed7a7e2879
outer_0,train,ec9f5dc21a7414613994
outer_0,train,c03189170f34e5b9f9fe
outer_0,train,e131cc41ea8524d1629f
outer_0,train,e0f86edd1308ffb68e05
outer_0,train,e81b53ce8f9871fa6fee
outer_0,train,62e38bba327a1002cd87
outer_0,train,0cc7df66f21a215c275f
outer_0,train,157cfe1a8fbfae31fc89
outer_0,train,5c871ee84ce9e11a614a
outer_0,train,8d7a8913b04ebbfa3dfa
outer_0,train,56285e30920f24603915
outer_0,train,81c93a9e934cd5dede62
outer_0,train,8e52c26bcfb416bff2f8
outer_0,train,896cab0a053befe11756
outer_0,train,d94a9017ec585d437b83
outer_0,train,f0ba5479ba8e150b6d61
outer_0,train,9f66967954d52c032568
outer_0,train,cbd9eb83a1f1f04c7b54
outer_0,train,2cb7373298abc6fa4dc6
outer_0,train,5c7820a1da4114ca2a31
outer_0,train,331d90f1bd532665407b
outer_0,train,22f89a616e569223c39e
outer_0,train,8e1c8666b8dc9343c74a
outer_0,train,40f5fef1e9b0f15ddc3a
outer_0,train,222edc660ee4209ca385
outer_0,train,e35b3bcc1ef4a46ec1af
outer_0,train,31016af190891e229488
outer_0,train,59689a8fdc2483a9eaa8
outer_0,train,df98047b395404f88535
outer_0,train,135a8ebbf1a6daccab7f
outer_0,train,fca0f185f01e8e588d16
outer_0,train,6fc936bb6e7f368a71df
outer_0,train,89f3f6adcb64bc94ef7b
outer_0,train,9ff293ca42a9fac00c5a
outer_0,train,e837e070d2ea8e37ddda
outer_0,train,140fdf8f0a72735e6a9e
outer_0,train,e5785980221b076655cc
outer_0,train,ce3d735450dfb39a196d
outer_0,train,92c623cbf5e9c180e8c2
outer_0,train,e202eaa64d4e1dfa76bc
outer_0,train,837efa8dff523738c349
outer_0,train,c4079f7d9a90b61e1614
outer_0,train,c9a5a608969d27ba5e73
outer_0,train,dacdc5bf837058729173
outer_0,train,77d1121be7058f070273
outer_0,train,b62804204abe967f751b
outer_0,train,c2f47b6c3132908e5a24
outer_0,train,749b3a238fe49f369fe6
outer_0,train,ea21ab8875312c50a43e
outer_0,train,a6cffe78de3e02bb1ce0
outer_0,train,d2e847dae1a8c81ba82a
outer_0,train,d579a47692ba52794f74
outer_0,train,cbc1a4b8ea3103253566
outer_0,train,1db3dbf17108dc540eec
outer_0,train,966957523a6585a2e3ad
outer_0,train,c322b8b6d189bae903b5
outer_0,train,43d43004e1361046a2d2
outer_0,train,3af4fea4fd4d16a1c8d0
outer_0,train,b98acf54ba03d672ee2e
outer_0,train,978d7dfbcad827d43e20
outer_0,train,95c0fd755d28dfa821d2
outer_0,train,cf940371bd9d2b4b7dc2
outer_0,train,e0cd442c50e5a3e7e2f6
outer_0,train,9892aebc496b8c30396f
outer_0,train,db891fa442af8a6a5dfe
outer_0,train,6f0a92816c260d2ea1e9
outer_0,train,7c13d2432c634987725e
outer_0,train,dbb97bd860b35b988605
outer_0,train,81816c0a630607bac6d3
outer_0,train,1381cd73cdb55a253d8b
outer_0,train,076e4f66aa13145fed64
outer_0,train,a3519f13d3ccdc285be7
outer_0,train,131f71857e15beaa08c8
outer_0,train,8531431ffe492888c267
outer_0,train,10b5904fe5ce49a2796f
outer_0,train,35292bc2d4708164da65
outer_0,train,7855ae0bf8f9ad2effaf
outer_0,train,e54155adfb9471aff7ca
outer_0,train,1da46472d0cce76de1b1
outer_0,train,5cab044b03488f1fe3b0
outer_0,train,7873624402d6532f9c5b
outer_0,train,35e3163e719ec20a4abd
outer_0,train,a41bd88cf4e35fac70a6
outer_0,train,45337b9b296890b81a16
outer_0,train,b72eb1ed73657abe1fce
outer_0,train,8f0d2eddf7b9972da0c3
outer_0,train,c0c39f5c7ffd4e39677b
outer_0,train,95355cf05bb2db94746e
outer_0,train,e87d1e0e287770eecc18
outer_0,train,7de48eddc1f0dfad428c
outer_0,train,0feeab459b593fbc7109
outer_0,train,0d96d91794ce02f241f3
outer_0,train,604166380eea48f56e08
outer_0,train,15274e5fcfce12399d51
outer_0,train,4213fd95ba889f05b3e3
outer_0,train,4bf74bda0fe45c3d3f8a
outer_0,train,908f26b5aea2026fe886
outer_0,train,f827f379764054182ee9
outer_0,train,e0a83a4b3d883c6568a4
outer_0,train,4f407813036e97c8c1e3
outer_0,train,1499c2dd93f8e8cbe1e6
outer_0,train,20ada1fd451fd52f2487
outer_0,train,b6cf1056d85e85d87180
outer_0,train,617da4afc484fdac16a6
outer_0,train,3f73b270dd060d578744
outer_0,train,f421c7824f84b832854a
outer_0,train,47a204f9bce64badc93f
outer_0,train,51a8b87e67e7a8e117df
outer_0,train,a2bcb3405da14fc0bf92
outer_0,train,dd4f7511da669e1e8921
outer_0,train,05a4efe762b01424380c
outer_0,train,384cabcdcceb45e7da80
outer_0,train,f4fcbba6a2e4bd16e86c
outer_0,train,e2425effe6f8b87bc1da
outer_0,train,a505917d2cc5495becf4
outer_0,train,07b2774780725ea70ec3
outer_0,train,055e9911a732cd1fdc25
outer_0,train,dc3ff52d226cb1d0aefa
outer_0,train,1629729e0fe0c5fb0d32
outer_0,train,922be344129971de50c7
outer_0,train,890bda2cd26c56112984
outer_0,train,29f2b1d692273af97fc0
outer_0,train,a1d181db38599ffc4359
outer_0,train,86db30e35a0ce85b6ed6
outer_0,train,adfeaaec868f9d11d4c4
outer_0,train,4abc8298bb50038dc92b
outer_0,train,3b3a53146ff566af5f7f
outer_0,train,8754fc601ed76c81ca24
outer_0,train,e561bd23db390378bee2
outer_0,train,1ac8326c8db4c91be72f
outer_0,train,d431b83c68b38d11a665
outer_0,train,aede433804b64a18412d
outer_0,train,f5f6fdd193983f3f8ecf
outer_0,train,35be7ae96caebd3f8300
outer_0,train,f2e5d88ece8b3eedfce3
outer_0,train,b718604e2c640dea31a4
outer_0,train,63ba871fc9fe944f0869
outer_0,train,dc69701edc52194df999
outer_0,train,7ee82e5bf278b2c022c4
outer_0,train,5156ea8b50ec183daa62
outer_0,train,849539601ba6b19ebefe
outer_0,train,6c9290b08f3a0c0527d9
outer_0,train,9cee72fb44a3445f1d9a
outer_0,train,331848a62a8fa856e1d5
outer_0,train,8ba6778e1c3d41bb7abe
outer_0,train,f78ed3d20c9b90c5f940
outer_0,train,98ced23d7983859e0643
outer_0,train,b5a56f1b24b1ffe1b9c3
outer_0,train,b5b29876bfdd19f50eaa
outer_0,train,178a1c002da8d158274d
outer_0,train,b83fd1ebc6cb05ea1ba2
outer_0,train,d3619771da7ce9ac734a
outer_0,train,e0015240e4f54175ce77
outer_0,train,70cf604ff6082b6aa894
outer_0,train,4aca41df79afcd61ba2d
outer_0,train,4d2b4d2471bcdf76ef16
outer_0,train,b9234b78b40af45efcd3
outer_0,train,cdd9dabf076957def2dc
outer_0,train,9a4f6dd6f48e408fe5da
outer_0,train,265a6e28d72126817e94
outer_0,train,7c0f8fa7d25069cce2f4
outer_0,train,f206532a18f65c339340
outer_0,train,861f156ee6accea60cc5
outer_0,train,78050b35d90ded2eb711
outer_0,train,4453ac0b391bb2a19a3f
outer_0,train,acd990997a27f4366f07
outer_0,train,7bbdfd3b5e1ff3695dcb
outer_0,train,709ff2ea49fe5500be3a
outer_0,train,d9cca12d00dba90697eb
outer_0,train,2d348c29108d66b3a81e
outer_0,train,a173916dd2535b568526
outer_0,train,9bbfe52b8cad151c51a0
outer_0,train,3bc9a5d16b24986c272b
outer_0,train,a5164bdf066dc3f4b8bc
outer_0,train,cc1c7e7bb3453f332aef
outer_0,train,232b5dc71fe20c6e2285
outer_0,train,be9e0747a046cfd72627
outer_0,train,2c3474d0bb09c8f320e1
outer_0,train,485553f4b7e85a826673
outer_0,train,303d456bd75b11c695e3
outer_0,train,f516c38f59228d1cd1f4
outer_0,train,af31252908d103285e3b
outer_0,train,6e763d77037bc6feb98e
outer_0,train,4c335302d1bf52e2483d
outer_0,train,64573da3c014908637ad
outer_0,train,c98729cc188bf8fecf79
outer_0,train,076e30e0620239cf6938
outer_0,train,d1edfb07cb07ca1aa5f6
outer_0,train,5a86ebac74ea872e7212
outer_0,train,09c5b4784df30aa69840
outer_0,train,7b1c47765cf45f19354b
outer_0,train,753519206c6ace8cb4f2
outer_0,train,5562499b641799ab7cbf
outer_0,train,5e1077bbc2eb3af2bce1
outer_0,train,e7266baa7d644aad6d4b
outer_0,train,6a7ef087155f7c7b2dd7
outer_0,train,02baed5ef02aaccba791
outer_0,train,0df5f5e814a00340b59e
outer_0,train,5ddb1de8cc3645ec9366
outer_0,train,584c47a8018f515fa33a
outer_0,train,83239fd4a5f485c8b414
outer_0,train,bd0dd8d3b8c2336c41ac
outer_0,train,85dd5eea159e4083856a
outer_0,train,1b632f79cdf34336102c
outer_0,train,c7b74edf5ce87398abba
outer_0,train,dcca3a86574439567516
outer_0,train,2d9c809ebe1b670aa2d1
outer_0,train,925307cac0e796be78da
outer_0,train,86ac239e77795e929604
outer_0,train,0115301c9e660b8ffa1e
outer_0,train,7bda927c513341193d91
outer_0,train,f7577526d5ae0dc9edef
outer_0,train,492e86711e0d37f5d1a2
outer_0,train,b54cc4192e8c5f3e43dc
outer_0,train,826616f1d294a4657f5c
outer_0,train,e4d3cd5696ad20c15da5
outer_0,train,476302e46c75e9e08aff
outer_0,train,812038f79990351cb0f0
outer_0,train,4e78c040d91b09dda2d7
outer_0,train,e861f68ddc022843668e
outer_0,train,a50b209d91552b58d817
outer_0,train,82f7c7af9ac6b731fd52
outer_0,train,12cd5a5f311d203df301
outer_0,train,6a3b265f56c58fbf4d62
outer_0,train,f1bc676216b973069c2d
outer_0,train,7fdabeee3d116e9998b7
outer_0,train,ac2a01f9a30250c777f6
outer_0,train,a14e28ab221e7c6b0cf0
outer_0,train,9f5db1d6619acbc80fb0
outer_0,train,07bd81249aa08970bd1b
outer_0,train,9b3d4e5ff4e7b8dcba35
outer_0,train,83f3b4b44cc6ba8a65e5
outer_0,train,bf767151439f709d9384
outer_0,train,00f6f5454b59a74aed6e
outer_0,train,232a6683348d4e27f2a9
outer_0,train,249ccd65a4db0e5417cc
outer_0,train,a670cb587012088fbb8c
outer_0,train,026ceaf0f89479f16cb8
outer_0,train,d71ced71c5ac5cebf74c
outer_0,train,4366680378e4922e613b
outer_0,train,f357b40fb690795f524d
outer_0,train,0b02932c086bc19213b1
outer_0,train,6b21f2b426ec8114b836
outer_0,train,a5fd1e4cc339eda1fe2d
outer_0,train,e683785aed2f544f3912
outer_0,train,83484028921a3cd8bdd9
outer_0,train,f87b0c3484eef599f01f
outer_0,train,3745df199bcb9c623df8
outer_0,train,9ca3aa93b392bca202ef
outer_0,train,d7b29c96ee42964cf957
outer_0,train,dceedcc0599c9f1456fb
outer_0,train,ae86376bd8d159b5af53
outer_0,train,5ea29512d772df31c40c
outer_0,train,e54036210e8cf9aec66b
outer_0,train,2b36e74eee8972d29937
outer_0,train,26cf2a4e83eee3c05ec4
outer_0,train,dc27cf1564433362baeb
outer_0,train,be1c009f94fc2f719790
outer_0,train,53b35b947fc65cfb0b47
outer_0,train,954211b899d86457e598
outer_0,train,0c1bfc8a83d5f95171f8
outer_0,train,fff5f95cfad8221dc1e8
outer_0,train,00eee764fdb0d06f18d7
outer_0,train,4f2f77208c9608080bc9
outer_0,train,ca58e87316d91528d53b
outer_0,train,f7c8cf02d36aa2f19ea5
outer_0,train,e2f9c7b0c706aba9f934
outer_0,train,44efe9583d86c8f0448c
outer_0,train,22189d6a8ad3d0ba715b
outer_0,train,2f2e9835d7d774428a63
outer_0,train,f87598c47cd1d953e88b
outer_0,train,c96cbb652051044957fc
outer_0,train,b9f96528f2aef5b45fee
outer_0,train,60a208f6741aea739ce5
outer_0,train,ec01351df04d9063c6e9
outer_0,train,f46a3f70c0149e934b41
outer_0,train,0ba79429c868c10331cd
outer_0,train,5f7d1bfdf58e8150426c
outer_0,train,ecdd438135f75f141d9b
outer_0,train,86cb202a491844c659ab
outer_0,train,12a4b5ed0b6b8a3a10a9
outer_0,train,4fbcd165e03e31b39979
outer_0,train,052dfdf198823795f42f
outer_0,train,a8ad6542f6870331adce
outer_0,train,3124ef9179bdcacc09c1
outer_0,train,bc12d024ab88925b79a3
outer_0,train,f7abc27eef963eb31eb1
outer_0,train,86a9bb5edc4b27ce024f
outer_0,train,a4d9c3231dfa06abe8b6
outer_0,train,bd81b0c2cdeb671bdd4f
outer_0,train,82a322deb1bf1331fdd0
outer_0,train,a018116272abc8c983e3
outer_0,train,c149af98f8893fcf94dc
outer_0,train,baacffc18c6f53221775
outer_0,train,c3f7f3e32efd1767bcd0
outer_0,train,0d91206f7c85a8530372
outer_0,train,da6cbc0cc8fb2f1d4fcf
outer_0,train,ee26fe6bf14fe40dc08c
outer_0,train,1e8ef29836a69cde6b8c
outer_0,train,1eec8fe2ce2deee6e54e
outer_0,train,d6604001e893d50465c9
outer_0,train,ed0bfb11db980dd479e8
outer_0,train,5d197a42dd6d96de3cc2
outer_0,train,1874d1b13981c7f9feb1
outer_0,train,d28d4569ee22622fd29a
outer_0,train,e2276616b4ec3ca17f72
outer_0,train,816cb621bc388350a78e
outer_0,train,005be3f7ea5942661e21
outer_0,train,1475bc4111de6282907e
outer_0,train,e312be6a300868461ca6
outer_0,train,7580d1a9f9836344443c
outer_0,train,e355719c4c67dea134e5
outer_0,train,5c6db2df849803923098
outer_0,train,bb0df09181734b422698
outer_0,train,3dad972df935afe3e6a3
outer_0,train,75eb3a3862995b23b818
outer_0,train,af277ea20b09bf976158
outer_0,train,a8c3d9a3ec4869068235
outer_0,train,d47652d2327635a998ff
outer_0,train,52e0ed3a4929909ea0ed
outer_0,train,c4d4be3c8894db3ca4c6
outer_0,train,e856741610e562c738e0
outer_0,train,0f850735ed3b5bba8afa
outer_0,train,64712815a7e71fa57a11
outer_0,train,3f027319c845be8081b3
outer_0,train,39bc51d48f308f4774cd
outer_0,train,87ec0a059c3493cc9d98
outer_0,train,eac9c36c0e3c8b2b4683
outer_0,train,7f99b5aeb04d2e3bdbdd
outer_0,train,818bf3b25f89a131bdbc
outer_0,train,0c108de5ae3c026b8689
outer_0,train,e1f9b37e1b61072eaea5
outer_0,train,66aff2bcd479119af1f7
outer_0,train,edd393c5efd083f6a532
outer_0,train,7fb29839cd265993a76c
outer_0,train,2d56497f1c2ec3edd991
outer_0,train,f06ea0af156a76a9fc46
outer_0,train,6b2d1cf68390e08acecb
outer_0,train,e5108f96e569df0628dc
outer_0,train,0c19d5cdb3fc7cfd0a8d
outer_0,train,ffbabd9cb1ea7da52864
outer_0,train,913bbd47449825014002
outer_0,train,79f8aceb3eef28aa4f30
outer_0,train,39b4183241e2880cca1c
outer_0,train,c2689d966936e2f28cb0
outer_0,train,7746b2d36626e518ee04
outer_0,train,121a2470ccf72c444a1f
outer_0,train,36b0fadc86654ba50842
outer_0,train,c770af08c0f17b6e9bdd
outer_0,train,b29013fc42352f7ce947
outer_0,train,9f62e8718070e5ddebf7
outer_0,train,50b54d437dc6a072f285
outer_0,train,9054a139df937cc26fae
outer_0,train,4ccde2b94fc04d20751a
outer_0,train,23c437e468750a7cb1f8
outer_0,train,7989764f3fb7e87d5498
outer_0,train,6a1ad20b0d1a4d8f235d
outer_0,train,26343912e7f2fac4c0bd
outer_0,train,9a67fb55fe2f2cbe2de3
outer_0,train,0454ae14be4966b1bb1a
outer_0,train,d210392121160a1b6f01
outer_0,train,41b430b8f71e2430db30
outer_0,train,823849dffd8d91c6458b
outer_0,train,1d5589f63a63df3c5bc6
outer_0,train,d74b0b398248a14297d8
outer_0,train,83dc70480d0d5d74be38
outer_0,train,d3092cba8d884568afdf
outer_0,train,dacfa0b0564820049e19
outer_0,train,f99f2e165f0a41acd502
outer_0,train,dd9d08bbda62f26ddb7c
outer_0,train,2d20dd1cab779fb8df18
outer_0,train,ca0203cf136b56fc6d92
outer_0,train,2658aea0943749dfe70d
outer_0,train,51e8b6412e9fc0058f27
outer_0,train,e6adb9d3284f9b00b28e
outer_0,train,cf0fcaca5bc2873f1e01
outer_0,train,9c746ea6b9c9d8d52e58
outer_0,train,5404ae1321f405bb36b3
outer_0,train,376945f11d347a3b7c1c
outer_0,train,9cb79fedd96c00764d89
outer_0,train,08bde4d49afce0041d4d
outer_0,train,0e99c2d00e50135fdcd9
outer_0,train,8a5c35a83fd60e261c7e
outer_0,train,cee2900e532f8409f655
outer_0,train,14b84064f44b2935f1b1
outer_0,train,4a1f7d0e47fc9745ceca
outer_0,train,5abb7d17161063c1ee88
outer_0,train,0a778a2b1c8fe5cc7092
outer_0,train,31582f7c899a1f3c1fb1
outer_0,train,aa24c6f2f6a3023d691a
outer_0,train,4124575b045ec2a0f695
outer_0,train,1c16072ec062d40d8c56
outer_0,train,4c30a2a3bec5b73ce480
outer_0,train,44ca8cf4622f390ef5cc
outer_0,train,0927e9e0e70b6fa93979
outer_0,train,93b717a33233dbfe4f46
outer_0,train,8cadb673facd04f029a8
outer_0,train,484c2cbb0d10dbd3f2f4
outer_0,train,a50156542e6bc297039e
outer_0,train,3dd57d9fdd776e357eaf
outer_0,train,4d1dcf47544ed3a18630
outer_0,train,efc48f8cbbaabcf554c6
outer_0,train,746b9119d87b4b60baa4
outer_0,train,577ed4c0d1b92e193b14
outer_0,train,57c7b26288f03d4156fa
outer_0,train,50a2668b82a7cde4d0a6
outer_0,train,cdb40a2d284aab937c2b
outer_0,train,e436dc6eb9662fe21e56
outer_0,train,8adcca24d44cbba76de1
outer_0,train,6fb8b0c5da652bc8b8c7
outer_0,train,9353997bf3a32d372c6f
outer_0,train,9d6fb49e8976346448ec
outer_0,train,486d154cdc4b42e2fe92
outer_0,train,16c49fe3d236e6dcac26
outer_0,train,f26ac2a4e652fc070855
outer_0,train,b76198fb59640e9e3832
outer_0,train,4ab46e1630113168c32e
outer_0,train,6a13da5084d0cc0c3e6e
outer_0,train,aa5cc7417a905c44e9a2
outer_0,train,989124a7172ab0fd138e
outer_0,train,ea1f4e2bad8dfa1feae6
outer_0,train,574d9b3aaacf15b93cc0
outer_0,train,5c3e9bc754a12caa93ce
outer_0,train,731f8c977b3089045b6f
outer_0,train,cef1541d2a149dd8f062
outer_0,train,0513b8d1d574543d7756
outer_0,train,ce4dbbec0974444ce065
outer_0,train,b2fc32040ad4b6c33230
outer_0,train,3b711f24fac27afc42d7
outer_0,train,e439b5f970028bc79a26
outer_0,train,add74ef8af8ba4be0ffa
outer_0,train,c77913dab42e7d89ddb1
outer_0,train,d7fd0e159706761b22cd
outer_0,train,9bc569fa98a2d66e87d4
outer_0,train,d0bf51f9d6a2e2ebce88
outer_0,train,1d8510a7bfaba96c4afc
outer_0,train,078377d96c941cb42c23
outer_0,train,8d2e1d7d7905e48a77f4
outer_0,train,7aea696afcfaa5dcede5
outer_0,train,dbf2a3c230857ee833a7
outer_0,train,460ef578c3fc411d7122
outer_0,train,84e651f3f9f793bb9540
outer_0,train,166e44f9b38b62d74fa5
outer_0,train,098457ac915fdac0698d
outer_0,train,07895596b128a1cf0a17
outer_0,train,05092525d7c56ae0b8ab
outer_0,train,d0ab5fb13cba93b6d0bd
outer_0,train,5ee493bc6ce1cd5e991c
outer_0,train,0ddb92a656a580960ff7
outer_0,train,2dc2915674aa13a91648
outer_0,train,347d606da7347bd8c1ae
outer_0,train,a7a01ce18ea621a452b8
outer_0,train,4e65ba4a8d05c996da91
outer_0,train,c391e5631ef446a4192c
outer_0,train,5b062b60762c5c01fafc
outer_0,train,bb47175e2ac69dca9bab
outer_0,train,befa6681e3164acbb8ef
outer_0,train,d740aad30f00509f4e70
outer_0,train,c5519e689ae5f4dc784b
outer_0,train,8be290efa757cc10440a
outer_0,train,c4ef5dd80c036fa027fb
outer_0,train,c2a1cb40fea667d45ee3
outer_0,train,874dbf401fbfe9e05cba
outer_0,train,bb814f766b71f619172f
outer_0,train,9594f3c772005f40709a
outer_0,train,9fdefc302cca163e0dc7
outer_0,train,90acf4be46a7c5741ee9
outer_0,train,a440a46bd5430b5bd4a2
outer_0,train,a19f8e591d0fcaf460ca
outer_0,train,a8ceb2a3f249ea509749
outer_0,train,0090890656ee8db757dc
outer_0,train,9debc42b0a6a73c0496a
outer_0,train,223bd25a1986bddd3baa
outer_0,train,0ae940c75df6c1099ab2
outer_0,train,cde083e87e86fb2b8789
outer_0,train,5e869e08c2aed018bf72
outer_0,train,c888575a871bd015fa50
outer_0,train,c853fe5742e3d477840f
outer_0,train,05787eb282461d92d61e
outer_0,train,7c025bfdc74d1256716f
outer_0,train,58d8ca6bf4678b30fa05
outer_0,train,c51065fb40cfb4d34b06
outer_0,train,874cdd888642c9f1abcc
outer_0,train,4992110b4bd10ae36ec2
outer_0,train,838e584cba38914ec012
outer_0,train,2858bdf489e7089d434d
outer_0,train,724ca1a1a15a9def7d28
outer_0,train,1f1d8dd6091c70403666
outer_0,train,8d6bc01f9a16c70de383
outer_0,train,774e1ca42b6fc96b8d76
outer_0,train,7c49fddb57ce0ec15d3a
outer_0,train,f7643efbd65e14d9e129
outer_0,train,fd575998196eabac929e
outer_0,train,bd39de29bc5acfa17d5d
outer_0,train,dd5749638068ba99313b
outer_0,train,4ff6b138b24112ab8551
outer_0,train,1818e45ba019a75453f6
outer_0,train,0420a570f80294a53cb8
outer_0,train,e1d58c167e96659a5af8
