sample_id,condition,kind,slot,reference_id,reference_WAFER_ID,reference_mrr,reference_start,reference_end,query_start,completed_before_query
bebfdab8413eaca10cec,Cond1,lag,11,c3be315f3fe5e7984a7c,-1696100360,76.45965,487029236.333,487029585.333,487105552.333,True
bebfdab8413eaca10cec,Cond1,neighbor,1,8980919da8465016e4d8,2657292942,76.1862,487105824.333,487106171.0,487105552.333,False
bebfdab8413eaca10cec,Cond1,neighbor,2,fc7619eda3203e2c8268,29494116,75.30645,487105180.333,487105536.333,487105552.333,True
bebfdab8413eaca10cec,Cond1,neighbor,3,a19f5296b00f5e9e5790,29494096,74.44695,487104991.333,487105349.333,487105552.333,True
bebfdab8413eaca10cec,Cond1,neighbor,4,54c09a4995be208bf201,29494136,75.8166,487109957.667,487110315.667,487105552.333,False
bebfdab8413eaca10cec,Cond1,neighbor,5,b2626c7857633e40d700,43494206,74.8647,487110146.667,487110504.667,487105552.333,False
bebfdab8413eaca10cec,Cond1,neighbor,6,d85a92240aeb0a22834c,29494170,74.8374,487110334.667,487110691.667,487105552.333,False
bebfdab8413eaca10cec,Cond1,neighbor,7,df3f8488077b3af474fd,43494368,75.34065,487110522.667,487110878.667,487105552.333,False
bebfdab8413eaca10cec,Cond1,neighbor,8,bca21197efa01107f8e6,29494108,74.1564,487091457.333,487091810.333,487105552.333,True
bebfdab8413eaca10cec,Cond1,neighbor,9,98e7a3a7a7e17d8d0060,43494170,77.0565,487091079.333,487091435.333,487105552.333,True
bebfdab8413eaca10cec,Cond1,neighbor,10,968ad2ee7f690e2b5339,43494194,75.6015,487082872.0,487083229.333,487105552.333,True
9b835bb633719d0ca1d2,Cond1,lag,1,ee50cc87293b87674cdf,2999014314,76.5312,485416151.0,485416504.333,485429041.333,True
9b835bb633719d0ca1d2,Cond1,lag,2,69937f326a15c996055e,3005014324,80.96775,485411902.333,485412261.333,485429041.333,True
9b835bb633719d0ca1d2,Cond1,lag,3,3a2c0d7128b1e2fc620b,3005014526,77.394,485409690.0,485410051.0,485429041.333,True
9b835bb633719d0ca1d2,Cond1,lag,4,b70083c677e3fefaab33,2979014196,70.74945,485386932.0,485387287.0,485429041.333,True
9b835bb633719d0ca1d2,Cond1,lag,5,2bfb6726237cbdd3c4d3,2975014144,69.90225,485380581.667,485380941.0,485429041.333,True
9b835bb633719d0ca1d2,Cond1,lag,6,7d21b296498b647ea4c3,2975014148,71.10975,485380393.0,485380751.0,485429041.333,True
9b835bb633719d0ca1d2,Cond1,lag,7,3cf003b0e0d9406fe666,2110498228,74.7474,485380215.0,485380562.667,485429041.333,True
9b835bb633719d0ca1d2,Cond1,lag,8,8ce8f567553326c6efae,2985014422,68.32365,485378901.0,485379259.0,485429041.333,True
9b835bb633719d0ca1d2,Cond1,lag,9,640e343d37d4ca9ca74f,2985014414,72.88755,485378703.0,485379069.0,485429041.333,True
9b835bb633719d0ca1d2,Cond1,lag,10,b0976432f5cdb0d6f981,2975014184,74.54235,485335732.667,485336091.333,485429041.333,True
9b835bb633719d0ca1d2,Cond1,lag,11,091359e46dc5fc2d3808,2981014422,77.39625,485335194.333,485335551.333,485429041.333,True
9b835bb633719d0ca1d2,Cond1,neighbor,1,2ce3a94bf983863bed62,1478254324,76.30215,485429417.333,485429774.333,485429041.333,False
9b835bb633719d0ca1d2,Cond1,neighbor,2,a4addb65a3198aeff1ac,-4033511524,76.53705,485434715.667,485435078.333,485429041.333,False
9b835bb633719d0ca1d2,Cond1,neighbor,3,cac346addfd23a187ebc,1480254074,77.23605,485434909.333,485435259.333,485429041.333,False
9b835bb633719d0ca1d2,Cond1,neighbor,4,ee50cc87293b87674cdf,2999014314,76.5312,485416151.0,485416504.333,485429041.333,True
9b835bb633719d0ca1d2,Cond1,neighbor,5,69937f326a15c996055e,3005014324,80.96775,485411902.333,485412261.333,485429041.333,True
9b835bb633719d0ca1d2,Cond1,neighbor,6,3a2c0d7128b1e2fc620b,3005014526,77.394,485409690.0,485410051.0,485429041.333,True
9b835bb633719d0ca1d2,Cond1,neighbor,7,6fdfb4e15330f101c44b,1480254108,70.0392,485453469.0,485453827.333,485429041.333,False
9b835bb633719d0ca1d2,Cond1,neighbor,8,b70083c677e3fefaab33,2979014196,70.74945,485386932.0,485387287.0,485429041.333,True
9b835bb633719d0ca1d2,Cond1,neighbor,9,db0c15a9ac20f98ef0b4,39494170,79.3761,486972030.0,486972384.0,485429041.333,False
9b835bb633719d0ca1d2,Cond1,neighbor,10,816be3b5d33120eb01b8,39494162,80.87775,486971146.0,486971498.0,485429041.333,False
515dc65b92ddc1fcd0a3,Cond1,lag,1,cdc324d89f6f41525876,1477739240,70.29945,484373285.333,484373649.0,484373479.333,False
515dc65b92ddc1fcd0a3,Cond1,lag,2,a66d9d8c7461cc0ab4e0,2921014270,69.9084,484370318.0,484370679.0,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,lag,3,c15560b98e20e870773f,2921014246,69.43905,484370124.0,484370490.0,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,lag,4,c9a5a608969d27ba5e73,-2033929434,69.1461,484369931.0,484370294.0,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,lag,5,bd65e450bee3d734c5ee,2919013980,71.643,484369734.0,484370104.0,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,lag,6,e202eaa64d4e1dfa76bc,-2033929470,69.57765,484358765.333,484359132.667,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,lag,7,837efa8dff523738c349,-2033929450,73.62825,484345662.0,484346034.667,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,lag,8,dacdc5bf837058729173,-2033929430,71.89785,484344875.667,484345242.667,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,lag,9,b61a613648884471b1ab,4179773580,77.8926,484335769.0,484336134.0,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,lag,10,ac0aa4e8d7dfa09fee1e,4179773576,74.7579,484269996.667,484270363.667,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,lag,11,afd0f1c92ef4e9c35934,4187773534,75.3621,484269795.0,484270167.667,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,neighbor,1,011fd4732dd77f6e6bb6,2921014258,69.64515,484373671.0,484402981.667,484373479.333,False
515dc65b92ddc1fcd0a3,Cond1,neighbor,2,cdc324d89f6f41525876,1477739240,70.29945,484373285.333,484373649.0,484373479.333,False
515dc65b92ddc1fcd0a3,Cond1,neighbor,3,a66d9d8c7461cc0ab4e0,2921014270,69.9084,484370318.0,484370679.0,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,neighbor,4,c15560b98e20e870773f,2921014246,69.43905,484370124.0,484370490.0,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,neighbor,5,97f628aa9110634911f7,2915014054,77.50935,484414969.0,484415331.0,484373479.333,False
515dc65b92ddc1fcd0a3,Cond1,neighbor,6,c9a5a608969d27ba5e73,-2033929434,69.1461,484369931.0,484370294.0,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,neighbor,7,bd65e450bee3d734c5ee,2919013980,71.643,484369734.0,484370104.0,484373479.333,True
515dc65b92ddc1fcd0a3,Cond1,neighbor,8,67447f788ed02751d0bb,1475739242,75.5517,484434155.0,484434513.667,484373479.333,False
515dc65b92ddc1fcd0a3,Cond1,neighbor,9,ca80b67a59cf0bfeb6a9,1477739054,77.2362,484434346.0,484434702.667,484373479.333,False
515dc65b92ddc1fcd0a3,Cond1,neighbor,10,460e20712c0730bc5c27,1477739062,79.0431,484435753.667,484436118.667,484373479.333,False
7d28fc108c3d1fcb0fdc,Cond1,lag,1,1f1f3a09923d7461c537,-2141929486,70.0587,482953354.0,482953718.0,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,lag,2,74fd749b8cb0db98f6f2,2707293042,68.2245,482932511.667,482932867.667,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,lag,3,3e3a09b10c0507ae2bc1,2707293076,70.3011,482932312.333,482932683.333,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,lag,4,fd802e02998993039923,2707293050,69.43485,482932119.667,482932479.667,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,lag,5,8ca76e6927218784fb86,2707293030,72.54285,482931922.667,482932290.667,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,lag,6,4cab8fdcda64caf7d2d1,-4027511782,66.6846,482799073.333,482799434.667,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,lag,7,870c67d2afd6fb47ba00,-4027511564,67.17675,482798888.333,482799240.333,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,lag,8,d4ed41e9d84ffaf012fb,-4027511790,70.7547,482797295.667,482797646.333,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,lag,9,c92be69667b985bd01a3,-3784722786,69.01545,482796510.0,482796871.333,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,lag,10,e2b85fd872c749e2d1b1,-2141929700,69.78255,482789050.0,482789412.0,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,lag,11,cb7d70d527803bacff76,-4027511786,69.8376,482773696.0,482774054.0,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,neighbor,1,1f1f3a09923d7461c537,-2141929486,70.0587,482953354.0,482953718.0,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,neighbor,2,011fd4732dd77f6e6bb6,2921014258,69.64515,484373671.0,484402981.667,482959470.333,False
7d28fc108c3d1fcb0fdc,Cond1,neighbor,3,cdc324d89f6f41525876,1477739240,70.29945,484373285.333,484373649.0,482959470.333,False
7d28fc108c3d1fcb0fdc,Cond1,neighbor,4,97f628aa9110634911f7,2915014054,77.50935,484414969.0,484415331.0,482959470.333,False
7d28fc108c3d1fcb0fdc,Cond1,neighbor,5,a66d9d8c7461cc0ab4e0,2921014270,69.9084,484370318.0,484370679.0,482959470.333,False
7d28fc108c3d1fcb0fdc,Cond1,neighbor,6,c15560b98e20e870773f,2921014246,69.43905,484370124.0,484370490.0,482959470.333,False
7d28fc108c3d1fcb0fdc,Cond1,neighbor,7,c9a5a608969d27ba5e73,-2033929434,69.1461,484369931.0,484370294.0,482959470.333,False
7d28fc108c3d1fcb0fdc,Cond1,neighbor,8,bd65e450bee3d734c5ee,2919013980,71.643,484369734.0,484370104.0,482959470.333,False
7d28fc108c3d1fcb0fdc,Cond1,neighbor,9,7961971dc74deb9a0ca0,-4226160416,57.9618,481734523.333,481734877.333,482959470.333,True
7d28fc108c3d1fcb0fdc,Cond1,neighbor,10,6c9290b08f3a0c0527d9,-873170306,60.16635,481734707.333,481735077.333,482959470.333,True
f87bd15cfe0b9c9d8415,Cond2,lag,1,3fbd701ac01029c806ed,4203773652,79.9785,482383520.667,482383883.667,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,lag,2,733faafbe969be847e96,-4230160408,83.0358,482383129.333,482383497.333,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,lag,3,c167fee30078a6be28cd,-903170202,82.5801,482382931.333,482383300.333,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,lag,4,0e3a81eb0cb986226385,-4230160424,75.97095,482381855.333,482382217.333,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,lag,5,44fe702ee21e353a23b9,-903170176,80.6286,482381674.333,482382023.333,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,lag,6,2089d8c28b0048b3abf2,4199773668,82.8237,482378017.0,482378381.0,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,lag,7,e7e953dc7b10073b5605,-903170140,81.90435,482377433.0,482377798.0,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,lag,8,ce5cff94cbcd745c3269,4201773444,85.90215,482371773.0,482372131.0,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,lag,9,dfc466e14b3f5260e81a,4199773466,84.6372,482371582.333,482371940.667,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,lag,10,e3a004e92368d0546cf2,-897170374,84.3513,482371191.333,482371557.0,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,lag,11,e3a5c3d544792e0f40b0,4201773430,80.31345,482362700.333,482363062.333,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,neighbor,1,3fbd701ac01029c806ed,4203773652,79.9785,482383520.667,482383883.667,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,neighbor,2,733faafbe969be847e96,-4230160408,83.0358,482383129.333,482383497.333,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,neighbor,3,c167fee30078a6be28cd,-903170202,82.5801,482382931.333,482383300.333,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,neighbor,4,0e3a81eb0cb986226385,-4230160424,75.97095,482381855.333,482382217.333,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,neighbor,5,44fe702ee21e353a23b9,-903170176,80.6286,482381674.333,482382023.333,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,neighbor,6,2089d8c28b0048b3abf2,4199773668,82.8237,482378017.0,482378381.0,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,neighbor,7,e7e953dc7b10073b5605,-903170140,81.90435,482377433.0,482377798.0,482392912.667,True
f87bd15cfe0b9c9d8415,Cond2,neighbor,8,b009b83ae1df8897e4f9,4199773636,82.80465,482409163.0,482409527.0,482392912.667,False
f87bd15cfe0b9c9d8415,Cond2,neighbor,9,8075935dd60f4796e841,-2133929492,80.89845,482409357.0,482409722.0,482392912.667,False
f87bd15cfe0b9c9d8415,Cond2,neighbor,10,07c601a6147558842993,-4216160640,81.0711,482409552.0,482409912.0,482392912.667,False
2bee269ffc1783adc8f9,Cond2,lag,1,cb3faea45eb5a7a905fe,3037014464,86.41125,484876493.333,484876850.0,484878093.333,True
2bee269ffc1783adc8f9,Cond2,lag,2,9f01c980fa1958b2f806,3031014576,86.8221,484876304.333,484876663.0,484878093.333,True
2bee269ffc1783adc8f9,Cond2,lag,3,becdf9651be28618e8e3,2663292696,85.6881,484873534.333,484873900.333,484878093.333,True
2bee269ffc1783adc8f9,Cond2,lag,4,706895e70a25b52a0444,-4045511824,83.6727,484873339.333,484873708.333,484878093.333,True
2bee269ffc1783adc8f9,Cond2,lag,5,0da647c8d6f4bd982136,-4045511868,84.015,484873144.667,484873510.333,484878093.333,True
2bee269ffc1783adc8f9,Cond2,lag,6,465d4c727adcab8e31eb,2663292700,86.7111,484872613.333,484872972.0,484878093.333,True
2bee269ffc1783adc8f9,Cond2,lag,7,35552005e2e5bb9437a8,3035014478,87.43395,484872425.333,484872783.333,484878093.333,True
2bee269ffc1783adc8f9,Cond2,lag,8,c538d6e68f5c2e9ce02b,3037014480,83.46315,484865666.667,484866021.333,484878093.333,True
2bee269ffc1783adc8f9,Cond2,lag,9,8146113cc7cd6c341483,-4045511836,82.2303,484863487.333,484863850.333,484878093.333,True
2bee269ffc1783adc8f9,Cond2,lag,10,26c63f3c5839c506aaf9,-4045511816,84.15975,484863099.0,484863461.0,484878093.333,True
2bee269ffc1783adc8f9,Cond2,lag,11,c715a0b4ae7af068cb3d,3035014548,84.91215,484856698.333,484857052.333,484878093.333,True
2bee269ffc1783adc8f9,Cond2,neighbor,1,cb3faea45eb5a7a905fe,3037014464,86.41125,484876493.333,484876850.0,484878093.333,True
2bee269ffc1783adc8f9,Cond2,neighbor,2,9f01c980fa1958b2f806,3031014576,86.8221,484876304.333,484876663.0,484878093.333,True
2bee269ffc1783adc8f9,Cond2,neighbor,3,cf8054ad4e397ee2b106,3031014588,83.95515,484882591.667,484882947.0,484878093.333,False
2bee269ffc1783adc8f9,Cond2,neighbor,4,2a2939c71a2c18a9260d,-4045511832,86.3877,484882778.0,484883137.0,484878093.333,False
2bee269ffc1783adc8f9,Cond2,neighbor,5,0503fa7532d16231373b,-4043511796,86.1816,484883279.333,484883622.333,484878093.333,False
2bee269ffc1783adc8f9,Cond2,neighbor,6,9f901e12f57b2b0c8c22,-4045511848,85.5699,484883455.333,484883814.333,484878093.333,False
2bee269ffc1783adc8f9,Cond2,neighbor,7,39aa390ac4260261ad21,3031014568,86.2803,484883646.0,484884002.333,484878093.333,False
2bee269ffc1783adc8f9,Cond2,neighbor,8,69f3a61f65c9cc132300,3033014334,85.78935,484883837.333,484884198.333,484878093.333,False
2bee269ffc1783adc8f9,Cond2,neighbor,9,e3e44935e8d22fa2ab7b,3031014466,88.93695,484884029.0,484884387.333,484878093.333,False
2bee269ffc1783adc8f9,Cond2,neighbor,10,becdf9651be28618e8e3,2663292696,85.6881,484873534.333,484873900.333,484878093.333,True
d2ba0a012398f74e2ef8,Cond2,lag,1,ffbabd9cb1ea7da52864,1296253558,84.9201,486439841.333,486440197.667,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,lag,2,3f027319c845be8081b3,1294253614,82.7115,486439643.667,486440007.667,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,lag,3,f06ea0af156a76a9fc46,1296253546,82.73565,486436658.667,486437018.333,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,lag,4,005be3f7ea5942661e21,1292253518,79.16385,486436471.333,486436826.333,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,lag,5,c149af98f8893fcf94dc,1290253654,82.5711,486436279.667,486436638.333,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,lag,6,913bbd47449825014002,1296253604,76.1958,486436098.667,486436448.333,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,lag,7,75eb3a3862995b23b818,1292253562,81.72885,486435812.333,486436173.333,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,lag,8,1874d1b13981c7f9feb1,1292253510,78.38415,486435626.333,486435979.667,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,lag,9,5c6db2df849803923098,1292253542,81.6159,486435439.667,486435794.667,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,lag,10,7580d1a9f9836344443c,1292253530,80.78445,486435242.667,486435605.667,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,lag,11,3dad972df935afe3e6a3,1292253550,81.88305,486433208.333,486433563.333,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,neighbor,1,2d56497f1c2ec3edd991,1296253538,81.31305,486445003.333,486445362.667,486444820.333,False
d2ba0a012398f74e2ef8,Cond2,neighbor,2,dd673076ab114319d60b,3625681396,74.0673,486445194.333,486445558.667,486444820.333,False
d2ba0a012398f74e2ef8,Cond2,neighbor,3,e5108f96e569df0628dc,1296253550,81.4959,486445390.667,486445751.333,486444820.333,False
d2ba0a012398f74e2ef8,Cond2,neighbor,4,0f850735ed3b5bba8afa,1294253606,77.9223,486445581.667,486445945.333,486444820.333,False
d2ba0a012398f74e2ef8,Cond2,neighbor,5,66aff2bcd479119af1f7,1296253530,80.27625,486445775.333,486446138.667,486444820.333,False
d2ba0a012398f74e2ef8,Cond2,neighbor,6,ffbabd9cb1ea7da52864,1296253558,84.9201,486439841.333,486440197.667,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,neighbor,7,d6604001e893d50465c9,1290253748,80.59335,486445968.333,486446340.333,486444820.333,False
d2ba0a012398f74e2ef8,Cond2,neighbor,8,3f027319c845be8081b3,1294253614,82.7115,486439643.667,486440007.667,486444820.333,True
d2ba0a012398f74e2ef8,Cond2,neighbor,9,edd393c5efd083f6a532,1296253534,81.7032,486446170.333,486446513.333,486444820.333,False
d2ba0a012398f74e2ef8,Cond2,neighbor,10,f06ea0af156a76a9fc46,1296253546,82.73565,486436658.667,486437018.333,486444820.333,True
566de29f17b444f9d704,Cond2,lag,1,fb4846caac2397f192a5,3625681392,88.63455,486494464.333,486494817.333,486495354.333,True
566de29f17b444f9d704,Cond2,lag,2,1252bc43010f2e1806a7,3625681348,91.728,486494075.0,486494437.333,486495354.333,True
566de29f17b444f9d704,Cond2,lag,3,1c16072ec062d40d8c56,1310253788,85.35075,486473355.333,486473710.667,486495354.333,True
566de29f17b444f9d704,Cond2,lag,4,87ec0a059c3493cc9d98,1294253800,91.1934,486473163.667,486473523.667,486495354.333,True
566de29f17b444f9d704,Cond2,lag,5,37a0692e686e1528d545,2667292672,90.6483,486466492.667,486466848.667,486495354.333,True
566de29f17b444f9d704,Cond2,lag,6,e1f9b37e1b61072eaea5,1296253522,86.8125,486465146.667,486465516.667,486495354.333,True
566de29f17b444f9d704,Cond2,lag,7,f7ad18590ddb3ed17bca,3623681188,86.2197,486456975.667,486457340.667,486495354.333,True
