partition,sample_id,WAFER_ID,STAGE,condition,truth,P2_Persistent,P2_KNN,P2_LR,P2_SVR,P2_Bagging,P2_Ridge,original,no_lr,ridge10,error,squared_error,lr_removal_delta,original_lr_weighted_contribution,history_lag_count,history_neighbor_count,references_not_completed,nearest_usage_distance,input_outside_train_range_count,max_abs_standardized_input,sum_absolute_linear_contributions,truth_outside_non_lr_prediction_range,min_non_lr_prediction,max_non_lr_prediction,qc_primary_missing,qc_primary_episodes,qc_primary_fallback,qc_primary_ambiguous,qc_primary_span,qc_primary_max_gap,qc_primary_phase_duration,qc_secondary_missing,qc_secondary_episodes,qc_secondary_fallback,qc_secondary_ambiguous,qc_secondary_span,qc_secondary_max_gap,qc_secondary_phase_duration
validation,43e629248987f68e519e,-4113511804,A,Cond1,55.0008,56.95725,57.97002,57.74218025481696,58.08330934602382,55.63057996699451,57.234602241476864,56.77986863501388,56.77986811799661,56.821773619134895,1.7790686350138785,3.1650852080901446,-5.170172698854003e-07,3.1022891636249055e-05,11,10,7,8.894036159771487,1,2.922508396151371,24273.171307554283,True,55.63057996699451,58.08330934602382,False,3,False,False,188.66699999570847,3.0,72.0,False,3,False,False,159.0,3.0,71.66699999570847
validation,a83de54d465f5cb81ccb,-4113511800,A,Cond1,62.8974,59.68785,61.49290499999999,63.48106362360477,69.3923427175168,59.370637623645855,62.847404672028084,62.7277844825814,62.72778407787016,62.73880757640658,-0.16961551741859893,0.028769423749179037,-4.0471123696761424e-07,3.4106196701580807e-05,11,10,8,8.441632470561935,0,7.735409115470791,23277.500298085088,False,59.370637623645855,69.3923427175168,False,2,False,True,175.66699999570847,6.0,23.0,False,3,False,False,159.33399999141693,4.0,70.33399999141693
validation,bbab8b2708d9ab5a6aee,-4113511784,A,Cond1,58.55055,59.8572,56.675775,60.17706294084178,57.08322220035075,56.742234691536645,59.417296234592804,57.0612000125646,57.06119833851751,57.27832183545294,-1.4893499874354035,2.2181633850738365,-1.67404709117136e-06,3.233107053393149e-05,10,10,5,23.226324154846402,0,2.916761427444429,24309.707781043508,False,56.675775,59.8572,False,3,False,False,194.33300000429153,2.333999991416931,72.66600000858307,False,3,False,False,159.66600000858307,3.0,70.66699999570847
validation,2b4a29e6a9f1acebd6f1,-4113511764,A,Cond1,62.93565,60.59415,61.49290499999999,62.73549949573669,64.99849579082797,61.436213227573326,62.43894615626472,62.469755714197966,62.46975557142289,62.46691636513658,-0.46589428580203673,0.2170574855429899,-1.4277507887072716e-07,3.3705630684768574e-05,11,10,9,9.733235159849983,0,3.795370618755486,41026.602377282434,False,60.59415,64.99849579082797,False,3,False,False,188.0,3.0,58.0,False,0,True,True,157.0,3.666000008583069,157.0
validation,c188a41b25b300b96a7a,-4111512054,A,Cond1,77.4042,78.4977,78.725085,75.63750897493264,78.78349972750965,78.69396497146955,77.51339921579275,78.7112516477808,78.71125329919815,78.60086643121586,1.3070516477807956,1.708384009966493,1.6514173495352225e-06,4.0637437557952304e-05,11,10,4,8.645730001158883,0,2.134372486517899,4075.274556665319,True,78.4977,78.78349972750965,False,3,False,False,185.66699999570847,5.333000004291534,68.66699999570847,False,2,False,False,161.0,3.0,49.0
validation,0c2a9a5204a36526421a,-4045511860,A,Cond1,74.30505,76.19625,75.818865,76.3647279149317,74.61821010933812,74.68095234742205,75.6292502690763,74.91939577516659,74.91939499863884,74.9848108962092,0.6143457751665977,0.37742073146504784,-7.765277558746675e-07,4.10281473349621e-05,11,10,3,7.937070949566225,0,3.1408681984648252,34891.577517447775,True,74.61821010933812,76.19625,False,3,False,False,180.0,5.333000004291534,69.33300000429153,False,0,True,True,157.0,4.333000004291534,157.0
validation,aad8247e4605a919c1f5,-4045511832,A,Cond1,77.56245,73.93245,73.18038,77.48030438442368,77.28408217359461,77.9745141144751,77.14679500701148,76.8468530185161,76.84685267818426,76.8744935191792,-0.7155969814838983,0.5120790399088666,-3.403318373784714e-07,4.1627508283445016e-05,11,10,7,16.910189926166332,0,1.530832187461136,17465.57140944734,False,73.18038,77.9745141144751,False,3,False,False,184.0,2.0,66.66600000858307,False,3,False,False,157.0,4.0,69.66600000858307
validation,9420a085cea3ab285dc0,-4043511780,A,Cond1,78.8493,73.93245,73.49517,76.14209043581536,78.01035652482773,76.67104574148702,76.1889663000827,76.46768683962807,76.46768701455996,76.44200182707412,-2.381613160371927,5.672081245656758,1.7493188408934657e-07,4.090853185874846e-05,11,10,5,26.548302344056616,0,1.5345237852890723,17783.911605983965,True,73.49517,78.01035652482773,False,3,False,False,183.66600000858307,2.0,66.0,False,3,False,False,157.33399999141693,3.0,68.66600000858307
validation,a5473f8af252e2caeb21,-4027511572,A,Cond1,69.73065,70.7547,70.86727500000002,71.9944053415361,71.18654017910177,69.2588255035881,71.47796542260448,70.16453957918488,70.1645385960603,70.28557593751505,0.43388957918487847,0.18826016692523093,-9.83124579079231e-07,3.868012301354596e-05,11,10,4,9.0504496073557,0,1.522438544923334,22864.877503747022,False,69.2588255035881,71.18654017910177,False,3,False,False,191.0,5.666000008583069,63.33399999141693,False,2,False,False,159.0,3.6669999957084656,76.0
validation,8855d674c5b6858c6318,-4025511492,A,Cond1,65.29755,65.40075,69.07542000000001,68.71295498836139,67.39716705568114,67.47678310145481,67.07914953867994,67.51247626657752,67.51247562160118,67.47254295386529,2.214926266577521,4.905898366375036,-6.449763390037333e-07,3.691711236401688e-05,11,10,6,8.71574177926623,3,2.801686771479361,20738.652235723566,True,65.40075,69.07542000000001,False,3,False,False,187.0,3.6669999957084656,71.0,False,3,False,False,158.0,3.6669999957084656,70.33300000429153
validation,6638a17cc405df12960e,-4019511786,A,Cond1,64.94235,64.8966,67.14849000000001,97.72440069395711,72.36420773009323,69.17451426414655,80.89399941791935,69.57541531748025,69.57540019398841,70.6184527123088,4.633065317480245,21.46529423603832,-1.5123491834856395e-05,5.250396641704751e-05,11,10,4,8.3787330924436,10,81.35746332369627,40005.420191852565,False,64.8966,72.36420773009323,False,0,True,True,784.6669999957085,3.0,784.6669999957085,False,0,True,True,190.33399999141693,37.33399999141693,190.33399999141693
validation,a4f3938550d07e6b6bd4,-3784722778,A,Cond1,67.0023,66.1359,70.64916000000001,69.83594866296909,67.2544193340485,69.47043915062117,68.84352787888993,68.70921235706014,68.70921175170307,68.72158950021607,1.7069123570601334,2.9135497946845805,-6.053570729136482e-07,3.7520458322236764e-05,11,10,7,53.411278615853014,1,1.6052986529100444,37031.902886228534,False,66.1359,70.64916000000001,False,3,False,False,186.33300000429153,3.0,70.66699999570847,False,0,True,True,156.66699999570847,3.0,156.66699999570847
validation,6fea2ad58175b6cfd403,-2701400556,A,Cond1,67.7223,68.8947,69.83172,69.24177612012977,68.91035708591914,69.70604897744757,69.23336450080757,69.4215226489872,69.4215227455589,69.40418323850967,1.6992226489872024,2.8873576108310854,9.657169641741348e-08,3.720122980803114e-05,11,10,9,26.021748458170453,0,1.0792780569835985,19813.32400182492,True,68.8947,69.83172,False,3,False,False,185.66699999570847,3.0,71.0,False,3,False,False,160.0,4.0,69.66699999570847
validation,5e2cd51318771fb8e12a,-2579249780,A,Cond1,55.46355,53.42655,55.88763,54.341736578203154,56.66122612972433,56.29723684761227,53.947727216050254,56.14859846371209,56.148599434477504,55.94578058167473,0.6850484637120928,0.46929139763429856,9.707654129442744e-07,2.9195949958099343e-05,11,10,4,9.08137123586419,0,2.9817513335177646,23557.05557620815,False,53.42655,56.66122612972433,False,3,False,False,192.66699999570847,2.6669999957084656,70.33300000429153,False,1,False,True,157.0,3.3330000042915344,31.0
validation,8249ff20fcd08f77241f,-2569250018,A,Cond1,72.4482,75.67185,71.038365,74.11181057070587,75.79329565878648,74.81157072244002,73.95233733253653,74.67942189639453,74.67942220135279,74.6124185299225,2.23122189639453,4.978351150950402,3.0495826308651885e-07,3.981773217005302e-05,11,10,10,11.461670280397422,0,1.6052986529100444,38679.834443270156,False,71.038365,75.79329565878648,False,3,False,False,183.0,3.333999991416931,66.0,False,0,True,True,158.33399999141693,3.333999991416931,158.33399999141693
validation,fbe197aea1f068b2a304,-2565250034,A,Cond1,68.3805,70.70115,70.671795,70.09124514635107,71.12595732032364,69.93864131120354,69.68358564006836,70.45141154395048,70.45141173745564,70.38065360487518,2.070911543950487,4.28867462286739,1.9350515856331185e-07,3.765762036052703e-05,11,10,7,74.76421078095171,0,1.7574892770248154,38050.538997269614,True,69.93864131120354,71.12595732032364,False,3,False,False,183.0,3.333999991416931,71.0,False,0,True,True,158.0,3.333999991416931,158.0
validation,6dc3424dfb73edbc468b,-2143929752,A,Cond1,64.9194,62.0946,64.4328,66.49230881312928,67.42477401150889,64.59486234364803,66.66161900411534,65.25735750013672,65.25735683663943,65.38676500466352,0.3379575001367243,0.11421527189866403,-6.634972891106372e-07,3.572403539060402e-05,11,10,6,8.831164741811335,0,1.889439949078777,21211.64449570722,False,62.0946,67.42477401150889,False,3,False,False,192.0,3.6669999957084656,67.66699999570847,False,3,False,False,158.0,3.6669999957084656,71.0
validation,06c305d1b62943d60095,-2143929706,A,Cond1,62.85795,62.6505,64.4328,63.349591882584605,63.78916411735992,63.16908802452963,63.39064492888572,63.48623049905892,63.486230572470205,63.477421987213,0.628280499058917,0.39473638549772183,7.341128593907342e-08,3.403556144747543e-05,11,10,10,9.261882083142147,0,2.92355798019454,21272.83660526226,False,62.6505,64.4328,False,3,False,False,199.0,3.6669999957084656,70.0,False,3,False,False,159.0,4.0,72.66600000858307
validation,19ee154edb10a2b6819a,-2139929768,A,Cond1,67.8597,69.3282,70.704435,68.65739938370817,69.78530394586772,68.5587383662442,68.52451468459402,69.26867651926773,69.26867684768615,69.20009943780569,1.4089765192677248,1.9852148318477933,3.2841842312336667e-07,3.688726424440419e-05,11,10,9,8.70068376441218,0,1.5623357901385748,16205.030591984392,True,68.5587383662442,70.704435,False,3,False,False,187.0,5.333999991416931,72.0,False,3,False,False,158.66699999570847,4.0,69.66699999570847
validation,ae428e5c9107ba6ff91d,-2137929706,A,Cond1,70.85235,69.4599,70.13334,73.22777915630127,71.44670116608513,72.32111523809083,72.33763483692029,71.56291019370869,71.56290929923126,71.63430324181253,0.7105601937086874,0.5048957888833273,-8.944774236852027e-07,3.934277243262907e-05,11,10,7,16.79277118638367,0,1.6981873946930695,37386.48091207343,False,69.4599,72.32111523809083,False,3,False,False,191.0,3.6669999957084656,66.0,False,0,True,True,160.0,3.3330000042915344,160.0
validation,fb04bee46065ca73e235,-2137929500,A,Cond1,68.70165,61.78755,69.93762000000001,69.49575160831671,68.20567097674437,67.74514684480506,69.01314341572298,67.74456092614554,67.7445599852904,67.86146483505435,-0.957089073854462,0.9160194952915918,-9.408551449041624e-07,3.733768212094202e-05,11,10,8,39.726726818940286,0,1.845943873744161,37919.94944423436,False,61.78755,69.93762000000001,False,3,False,False,195.33300000429153,3.333999991416931,66.0,False,0,True,True,157.66699999570847,3.6669999957084656,157.66699999570847
validation,2916179f75a3796da4ba,-2135929460,A,Cond1,81.90345,80.1816,78.661125,80.92287466060715,79.40007269826928,79.73953504918903,80.46198801532684,79.52672260540011,79.52672185529515,79.61291023463613,-2.3767273945998966,5.648833108241613,-7.501049594793585e-07,4.347708313768344e-05,11,10,5,8.799826450134367,0,1.9194432294602632,17661.233759797662,True,78.661125,80.1816,False,3,False,False,189.33300000429153,5.666999995708466,67.0,False,3,False,False,160.0,5.0,70.33300000429153
validation,eb26ebcfb5fae6e59c49,-2131929474,A,Cond1,73.4427,78.31905,73.55421000000001,74.42034819881447,75.24166676265799,74.66437555770318,74.52380583256229,74.95769727096,74.95769755965938,74.91771276563378,1.514997270959995,2.295216731016233,2.886993826223261e-07,3.9983498848073804e-05,11,10,7,8.72537300372155,0,1.0795984109744077,17938.91643404116,True,73.55421000000001,78.31905,False,3,False,False,187.33399999141693,3.0,67.66600000858307,False,3,False,False,157.0,2.6669999957084656,71.33399999141693
validation,b004fe14fdaeae2c83b0,-2129929666,A,Cond1,75.27345,78.31905,73.55421000000001,75.62151531530844,76.5764937309829,75.25905716676041,75.31033538784699,75.65768878229143,75.65768880172621,75.62567884661375,0.38423878229143327,0.14763944181680344,1.9434779119364975e-08,4.062884471356716e-05,11,10,7,17.433815176728633,0,1.5271718821738571,18984.08310956759,False,73.55421000000001,78.31905,False,3,False,False,187.66600000858307,3.0,70.0,False,3,False,False,157.33399999141693,4.0,67.66600000858307
validation,4507b20bb310dae1f23d,-2129929480,A,Cond1,72.8082,75.34995,75.17754,73.00001873850276,73.32807159950423,73.90794982998204,73.4498825677979,74.00060726456704,74.00060780214922,73.94985635038138,1.1924072645670378,1.4218350845922458,5.375821814368464e-07,3.9220404577289904e-05,11,10,3,8.574169538781621,0,1.5975165817582424,18503.361909300995,True,73.32807159950423,75.34995,False,3,False,False,186.33300000429153,5.666999995708466,70.66699999570847,False,3,False,False,159.0,3.0,71.0
validation,369cae0991b42cd5e6a3,-2039929184,A,Cond1,67.3461,68.59785,67.14849000000001,66.59175308838039,67.65815377562582,68.39776077709331,66.24793647829014,68.02317863776493,68.02317940682117,67.8595839326286,0.6770786377649216,0.45843548171760196,7.690562426887482e-07,3.577746338659146e-05,11,10,2,8.88035263021548,0,1.8040151227789147,35302.25144294279,False,67.14849000000001,68.59785,False,3,False,False,190.0,2.3330000042915344,70.33399999141693,False,0,True,True,156.66600000858307,2.666000008583069,156.66600000858307
validation,ecff7508e343e495914e,-2033929426,A,Cond1,69.18015,73.62825,75.323265,71.76986210825032,72.28191145756976,72.61276387738093,72.29668033556871,72.93916419509162,72.93916482331784,72.87995740288797,3.7590141950916234,14.130187718900325,6.282262177137454e-07,3.8559483641025965e-05,11,10,5,118.90884289675154,0,2.6992750518498565,21652.951999245746,True,72.28191145756976,75.323265,False,3,False,False,195.0,2.6669999957084656,70.0,False,3,False,False,160.0,3.333999991416931,70.0
validation,cbfa9e1817c7bcd758eb,-1714100698,A,Cond1,73.91655,71.89785,76.13749500000002,73.03161543465035,72.55462373963013,73.42210521303699,73.18471701151188,73.40311504150088,73.403115241095,73.38298900295752,-0.5134349584991185,0.2636154566089915,1.9959411190484388e-07,3.9237380397675006e-05,11,10,6,9.252189488853773,0,1.9507187400463213,20645.62548457657,False,71.89785,76.13749500000002,False,3,False,False,191.33300000429153,5.666999995708466,71.0,False,3,False,False,157.66699999570847,3.666000008583069,70.33300000429153
validation,1e3fd5ac2f2b0dbcdebe,-903170206,A,Cond1,79.2612,79.8045,78.859965,79.56746206327932,77.69830122865575,78.18624387534001,78.69676227606567,78.24168709351648,78.24168638122272,78.2836233779086,-1.019512906483527,1.039406566486489,-7.122937546455432e-07,4.27488664693182e-05,11,10,5,8.230609150720298,0,3.479974788819444,16072.061980105447,False,77.69830122865575,79.8045,False,3,False,False,187.0,6.333000004291534,69.66699999570847,False,3,False,False,158.33300000429153,3.0,70.66699999570847
validation,37bd4ace14c08990a90b,-899170168,A,Cond1,56.14875,58.9947,62.929619999999986,59.21814163767738,59.01311928327003,59.29430108443849,59.34148569118441,59.66235824181612,59.662358480478595,59.63278881692639,3.5136082418161223,12.345442876958183,2.3866247289561215e-07,3.181587502963152e-05,11,10,4,9.026151041279064,0,2.1184366804154786,18749.27188885297,True,58.9947,62.929619999999986,False,3,False,False,191.66699999570847,2.3330000042915344,71.66699999570847,False,3,False,False,159.0,5.333999991416931,71.33300000429153
validation,42e6ea0210140bc76b72,-897170426,A,Cond1,70.58565,79.60575,74.95725000000002,75.07357389860253,73.17823693217764,73.62043329662592,77.02900011105079,74.09007282363619,74.09007229523456,74.36090581436541,3.5044228236361903,12.28097932682225,-5.284016282303128e-07,4.033445459669827e-05,11,10,8,7.9663854871150965,8,7.973001677794062,34959.60104626104,True,73.17823693217764,79.60575,False,1,False,True,149.33300000429153,6.0,13.333000004291534,False,0,True,True,156.33300000429153,3.0,156.33300000429153
validation,a8d22d4f76707691ab89,-897170410,A,Cond1,86.1654,82.58775,76.22536500000001,80.98638378623146,78.27043776617022,81.76688925581057,80.57153689894625,80.03473725459577,80.03473674330849,80.08420494543273,-6.130662745404237,37.58502569788742,-5.112872827339743e-07,4.351120441113486e-05,11,10,9,20.43801037742878,0,2.955409579402607,34625.80054401257,True,76.22536500000001,82.58775,False,3,False,False,189.0,3.0,66.0,False,0,True,True,157.0,5.333999991416931,157.0
validation,78077204d4daf49c8b91,-897170402,A,Cond1,77.34765,78.9837,74.95725000000002,78.49527976881166,75.7343638298669,76.53357881640568,77.13299227455342,76.25959678100021,76.25959557984386,76.340082449631,-1.0880532189997894,1.1838598073758035,-1.201156351271493e-06,4.217281972171032e-05,11,10,7,8.703188765766622,0,1.8453797398415226,17104.422031128976,False,74.95725000000002,78.9837,False,3,False,False,188.33300000429153,3.0,70.33399999141693,False,3,False,False,157.33399999141693,3.0,70.33300000429153
validation,5ecc3ce82801dcac57b8,-879170258,A,Cond1,66.5364,66.07485,66.716655,64.94505404120002,64.43398752360284,65.11442945095837,64.57389529011162,65.18533072665328,65.18533085574578,65.12898471309086,-1.3510692733467238,1.8253881813816442,1.2909249846870807e-07,3.4892748506191196e-05,11,10,8,97.90755905107339,0,2.27330986703885,22587.506887992786,False,64.43398752360284,66.716655,False,3,False,False,190.66600000858307,6.333999991416931,70.33399999141693,False,3,False,False,159.66600000858307,3.333999991416931,69.66600000858307
validation,446bbd30f2fe62b994bb,-877170358,A,Cond1,68.87265,69.24525,64.89607500000001,67.57549375562564,66.93832254174731,68.83389477598013,66.47126929902932,67.77034202264058,67.77034212732593,67.65062756210203,-1.1023079773594162,1.2150828769502073,1.0468535549534863e-07,3.630599348336721e-05,11,10,8,8.781239808015233,0,2.1304811361950775,20337.87704304186,False,64.89607500000001,69.24525,False,3,False,False,187.0,2.0,70.0,False,3,False,False,159.66600000858307,3.0,71.0
validation,6499c18f61a0d2643d1c,-877170346,A,Cond1,61.8921,65.90055,61.9875,61.82201297441384,61.718724989650596,60.839681035497804,61.69893146698263,61.62124756711025,61.62124745924584,61.628406339801636,-0.2708524328897468,0.0733610404022948,-1.0786440896026761e-07,3.321484572934928e-05,11,10,6,8.818373767040864,0,2.2774426083787676,21282.15609028405,False,60.839681035497804,65.90055,False,3,False,True,185.0,3.6669999957084656,38.666999995708466,False,3,False,False,159.66699999570847,5.333999991416931,71.66699999570847
validation,156af913d16fab3692d6,-877170342,A,Cond1,57.99435,57.82185,62.408474999999996,60.34961490449854,59.51819619361787,60.34125044325051,60.15696434598044,60.179613320821,60.17961322948494,60.17752604762532,2.185263320821001,4.775375781325629,-9.133605516353782e-08,3.2423776781712965e-05,11,10,11,8.898261925681764,0,2.3084734119078067,37957.03020576906,False,57.82185,62.408474999999996,False,3,False,False,184.33300000429153,2.6669999957084656,75.0,False,0,True,True,156.0,2.0,156.0
validation,fe7b9a4c29924993cbd4,-877170334,A,Cond1,63.2166,63.34515,62.848440000000004,63.04687621052551,63.64120348913333,63.579486535554295,62.51230330266999,63.48589916319003,63.48589939906213,63.39617876843659,0.269299163190027,0.0725220392948488,2.3587210051800866e-07,3.387292270662012e-05,11,10,10,8.822670228140503,0,2.256162289205122,22740.977782214835,False,62.848440000000004,63.64120348913333,False,3,False,False,197.0,5.0,72.0,False,3,False,False,159.66699999570847,4.0,76.0
validation,a654b953ed1796c42099,-877170252,A,Cond1,64.60275,61.4217,62.848440000000004,62.13535486278033,62.466170617427416,63.03868620311564,62.25775225160645,62.72308446425575,62.72308478002288,62.6802025950441,-1.8796655357442518,3.533142526264725,3.1576713155345715e-07,3.3383193571515854e-05,11,10,7,9.011864953223157,0,2.25588761401643,21769.602772880215,True,61.4217,63.03868620311564,False,3,False,False,188.33399999141693,2.333999991416931,71.0,False,2,False,False,159.33300000429153,3.0,76.33399999141693
validation,d5b120fefe220d7d0e79,-875170112,A,Cond1,61.93845,58.27905,59.152665,58.4697103201994,58.94070004693933,56.48948007679776,58.5884541068166,57.71387402314436,57.71387361705926,57.7944695781201,-4.22457597685564,17.84704218422578,-4.060851068743432e-07,3.141376857024896e-05,4,10,6,56.561700441626805,0,3.3165267090646227,22761.62008040262,True,56.48948007679776,59.152665,False,3,False,False,190.0,3.0,48.0,False,3,False,False,159.66600000858307,5.666000008583069,68.0
validation,4a91e288bfc11ebeeb16,-873170362,A,Cond1,64.2726,61.0698,61.977975,65.5868106134161,65.28744077605585,63.663347355896676,65.58349122381627,63.75215997751115,63.75215899181581,63.92092331138202,-0.5204400224888488,0.27085781700819345,-9.856953369080657e-07,3.523754228621216e-05,11,10,2,9.018147723921746,0,4.094153381737013,25541.37390163182,False,61.0698,65.28744077605585,False,3,False,False,194.66699999570847,5.666999995708466,66.33300000429153,False,3,False,False,163.66699999570847,3.3330000042915344,71.66699999570847
