sample_id,WAFER_ID,STAGE,cohort,split,group_id,condition,route,machine,start,end,p3_cpp,p3_first,excluded_extreme,phase_fallback
6bef49db4e5a38a0503c,-4113511752,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481737011.333,481737389.333,286,0.0,False,False
7920a0d1b98d1a5a5ca0,-4113511748,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481680628.0,481680996.0,275,0.0,False,False
5cfa9f94fcf3ede8b23c,-4113511748,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481733066.333,481733423.333,285,0.0,False,True
a2fab8de1d0ed8453a2e,-4111512062,A,training,test,CMP-training-020.csv,Cond1,456,2,482361262.0,482361622.333,365,0.0,False,False
c6913b39a81fd7ac4495,-4111512058,A,training,test,CMP-training-020.csv,Cond1,456,2,482369267.0,482369624.0,367,0.0,False,False
0143f6c3d6640aaa957b,-4111512058,B,training,test,CMP-training-020.csv,Cond2,456,2,482422102.333,482422468.333,378,0.0,False,False
3ae3d41b2dc600ea6397,-4111512050,A,training,test,CMP-training-020.csv,Cond1,456,2,482375794.333,482376161.0,369,1.0,False,False
b2b7fb62f8bd2bdb8af6,-4111512046,B,training,test,CMP-training-020.csv,Cond2,456,2,482471945.0,482472305.0,387,0.0,False,False
ca22bd9c693d68fbfc84,-4111511824,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481697203.333,481697565.333,277,0.0,False,False
93659f4971aae77e7cd5,-4111511824,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481741649.0,481742032.333,287,0.0,False,False
000b67a33cdcbc155900,-4111511820,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481680826.0,481681191.0,275,0.0,False,False
58336438c8353884b0b8,-4111511820,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481736383.333,481736756.333,286,0.0,False,False
7c48a414ed1eaa23d6f0,-4111511816,A,training,train,CMP-training-014.csv,Cond1,456,2,482180486.0,482180849.0,342,0.0,False,False
3821aac0f62bfaea784c,-4111511812,B,training,test,CMP-training-020.csv,Cond2,456,2,482283224.0,482283573.0,349,0.0,False,True
0da647c8d6f4bd982136,-4045511868,B,training,train,CMP-training-101.csv,Cond2,456,2,484873144.667,484873510.333,648,0.0,False,False
9f901e12f57b2b0c8c22,-4045511848,B,training,train,CMP-training-101.csv,Cond2,456,2,484883455.333,484883814.333,651,0.0,False,False
8146113cc7cd6c341483,-4045511836,B,training,train,CMP-training-101.csv,Cond2,456,2,484863487.333,484863850.333,646,0.0,False,False
2a2939c71a2c18a9260d,-4045511832,B,training,train,CMP-training-101.csv,Cond2,456,2,484882778.0,484883137.0,651,0.0,False,False
21cbb1a006dc7e34f5f8,-4045511828,A,training,train,CMP-training-101.csv,Cond1,456,2,484862719.333,484863078.0,646,0.0,False,False
706895e70a25b52a0444,-4045511824,B,training,train,CMP-training-101.csv,Cond2,456,2,484873339.333,484873708.333,648,0.0,False,False
2ec6700e2224a3e08867,-4045511820,B,training,train,CMP-training-101.csv,Cond2,456,2,484845469.0,484845830.0,643,0.0,False,False
26c63f3c5839c506aaf9,-4045511816,B,training,train,CMP-training-101.csv,Cond2,456,2,484863099.0,484863461.0,646,0.0,False,False
05f124c55ed02953adb0,-4045511812,A,training,train,CMP-training-101.csv,Cond1,456,2,484862527.0,484862891.333,646,1.0,False,False
68ed55601175ead8ca28,-4043511808,A,training,train,CMP-training-101.csv,Cond1,456,2,484829473.333,484829827.0,640,0.0,False,False
253cddb18ef60ff680ab,-4043511808,B,training,train,CMP-training-101.csv,Cond2,456,2,484900435.333,484900799.0,655,1.0,False,False
89829271993d2ffe71f1,-4043511796,A,training,train,CMP-training-101.csv,Cond1,456,2,484816482.667,484816843.667,639,0.0,False,False
0503fa7532d16231373b,-4043511796,B,training,train,CMP-training-101.csv,Cond2,456,2,484883279.333,484883622.333,651,0.0,False,True
374b5b24a1888b4bb2ba,-4043511570,A,training,train,CMP-training-101.csv,Cond1,456,2,484875122.667,484875480.333,648,0.0,False,False
5da523d6eed7bd968a1b,-4041511872,A,training,train,CMP-training-133.csv,Cond1,456,2,485693317.667,485693674.0,791,1.0,False,False
c0007d8b42cdf1c37c39,-4041511860,A,training,train,CMP-training-133.csv,Cond1,456,2,485693879.0,485694238.0,791,0.0,False,False
5ca7ec914f5ccf7979fd,-4041511852,A,training,train,CMP-training-133.csv,Cond1,456,2,485718743.0,485719094.0,793,1.0,False,False
c5a68946811d7daf9335,-4039511800,A,training,train,CMP-training-134.csv,Cond1,456,2,485745834.0,485746191.0,798,0.0,False,False
8b1c29a1423d15e26b2e,-4039511788,A,training,train,CMP-training-134.csv,Cond1,456,2,485723997.333,485724347.667,795,0.0,False,False
cc330b21069ce233a312,-4039511784,A,training,train,CMP-training-134.csv,Cond1,456,2,485746206.0,485746558.0,798,0.0,False,False
7ce8c69a06539826cedc,-4039511784,B,training,train,CMP-training-134.csv,Cond2,456,2,486389123.667,486389483.667,890,1.0,False,False
28441326f94ba0a5b14f,-4039511578,B,training,train,CMP-training-171.csv,Cond2,456,2,486870667.0,486871027.0,953,1.0,False,False
23bf2526d9298b1c59e7,-4039511574,A,training,train,CMP-training-134.csv,Cond1,456,2,485745645.0,485746004.0,798,1.0,False,False
58ffb03108305a9609fa,-4039511574,B,training,train,CMP-training-134.csv,Cond2,456,2,486395152.333,486395514.667,892,1.0,False,False
babfa55828fc20dc9a60,-4039511566,A,training,train,CMP-training-134.csv,Cond1,456,2,485721310.0,485721663.0,794,0.0,False,False
86d5fb96aabf970f84f3,-4039511558,A,training,train,CMP-training-134.csv,Cond1,456,2,485721122.0,485721477.0,794,1.0,False,False
bb0dd7a5912b106f987f,-4039511554,A,training,train,CMP-training-134.csv,Cond1,456,2,485723810.667,485724165.333,795,1.0,False,False
90790fce1d048e5472c9,-4039511554,B,training,train,CMP-training-134.csv,Cond2,456,2,485798806.0,485799162.0,801,1.0,False,False
12b597cb0c726a3151e4,-4037511872,B,training,train,CMP-training-101.csv,Cond2,456,2,485078422.0,485078785.0,682,1.0,False,False
e6814c480c262ef4b149,-4037511840,B,training,test,CMP-training-114.csv,Cond2,456,2,485162335.333,485162698.0,697,0.0,False,False
12376da318fc06697eaa,-4037511836,B,training,test,CMP-training-114.csv,Cond2,456,2,485148095.667,485148452.667,694,0.0,False,False
0c07aa5e9cdfb3c334b8,-4037511832,A,training,train,CMP-training-101.csv,Cond1,456,2,485029618.667,485029968.667,676,0.0,False,False
81fe0c021f32a434b9a2,-4037511828,A,training,train,CMP-training-101.csv,Cond1,456,2,485085820.333,485086165.333,684,1.0,False,False
7efca8681389d862ae84,-4037511816,A,training,train,CMP-training-101.csv,Cond1,456,2,485084214.0,485084573.0,683,0.0,False,False
1a7d2cb72ceefb8f4398,-4037511812,A,training,train,CMP-training-101.csv,Cond1,456,2,485084403.0,485084760.0,683,0.0,False,False
4837b9efea270085a8f4,-4035511792,B,training,test,CMP-training-114.csv,Cond2,456,2,485161745.0,485162119.0,697,1.0,False,False
475314340343ca883cb9,-4035511780,B,training,train,CMP-training-101.csv,Cond2,456,2,485136734.0,485137095.0,692,1.0,False,False
dc119c1c6de18a03a03e,-4035511598,B,training,validation,CMP-training-117.csv,Cond2,456,2,485298254.333,485298612.333,721,1.0,False,False
54533ac338be7d35ddf3,-4035511582,B,training,train,CMP-training-118.csv,Cond2,456,2,485274008.0,485274367.333,717,1.0,False,False
9517186334baf4aa0d6f,-4035511578,B,training,validation,CMP-training-117.csv,Cond2,456,2,485298443.333,485298798.333,721,0.0,False,False
73c0ed135fd00f62694b,-4035511574,B,training,train,CMP-training-118.csv,Cond2,456,2,485274199.333,485274558.0,717,0.0,False,False
4d1e0dd96d0ef2d87b7c,-4035511570,B,training,validation,CMP-training-117.csv,Cond2,456,2,485339158.333,485339525.333,728,0.0,False,False
af193fd79a005e307209,-4035511562,B,training,train,CMP-training-101.csv,Cond2,456,2,485120681.333,485121036.333,689,1.0,False,False
1faeb8d5019424019d00,-4033511582,A,training,validation,CMP-training-117.csv,Cond1,456,2,485244387.333,485244741.333,711,0.0,False,False
