sample_id,WAFER_ID,STAGE,condition,group_id,start,end,truth,partition,policy,model,prediction,squared_error,label_rows,label_min,label_max,raw_label_mean,cohort,raw_rows,source_files,chambers,raw_start,raw_end,duplicate_chamber_times,qc_primary_missing,qc_primary_episodes,qc_primary_fallback,qc_primary_ambiguous,qc_primary_span,qc_primary_max_gap,qc_primary_phase_duration,qc_secondary_missing,qc_secondary_episodes,qc_secondary_fallback,qc_secondary_ambiguous,qc_secondary_span,qc_secondary_max_gap,qc_secondary_phase_duration,multi_primary_observed_time,multi_primary_active_time,multi_primary_inactive_time,multi_primary_active_fraction,multi_primary_active_point_fraction,multi_primary_episode_count,multi_primary_episode_min,multi_primary_episode_median,multi_primary_episode_max,multi_primary_episode_std,multi_primary_pressure_mean,multi_primary_pressure_std,multi_primary_pressure_integral,multi_primary_rotation_sum_mean,multi_primary_rotation_sum_std,multi_primary_rotation_sum_integral,multi_primary_slurry_mean,multi_primary_slurry_std,multi_primary_slurry_integral,multi_primary_pressure_rotation_proxy_mean,multi_primary_pressure_rotation_proxy_std,multi_primary_pressure_rotation_proxy_integral,multi_secondary_observed_time,multi_secondary_active_time,multi_secondary_inactive_time,multi_secondary_active_fraction,multi_secondary_active_point_fraction,multi_secondary_episode_count,multi_secondary_episode_min,multi_secondary_episode_median,multi_secondary_episode_max,multi_secondary_episode_std,multi_secondary_pressure_mean,multi_secondary_pressure_std,multi_secondary_pressure_integral,multi_secondary_rotation_sum_mean,multi_secondary_rotation_sum_std,multi_secondary_rotation_sum_integral,multi_secondary_slurry_mean,multi_secondary_slurry_std,multi_secondary_slurry_integral,multi_secondary_pressure_rotation_proxy_mean,multi_secondary_pressure_rotation_proxy_std,multi_secondary_pressure_rotation_proxy_integral,label_mean_matches
9923c8a3f770430b15e3,2977014418,B,Cond2,CMP-training-117.csv,485473618.0,485473994.0,68.89545,outer_0,completed,selected,81.56477277142855,160.5117394866381,1,68.89545,68.89545,68.89545,training,357,CMP-training-125.csv,4;5;6,485473618.0,485473994.0,0,False,2,False,False,196.0,5.666999995708466,68.0,False,3,False,False,162.0,4.0,71.0,196.0,130.66699999570847,65.33300000429153,0.6666683673250432,0.6446700507614214,2,62.666999995708466,65.33349999785423,68.0,2.666500002145767,62.65748031496063,8.54385560804882,8290.684531154111,104.70667604727748,97.08956596018302,12564.554904280434,348.83516265012054,151.83443462155972,48838.31217089447,6146.010059965105,5389.233176078668,773672.0264709548,162.0,128.0,34.0,0.7901234567901234,0.83125,3,22.0,35.0,71.0,20.725722075613085,62.60573308270677,6.495969056520085,8027.5,93.10460974950803,87.94362161411142,12368.687496919976,375.3925913268,136.4841199552972,48042.7835474685,5505.397297841463,4900.3373795904545,735736.4379176189,True
0ec31299915eed9b29d8,2975014180,B,Cond2,CMP-training-117.csv,485351205.333,485351571.333,71.2785,outer_0,completed,selected,83.90101646964281,159.3279220264042,1,71.2785,71.2785,71.2785,training,351,CMP-training-121.csv,4;5;6,485351205.333,485351571.333,0,False,3,False,False,193.0,2.6669999957084656,66.0,False,3,False,False,158.0,3.0,69.0,193.0,119.33399999141693,73.66600000858307,0.6183108807845437,0.634020618556701,3,23.0,30.33399999141693,66.0,18.78193905646341,63.983739837398375,6.242830427404187,7640.023749694228,101.3330298234892,90.09040885172551,12270.806384785965,389.39856697051454,133.41704878448286,46664.48154978329,6242.532897841954,5339.854845873543,754915.2428184311,158.0,123.66600000858307,34.33399999141693,0.7826962025859688,0.8152866242038217,3,23.0,31.66600000858307,69.0,19.958086947700846,64.130859375,5.577180841292006,7936.274531604722,99.70738984079219,89.28941656183173,12258.68524032178,389.8910787563111,139.0882615837535,48176.739020364585,6109.563454444173,5193.41624957023,751741.1650926071,True
860d7a81829c6e86b6de,2979014172,B,Cond2,CMP-training-117.csv,485336692.333,485337057.333,73.06665,outer_0,completed,selected,85.63747322499992,158.02559655419756,1,73.06665,73.06665,73.06665,training,347,CMP-training-120.csv,4;5;6,485336692.333,485337057.333,0,False,3,False,False,190.0,2.6669999957084656,70.0,False,3,False,False,158.0,4.0,70.0,190.0,125.0,65.0,0.6578947368421053,0.6701570680628273,3,22.0,33.0,70.0,20.531818125912658,62.33154296875,8.156667399048496,7807.65625,96.28552440322133,88.53443966389281,12123.48093719947,386.8493252840884,153.85816211640892,48459.845807946964,5556.540324137759,4744.017348361075,704588.2123744416,158.0,125.0,33.0,0.7911392405063291,0.8205128205128205,3,24.0,31.0,70.0,20.237478982214054,62.5390625,7.554529955699594,7838.90437502414,96.59845471227251,89.55787385260719,12223.055446829942,386.83539299242227,151.5953802750563,48399.42025788259,5844.134461714006,5160.441099752278,738087.4547732853,True
7961971dc74deb9a0ca0,-4226160416,A,Cond1,CMP-training-000.csv,481734523.333,481734877.333,57.9618,outer_1,completed,selected,70.4650540970295,156.33136301488491,1,57.9618,57.9618,57.9618,training,343,CMP-training-003.csv,4.0;5.0;6.0,481734523.333,481734877.333,0,False,0,True,True,178.0,5.666000008583069,178.0,False,3,False,False,161.0,11.333999991416931,68.66699999570847,178.0,0.3330000042915344,177.66699999570847,0.0018707865409636766,0.01092896174863388,0,,,,,62.5,9.375,20.8125002682209,80.0,0.0,26.640000343322754,505.731313131311,4.200000000000017,168.40852944308992,5000.0,750.0,1665.0000214576721,161.0,120.66699999570847,40.333000004291534,0.7494844720230339,0.8375,3,21.0,31.0,68.66699999570847,20.523552262563484,68.65904850746269,9.022107020690692,8290.097186919302,108.49309907003186,88.4888111401845,11915.559489714622,380.58815392733095,142.75296825980413,45352.327842405924,6945.797029419962,5177.726707266538,752566.2146464391,True
000b67a33cdcbc155900,-4111511820,A,Cond1,CMP-training-000.csv,481680826.0,481681191.0,54.59835,outer_1,completed,selected,67.07183617817637,155.58785743715683,1,54.59835,54.59835,54.59835,training,347,CMP-training-001.csv,4.0;5.0;6.0,481680826.0,481681191.0,0,False,3,False,False,190.33300000429153,2.3330000042915344,71.33300000429153,False,3,False,False,158.0,4.0,70.0,190.33300000429153,123.33200001716614,67.0009999871254,0.6479801191300789,0.6649214659685864,3,20.66600000858307,31.333000004291534,71.33300000429153,21.80960486032999,68.24311023622047,10.441762438708833,8433.773751035333,98.24003218990435,89.98125642381021,12036.516647374587,378.33818102282436,145.20534385703377,46763.45879107494,6056.651945550005,5017.580166925667,745692.5571892441,158.0,124.66699999570847,33.333000004291534,0.7890316455424586,0.8333333333333334,3,22.666999995708466,32.0,70.0,20.4708947274644,68.33413461538461,9.964358695020595,8622.320312131196,96.97048300530707,89.26642168797787,12240.655682802066,381.98951825951553,141.82472529915475,47987.677595748166,6267.622656467261,5355.5749686768595,791526.0393318151,True
b634cb3fbaadf7ab51ed,4213773734,A,Cond1,CMP-training-020.csv,482408797.333,482409145.667,85.83975,outer_0,completed,selected,73.45019968928585,153.5009569017169,1,85.83975,85.83975,85.83975,training,312,CMP-training-025.csv,4.0;5.0;6.0,482408797.333,482409145.667,0,False,2,False,False,172.33399999141693,7.333000004291534,65.33300000429153,False,2,False,False,159.0,6.0,71.0,172.33399999141693,101.33300000429153,71.0009999871254,0.5880035280869614,0.5885714285714285,2,36.0,50.66650000214577,65.33300000429153,14.666500002145767,70.43082524271844,8.861772724676978,7188.574219001457,172.78692469472472,109.94084052463542,17863.071286799266,425.94441992742736,48.147705543627275,43377.82287493706,12432.611754081545,7993.862770187427,1286580.279408369,159.0,112.0,47.0,0.7044025157232704,0.8102189781021898,2,32.333000004291534,51.66650000214577,71.0,19.333499997854233,70.07038288288288,6.514488773977861,7831.191250085831,91.87714336116433,86.17691384014444,10796.022543475714,404.58131313131065,113.42245872415302,44579.29608374764,6279.733735605096,5837.901203678379,730441.433063755,True
cf940371bd9d2b4b7dc2,-1714100690,A,Cond1,CMP-training-080.csv,484181350.333,484181714.667,85.1211,outer_1,completed,selected,72.7435411547719,153.20396296708424,1,85.1211,85.1211,85.1211,training,345,CMP-training-080.csv,4.0;5.0;6.0,484181350.333,484181714.667,1,False,3,False,False,186.33399999141693,5.666999995708466,67.0,False,3,False,False,160.33399999141693,3.0,71.0,186.33399999141693,117.33399999141693,69.0,0.6296972103685944,0.6182795698924731,3,19.0,31.33399999141693,67.0,20.352971697847742,68.05978260869566,10.71608144720708,8039.364686962217,94.33673034954607,87.31509489435295,11256.163348948969,374.6921826965301,155.90816866358526,44584.52588798786,5795.6228962618,4804.24297417776,704886.7191862979,160.33399999141693,117.0,43.33399999141693,0.7297266955621596,0.7658227848101266,3,13.666000008583069,31.33399999141693,71.0,23.973914840671974,68.14049586776859,10.667365951584499,8058.863749876618,84.68654217700845,80.88613236723849,9993.326061863168,383.08604224058695,146.71415021603949,45566.85535728564,5321.935922906928,4588.232958998887,637568.9626712538,True
913bbd47449825014002,1296253604,B,Cond2,CMP-training-134.csv,486436098.667,486436448.333,76.1958,outer_2,completed,selected,88.4436069611222,150.00877535691328,1,76.1958,76.1958,76.1958,training,353,CMP-training-158.csv,4;5;6,486436098.667,486436448.333,0,False,2,False,True,175.0,2.6669999957084656,33.0,False,3,False,False,158.33300000429153,3.0,70.0,175.0,57.33399999141693,117.66600000858307,0.32762285709381106,0.3402061855670103,2,24.33399999141693,28.666999995708466,33.0,4.333000004291534,65.9375,0.0,3780.460624434054,154.5394736840961,89.4093147582129,9921.156314729262,432.08282828282614,9.979801455853485,24658.817703348697,10189.94654604509,5895.426691869663,654176.2445024606,158.33300000429153,119.0,39.333000004291534,0.751580529622849,0.7735849056603774,3,19.0,30.0,70.0,21.913973218524802,61.829268292682926,9.395783443516029,7407.548125050962,93.1956593126876,86.4489411606109,11086.241555367253,375.0246735649163,148.33668777719586,44882.183462223446,5402.679639838617,4710.701793634748,647227.8767132547,True
d26597c18720f05a65ba,2975014378,B,Cond2,CMP-training-117.csv,485360026.333,485360391.333,71.2356,outer_0,completed,selected,83.48172062857127,149.9674704495186,1,71.2356,71.2356,71.2356,training,348,CMP-training-121.csv,4;5;6,485360026.333,485360391.333,0,False,3,False,False,191.0,2.6669999957084656,70.0,False,3,False,False,158.0,4.0,69.0,191.0,124.66799998283386,66.33200001716614,0.6527120417949417,0.6614583333333334,3,21.33399999141693,33.33399999141693,70.0,20.70097988412041,61.75442913385827,9.859452093776111,7767.269062120467,97.16590849942557,88.24225300379615,12330.45618073074,385.3765449773306,149.80001881534486,48104.59698000706,5696.333096702652,4921.75668724968,724474.2009223104,158.0,125.0,33.0,0.7911392405063291,0.8141025641025641,3,22.0,34.0,69.0,19.93879523831757,63.43996062992126,4.162162603481521,7931.822500005364,97.77973476989985,89.51841834207904,12381.86374552621,406.7126342161759,127.18780771120421,50998.05482963593,6004.553460416936,5292.931754829703,760919.9307770344,True
2f0f5d33c670f12fd459,1480254062,B,Cond2,CMP-training-117.csv,485527498.0,485527861.333,78.44145,outer_0,completed,selected,90.68480164642851,149.89965953810366,1,78.44145,78.44145,78.44145,training,343,CMP-training-127.csv,4;5;6,485527498.0,485527861.333,0,False,3,False,False,181.66699999570847,3.3330000042915344,72.0,False,3,False,False,166.66600000858307,6.0,69.0,181.66699999570847,115.33300000429153,66.33399999141693,0.6348593856177295,0.644808743169399,3,12.0,31.333000004291534,72.0,25.00570996529679,62.21133474576271,9.082673774283867,7253.252656618133,84.89028172513281,79.74695761822339,9627.010554107626,385.01525851737546,132.36702795979764,44774.67154949899,4979.456235214688,4424.168540609684,576496.7105132593,166.66600000858307,114.66699999570847,51.9990000128746,0.6880047519578275,0.7375,3,14.0,31.666999995708466,69.0,22.927120714145012,63.61758474576271,7.77995411360294,7327.3617185186595,87.19099433639336,82.95188764537309,10231.558252508778,376.7432246190687,141.18466583987868,43879.69547618403,5168.755688828511,4541.841267586031,614085.8077381228,True
ab5a7c5f754cbdcdd1db,2987014148,B,Cond2,CMP-training-117.csv,485384010.333,485384381.0,73.0602,outer_0,completed,selected,85.26076271249988,148.85373050164262,1,73.0602,73.0602,73.0602,training,355,CMP-training-122.csv,4;5;6,485384010.333,485384381.0,1,False,3,False,False,192.66699999570847,7.666000008583069,68.0,False,3,False,False,160.0,5.666999995708466,72.66600000858307,192.66699999570847,123.33300000429153,69.33399999141693,0.6401355707362376,0.6428571428571429,3,22.333000004291534,33.0,68.0,19.505725021463377,62.239583333333336,7.758618759454772,7721.127343988046,96.956660060921,87.56128405889369,12126.315192408267,376.7333854417162,139.61325881837573,46386.84429527402,5726.643416312344,4951.658984839661,721625.823953287,160.0,121.9990000128746,38.0009999871254,0.7624937500804663,0.7721518987341772,3,18.333000004291534,31.0,72.66600000858307,23.210589860552076,62.384733606557376,7.493401385520886,7628.540625683963,94.4975620522254,86.51649774951855,11301.876847913742,375.35654081801437,147.0123517259057,46056.2798746593,5518.26560054169,4733.899556295185,662601.2694160504,True
ec01351df04d9063c6e9,1286253744,B,Cond2,CMP-training-134.csv,486253621.333,486253984.333,77.5551,outer_2,completed,selected,89.69481619780876,147.37270936334053,1,77.5551,77.5551,77.5551,training,346,CMP-training-152.csv,4;5;6,486253621.333,486253984.333,1,False,3,False,False,190.66699999570847,2.0,65.0,False,3,False,False,156.0,5.333000004291534,70.0,190.66699999570847,120.0,70.66699999570847,0.6293695290884157,0.640625,3,23.666999995708466,31.333000004291534,65.0,17.952565072674133,62.947154471544714,8.798417987215915,7611.173125319183,100.21489486614104,89.63952389099772,12132.21600097718,368.96423996057985,146.987497263156,44405.21511067454,6111.346017612341,5197.708452141366,741626.319198586,156.0,117.0,39.0,0.75,0.7712418300653595,3,20.666999995708466,26.333000004291534,70.0,22.042018797807003,61.11758474576271,11.244805679057656,7347.067500203848,104.56255316050503,95.56115419040165,11438.12097013613,341.85541859270467,164.19196778500503,43087.44215160182,5826.684185886555,5069.363399154539,667603.6347085848,True
66f3447ff62942ce8431,2939014292,A,Cond1,CMP-training-087.csv,484500741.333,484501102.667,86.77335,outer_3,completed,selected,74.65650777117298,146.81786559828552,1,86.77335,86.77335,86.77335,training,343,CMP-training-091.csv,4.0;5.0;6.0,484500741.333,484501102.667,0,False,3,False,False,183.0,6.333000004291534,67.0,False,2,False,False,160.33399999141693,5.666999995708466,70.33399999141693,183.0,115.66600000858307,67.33399999141693,0.6320546448556452,0.6467391304347826,3,18.0,30.66600000858307,67.0,20.767461492530707,68.20115546218487,10.59731055737072,7939.706875421107,95.94074961679156,86.85455857129804,11150.940168123287,369.2010143451288,147.53541690730123,42931.222934649086,5976.866054710729,4914.529925083091,704437.3398364533,160.33399999141693,112.0,48.33399999141693,0.6985417940424091,0.6792452830188679,2,32.0,51.166999995708466,70.33399999141693,19.166999995708466,68.2175925925926,10.782990940628943,7708.186874873936,84.16587333960544,76.2682051612717,9006.041877300937,376.46876169098203,141.01913184405362,43079.42529162157,5179.625902051252,4137.127573036975,563552.4847369283,True
0a2c26346b639a082c05,-4222160578,B,Cond2,CMP-training-014.csv,482191507.0,482191873.0,85.6827,outer_0,completed,selected,73.7613622321429,142.11829417533602,1,85.6827,85.6827,85.6827,training,348,CMP-training-017.csv,4.0;5.0;6.0,482191507.0,482191873.0,1,False,3,False,False,191.33300000429153,2.6669999957084656,70.0,False,1,False,True,158.0,4.0,13.0,191.33300000429153,121.66699999570847,69.66600000858307,0.6358913516904011,0.6544502617801047,3,21.666999995708466,30.0,70.0,21.096386679783098,63.4425,7.707442020540926,7745.376718593761,98.0662913095928,88.55891156937636,11978.143336399007,378.5672242424259,149.26958634522154,46189.17563522525,5833.950436042443,4955.854544226572,718371.1820802279,158.0,18.0,140.0,0.11392405063291139,0.1282051282051282,1,13.0,13.0,13.0,0.0,66.484375,8.29972879357362,1205.787656167522,34.837209302299996,0.09302325580000002,627.0930232553499,409.8468686868675,211.57201456603482,7555.917326456705,2316.0392441843587,288.845548801689,42006.65515697567,True
