partition,policy,sample_id,lag_count,neighbor_count,cold_history,missing_physical_feature
outer_0,completed,eca59a1ab4d0cfff306c,11,10,False,False
outer_0,completed,5f636ecec345cd36ab91,11,10,False,False
outer_0,completed,2ce3a94bf983863bed62,11,10,False,False
outer_0,completed,0ca2322fb1ed8fc77211,11,10,False,False
outer_0,completed,3aab8ec5d1d3e196ab51,11,10,False,False
outer_0,completed,791115b75cfbb8d0ad82,11,10,False,False
outer_0,completed,d442f710b1520409e564,11,10,False,False
outer_0,completed,2cd868e35137b571a35c,11,10,False,False
outer_0,completed,39fab9faa8b87e185de5,11,10,False,False
outer_0,completed,cac346addfd23a187ebc,11,10,False,False
outer_0,completed,8c478680c647a536094a,11,10,False,False
outer_0,completed,6fdfb4e15330f101c44b,11,10,False,False
outer_0,completed,0af8620b7291a4252edd,11,10,False,False
outer_0,completed,af3babcc1c4ceb1677bf,11,10,False,False
outer_0,completed,e935ac1540aef5d51712,11,10,False,False
outer_0,completed,9a7f596e82e22034d86e,11,10,False,False
outer_0,completed,abdfc553244896aec7cd,11,10,False,False
outer_0,completed,fbdbe501c6cee0a12bd2,11,10,False,False
outer_0,completed,48ba4a0b0277ae5bd07d,11,10,False,False
outer_0,completed,0bc59c5fe1fae9253d66,11,10,False,False
outer_0,completed,856093546c3ed1df3876,11,10,False,False
outer_0,completed,4563939b3772415e988d,11,10,False,False
outer_0,completed,66165c7a4497dbbb0080,11,10,False,False
outer_0,completed,3188d9ad6b2151d91fd9,11,10,False,False
outer_0,completed,256ea277f8e7bd5bc6a8,11,10,False,False
outer_0,completed,e3438195233d27cf84fe,11,10,False,False
outer_0,completed,6a63a95ae885fdacd412,11,10,False,False
outer_0,completed,5dac9c8f958a97b6530d,11,10,False,False
outer_0,completed,83a066b8118ff9b6fb3e,11,10,False,False
outer_0,completed,69a00dfea8fdd01a4de5,11,10,False,False
outer_0,completed,38617ad6b2b88950b126,11,10,False,False
outer_0,completed,f340bd6a3afa4ce43f62,11,10,False,False
outer_0,completed,73c826dbbf8ef8316925,11,10,False,False
outer_0,completed,eef9131cf62f318a6f97,11,10,False,False
outer_0,completed,db9820607af02f1f1430,11,10,False,False
outer_0,completed,3f7dd303a6a5215d0e4d,11,10,False,False
outer_0,completed,2415a598db312109ee60,11,10,False,False
outer_0,completed,318ccd1fa74a49521b93,11,10,False,False
outer_0,completed,6e874b66d70476565d95,11,10,False,False
outer_0,completed,3f314c392c270b29a4de,11,10,False,False
outer_0,completed,861a99fddd829e7f32c8,11,10,False,False
outer_0,completed,38eae53a1590ac17a6c4,11,10,False,False
outer_0,completed,000af8d9da173dcc2bb1,11,10,False,False
outer_0,completed,3cf003b0e0d9406fe666,11,10,False,False
outer_0,completed,3e12b7cc66f4e038ba7d,11,10,False,False
outer_0,completed,a1c0c7bc9d164c836793,11,10,False,False
outer_0,completed,4b009f9643bde5a1f62c,11,10,False,False
outer_0,completed,9c0de4370cfe3d75bdbc,11,10,False,False
outer_0,completed,8980919da8465016e4d8,11,10,False,False
outer_0,completed,78cb164b39aab3853a65,11,10,False,False
outer_0,completed,8ca76e6927218784fb86,11,10,False,False
outer_0,completed,74fd749b8cb0db98f6f2,11,10,False,False
outer_0,completed,fd802e02998993039923,11,10,False,False
outer_0,completed,3e3a09b10c0507ae2bc1,11,10,False,False
outer_0,completed,2bfb6726237cbdd3c4d3,11,10,False,False
outer_0,completed,7d21b296498b647ea4c3,11,10,False,False
outer_0,completed,04d3a498e32bedfc24ad,11,10,False,False
outer_0,completed,0ebf69720a524ea6397f,11,10,False,False
outer_0,completed,b0976432f5cdb0d6f981,11,10,False,False
outer_0,completed,c65f0e49eefc71999b4a,11,10,False,False
outer_0,completed,23e9637ba88d6014dabc,11,10,False,False
outer_0,completed,8f16e3cabc1b72a0220d,11,10,False,False
outer_0,completed,2105cb77f4810e21030b,11,10,False,False
outer_0,completed,8554b54d71162b978d85,11,10,False,False
outer_0,completed,16adc96cad03fc8e0ab1,11,10,False,False
outer_0,completed,12ef0f2a8036cc1cb8d1,11,10,False,False
outer_0,completed,a16d764a82523d8ada54,11,10,False,False
outer_0,completed,473fa37338acce69e97f,11,10,False,False
outer_0,completed,0d6b60fc74d791645015,11,10,False,False
outer_0,completed,b70083c677e3fefaab33,11,10,False,False
outer_0,completed,0efc4250bd16dac53c20,11,10,False,False
outer_0,completed,998cb7a246e4da937a38,11,10,False,False
outer_0,completed,7f26bdd1a6cc4b4f69d3,11,10,False,False
outer_0,completed,59aafa30330d0724c030,11,10,False,False
outer_0,completed,091359e46dc5fc2d3808,11,10,False,False
outer_0,completed,c551058548c5591223d1,11,10,False,False
outer_0,completed,640e343d37d4ca9ca74f,11,10,False,False
outer_0,completed,8ce8f567553326c6efae,11,10,False,False
outer_0,completed,79f54916ad68aae6d754,11,10,False,False
outer_0,completed,4f728c9527787590ca30,11,10,False,False
outer_0,completed,ee50cc87293b87674cdf,11,10,False,False
outer_0,completed,69937f326a15c996055e,11,10,False,False
outer_0,completed,3a2c0d7128b1e2fc620b,11,10,False,False
outer_0,completed,ad9d52803cb4f0b165f5,11,10,False,False
outer_0,completed,391c7d537c91c905525d,11,10,False,False
outer_0,completed,8a03c9026a3157c80d54,11,10,False,False
outer_0,completed,b84a47f2d5c693bf83fa,11,10,False,False
outer_0,completed,1c3a75bf735804024cc5,11,10,False,False
outer_0,completed,30087332c753626c270d,11,10,False,False
outer_0,completed,2cd281340b7bb19f983a,11,10,False,False
outer_0,completed,afe7f6e590165901d04b,11,10,False,False
outer_0,completed,b2b3336d07d7823366c0,11,10,False,False
outer_0,completed,b939e5b4812bd588193e,11,10,False,False
outer_0,completed,e6407751fde1c2ac3d5f,11,10,False,False
outer_0,completed,9d31c447a4c94715a3b0,11,10,False,False
outer_0,completed,b9909663c879c896bce0,11,10,False,False
outer_0,completed,c7b2ef798c2cfb8aed5a,11,10,False,False
outer_0,completed,24611b0c3a1a77bdc5b9,11,10,False,False
outer_0,completed,a8269bf0b178851e75cd,11,10,False,False
outer_0,completed,a792402a9f32fa3dfa0c,11,10,False,False
outer_0,completed,2bd265fc0dff6f16add9,11,10,False,False
outer_0,completed,b559b167ff6fcf9c747b,11,10,False,False
outer_0,completed,65c8cbb8d1c2aed707f1,11,10,False,False
outer_0,completed,369187d96b6d6aae1112,11,10,False,False
outer_0,completed,c16f510cd0b9917a064d,11,10,False,False
outer_0,completed,8fba40e04df205844e0d,11,10,False,False
outer_0,completed,05732127d7190631e59a,11,10,False,False
outer_0,completed,da8b01c86c0ade218de0,11,10,False,False
outer_0,completed,7acb6b5e9f17b5a5a95a,11,10,False,False
outer_0,completed,30b46c8c8ccffa02744a,11,10,False,False
outer_0,completed,5558f8c408a22a0de551,11,10,False,False
outer_0,completed,e65808d60850316a24bb,11,10,False,False
outer_0,completed,f92006ade6363c745e2f,11,10,False,False
outer_0,completed,89e19de8a44a00008985,11,10,False,False
outer_0,completed,524e1839f474ed890f47,11,10,False,False
outer_0,completed,663819767f329d52aa05,11,10,False,False
outer_0,completed,06dea63d62112b1f2fb1,11,10,False,False
outer_0,completed,675a9ef8a9e21e23b9bc,11,10,False,False
outer_0,completed,a1c4f003f5a6897bce34,11,10,False,False
outer_0,completed,6b0b695b7eae1364d358,11,10,False,False
outer_0,completed,6c4b32ef917cf84040e5,11,10,False,False
outer_0,completed,b634cb3fbaadf7ab51ed,11,10,False,False
outer_0,completed,b46d7568619ad4418739,11,10,False,False
outer_0,completed,4d044ae9db7d0ff5c5e7,11,10,False,False
outer_0,completed,6683ca9298f00ce67485,11,10,False,False
outer_0,completed,a6df3865bce97211f7d4,11,10,False,False
outer_0,completed,331968bdc2eaf190f687,11,10,False,False
outer_0,completed,8d8f896ebe43c0240444,11,10,False,False
outer_0,completed,7c77a691c466610620c5,11,10,False,False
outer_0,completed,f56439fa66304647b64e,11,10,False,False
outer_0,completed,c279782e98540050bf23,11,10,False,False
outer_0,completed,218d674e18b0f9d282d8,11,10,False,False
outer_0,completed,a80492c7189ca776443b,11,10,False,False
outer_0,completed,60acecec229c557b43da,11,10,False,False
outer_0,completed,cfab45ebc665c56b60ac,11,10,False,False
outer_0,completed,93d2ec79701cd1558620,11,10,False,False
outer_0,completed,ef6b8c96f2ed0678b801,11,10,False,False
outer_0,completed,0958feb27d536fdaa0c4,11,10,False,False
outer_0,completed,abfc8127f8d93386b57d,11,10,False,False
outer_0,completed,e266fdfa3f8ef8391a62,11,10,False,False
outer_0,completed,68241b0b167db4d4da3c,11,10,False,False
outer_0,completed,0c29fb793554617c1a8e,11,10,False,False
outer_0,completed,629e72e14a4a7951e7b2,11,10,False,False
outer_0,completed,0d912928e6272614a0c1,11,10,False,False
outer_0,completed,0e3a81eb0cb986226385,11,10,False,False
outer_0,completed,04afdd1c439211c8389d,11,10,False,False
outer_0,completed,733faafbe969be847e96,11,10,False,False
outer_0,completed,b138af2c252c3f59740c,11,10,False,False
outer_0,completed,81bbf59aff29dd99a51d,11,10,False,False
outer_0,completed,0a2c26346b639a082c05,11,10,False,False
outer_0,completed,3841eeb50e1c679c03fa,11,10,False,False
outer_0,completed,d4f5c7dae132fc849ba7,11,10,False,False
outer_0,completed,da664178fb95e3ac7ac5,11,10,False,False
outer_0,completed,a27f65a9d51515d62208,11,10,False,False
outer_0,completed,2d9caeef18825482c0b3,11,10,False,False
outer_0,completed,85614a746352d5cd2a3e,11,10,False,False
outer_0,completed,186c9d4e7c876c1ae049,11,10,False,False
outer_0,completed,28b351aaa3c696b0d7d9,11,10,False,False
outer_0,completed,7540e22cad3ceb061079,11,10,False,False
outer_0,completed,07c601a6147558842993,11,10,False,False
outer_0,completed,d6ba91dec59bc6c291ca,11,10,False,False
outer_0,completed,6b51cf40fe5ba0e98675,11,10,False,False
outer_0,completed,ad1002f388a918ae688b,11,10,False,False
outer_0,completed,7752a6a5d7d821afe1dc,11,10,False,False
outer_0,completed,aa7f2e6d6f77a19fcff1,11,10,False,False
outer_0,completed,8f2cee58894e52e1f320,11,10,False,False
outer_0,completed,9fccd3a12bfc96e1651b,11,10,False,False
outer_0,completed,ca583f0ad0211cd771a8,11,10,False,False
outer_0,completed,c10d5eb3d1b7b7be8f66,11,10,False,False
outer_0,completed,1162bc74b96e937eb78d,11,10,False,False
outer_0,completed,3f09e25ab98b92f5fd09,11,10,False,False
outer_0,completed,c99cc22411534299529e,11,10,False,False
outer_0,completed,868967d88bbe6de2936f,11,10,False,False
outer_0,completed,5f85b3b53c1ea7b9caa7,11,10,False,False
outer_0,completed,0143f6c3d6640aaa957b,11,10,False,False
outer_0,completed,b2b7fb62f8bd2bdb8af6,11,10,False,False
outer_0,completed,3821aac0f62bfaea784c,11,10,False,False
outer_0,completed,dc119c1c6de18a03a03e,11,10,False,False
outer_0,completed,9517186334baf4aa0d6f,11,10,False,False
outer_0,completed,4d1e0dd96d0ef2d87b7c,11,10,False,False
outer_0,completed,c60664bff5cf03638a1a,11,10,False,False
outer_0,completed,a22e27c8cc4bbc06187e,11,10,False,False
outer_0,completed,d782c1b11aa1fd1e9bc7,11,10,False,False
outer_0,completed,bfde7a3881670be78abe,11,10,False,False
outer_0,completed,05a226eff6cb87a3dad6,11,10,False,False
outer_0,completed,b7ab57727c4e04de1fa6,11,10,False,False
outer_0,completed,599ce715621c32aa706d,11,10,False,False
outer_0,completed,15fc6fd2771a83af4570,11,10,False,False
outer_0,completed,ed3de9488562bcd71b6d,11,10,False,False
outer_0,completed,e7c4fe7f655a8be7b39e,11,10,False,False
outer_0,completed,ac0381b264de3c71c4e7,11,10,False,False
outer_0,completed,54b1114fef6f8f6697ef,11,10,False,False
outer_0,completed,b4d279d0a302676bfbdc,11,10,False,False
outer_0,completed,8da0440b12cf38c26e8e,11,10,False,False
outer_0,completed,ecd33beacec4f14b5aae,11,10,False,False
outer_0,completed,7dfdfeb7f36e1e44e92b,11,10,False,False
outer_0,completed,ad8fd931ae392d099a62,11,10,False,False
outer_0,completed,bd7ff0affdbf0b2b120c,11,10,False,False
outer_0,completed,57171f7dd4f88ce8040e,11,10,False,False
outer_0,completed,41f9196246973f9d4299,11,10,False,False
outer_0,completed,bcc7abe9fff3d5a894bb,11,10,False,False
outer_0,completed,3c583539dd8cf89e7ad1,11,10,False,False
outer_0,completed,6f63a985cbc0816bda9b,11,10,False,False
outer_0,completed,9dfe5d75505663eef90a,11,10,False,False
outer_0,completed,8a7324bf3433c863fa32,11,10,False,False
outer_0,completed,d9095efa1c23a6db0020,11,10,False,False
outer_0,completed,28ae9cb23f6947abc886,11,10,False,False
outer_0,completed,76a84111773e6ae8a19a,11,10,False,False
outer_0,completed,40e0ccfcfe2797c0ed6c,11,10,False,False
outer_0,completed,41e97eb8601e080f5b62,11,10,False,False
outer_0,completed,a3323871584eff7a0c4b,11,10,False,False
outer_0,completed,5e1b34f088ee4b88c2ad,11,10,False,False
outer_0,completed,235f388d72bc73da3341,11,10,False,False
outer_0,completed,44e2cd3277e195e96424,11,10,False,False
outer_0,completed,cb4effffcf59da0509d3,11,10,False,False
outer_0,completed,96b07a1935b0c2ab28f0,11,10,False,False
outer_0,completed,ffd0f81d1449f3f54c1a,11,10,False,False
outer_0,completed,fe05353d1263d641eab3,11,10,False,False
outer_0,completed,8176c599c196cb23b492,11,10,False,False
outer_0,completed,fdb9bbcb9220e0152d86,11,10,False,False
outer_0,completed,a396474fb12cae977057,11,10,False,False
outer_0,completed,14657625535d82293292,11,10,False,False
outer_0,completed,798c7cc0f3df94def977,11,10,False,False
outer_0,completed,e297a27bcb40bc7e4c87,11,10,False,False
outer_0,completed,38b729843aea92d1e2b8,11,10,False,False
outer_0,completed,2eee6d51dbb85b31d854,11,10,False,False
outer_0,completed,9376228e606316e0ce47,11,10,False,False
outer_0,completed,8394551e0ecd9467bdf2,11,10,False,False
outer_0,completed,1c11fe15670a990acc0a,11,10,False,False
outer_0,completed,167866d90097edd8fc00,11,10,False,False
outer_0,completed,7751c9e726f1c5a55f3e,11,10,False,False
outer_0,completed,bf1448266b4ed8ec25bd,11,10,False,False
outer_0,completed,14f051e23e9a0464b47c,11,10,False,False
outer_0,completed,e63778e51d1afb8e8f3e,11,10,False,False
outer_0,completed,8075935dd60f4796e841,11,10,False,False
outer_0,completed,f4308600c59ed9f10a50,11,10,False,False
outer_0,completed,8b03a1148ae94ea9ef3f,11,10,False,False
outer_0,completed,4a248cefa60f545497a3,11,10,False,False
outer_0,completed,af4e7f3424612da01c07,11,10,False,False
outer_0,completed,6701b8b6cfe93e5cd3b6,11,10,False,False
outer_0,completed,c167fee30078a6be28cd,11,10,False,False
outer_0,completed,44fe702ee21e353a23b9,11,10,False,False
outer_0,completed,950606910e7d4dafb3ea,11,10,False,False
outer_0,completed,4394e9c39a3572564c82,11,10,False,False
outer_0,completed,8a7a0ea1cc4ee428cf3a,11,10,False,False
outer_0,completed,e7e953dc7b10073b5605,11,10,False,False
outer_0,completed,4dec5598d655d7acdf97,11,10,False,False
outer_0,completed,0f9f05e4fe22eb3ee700,11,10,False,False
outer_0,completed,68580354e5144ef1dd46,11,10,False,False
outer_0,completed,c4427fec6c51c99552d1,11,10,False,False
outer_0,completed,3726147fdb3581d7a621,11,10,False,False
outer_0,completed,e1df80e61420f0186f13,11,10,False,False
outer_0,completed,e3a004e92368d0546cf2,11,10,False,False
outer_0,completed,d5c578b6a876bab44f50,11,10,False,False
outer_0,completed,83c6242d2df88f297292,11,10,False,False
outer_0,completed,c8333b982d903608eca0,11,10,False,False
outer_0,completed,7ce6b784155ee595c853,11,10,False,False
outer_0,completed,b84d284eff85ab45d45b,11,10,False,False
outer_0,completed,7bf3c07686d4ffa04fc0,11,10,False,False
outer_0,completed,a535eb6c49e22f76e75e,11,10,False,False
outer_0,completed,44aabafc8229235e609c,11,10,False,False
outer_0,completed,c876e7b629376036a637,11,10,False,False
outer_0,completed,026071fc4e76d9c91c7e,11,10,False,False
outer_0,completed,2a3756ecf573ca5fb122,11,10,False,False
outer_0,completed,b426a521f8ee659c4136,11,10,False,False
outer_0,completed,c9fbd843b58d5b0ac58e,11,10,False,False
outer_0,completed,2cc94b2b7728541f8861,11,10,False,False
outer_0,completed,c4a259a72b484c35e21f,11,10,False,False
outer_0,completed,61b96069cda3fc5d7af1,11,10,False,False
outer_0,completed,231fa13466e8969f19db,11,10,False,False
outer_0,completed,c8d0eb2d8197750d2791,11,10,False,False
outer_0,completed,b5b2aa67bd8624ac5c2d,11,10,False,False
outer_0,completed,a82b217d71ade5180a5f,11,10,False,False
outer_0,completed,77bcbcf9c247415a6cef,11,10,False,False
outer_0,completed,a5e299d9e5dfcafb19a2,11,10,False,False
outer_0,completed,cfd347275ff40c458e05,11,10,False,False
outer_0,completed,64e55696aaaf10847115,11,10,False,False
outer_0,completed,becf7091bf2cfa7a5ec4,11,10,False,False
outer_0,completed,2eab6eb436c3e259dd8d,11,10,False,False
outer_0,completed,18c814cfb1f440d688f4,11,10,False,False
outer_0,completed,42c6318158bf05f3bc60,11,10,False,False
outer_0,completed,3d9dc3b8032cead14c80,11,10,False,False
outer_0,completed,025b74b54e01e57dc2bb,11,10,False,False
outer_0,completed,bdc3b74e17d971dd7fc1,11,10,False,False
outer_0,completed,83af60abcd9088be2636,11,10,False,False
outer_0,completed,69d4050e3444b11756f0,11,10,False,False
outer_0,completed,3e8cd90ff912a0de928a,11,10,False,False
outer_0,completed,a784c6d5e43b28edd180,11,10,False,False
outer_0,completed,e789b3df26cc32278994,11,10,False,False
outer_0,completed,31e86e2be58e4ac42917,11,10,False,False
outer_0,completed,4d6fcf4fcb3c20a40e22,11,10,False,False
outer_0,completed,0964387e0ed43e08b32d,11,10,False,False
outer_0,completed,ebc2b4207a6f12fa7fff,11,10,False,False
outer_0,completed,f305c400b21b5f99b142,11,10,False,False
outer_0,completed,aef307f0c3cdb99cd16e,11,10,False,False
outer_0,completed,7d02e72a7aaea690ef8e,11,10,False,False
outer_0,completed,bab2489faf81150bbc97,11,10,False,False
outer_0,completed,63a193024ae44ca1a318,11,10,False,False
outer_0,completed,2f0f5d33c670f12fd459,11,10,False,False
outer_0,completed,bc1ad8417be245ee2994,11,10,False,False
outer_0,completed,58ccb15d2981076c4657,11,10,False,False
outer_0,completed,8bfe03c9c0a5f883f5d1,11,10,False,False
outer_0,completed,7c36f7414e884edd777c,11,10,False,False
outer_0,completed,28eb6228b51d53a26cf8,11,10,False,False
outer_0,completed,39a43ea69de3ebe87cee,11,10,False,False
outer_0,completed,b91e221084680f0ac8f1,11,10,False,False
outer_0,completed,77ea41007be7b6b45d11,11,10,False,False
outer_0,completed,d57cab637c16f39bac00,11,10,False,False
outer_0,completed,e0e6b498408facf92bd0,11,10,False,False
outer_0,completed,9184cf2256d412945e81,11,10,False,False
outer_0,completed,453a12ce73ca59a50cad,11,10,False,False
outer_0,completed,ba98c2c5eb5925320c3e,11,10,False,False
outer_0,completed,1c360e3ac398f525890e,11,10,False,False
outer_0,completed,e6c5884177352ef9f219,11,10,False,False
outer_0,completed,bd40ce56067b1a8f6742,11,10,False,False
outer_0,completed,f464f9a0902538977266,11,10,False,False
outer_0,completed,82905abdb34c762714a4,11,10,False,False
outer_0,completed,9b2bee47698fb26fa450,11,10,False,False
outer_0,completed,f44e75a0047d6dff868a,11,10,False,False
outer_0,completed,f20286af171f312f20d6,11,10,False,False
outer_0,completed,b23da4f9f2897f5547c1,11,10,False,False
outer_0,completed,2d6ce6311cde8190d0e3,11,10,False,False
outer_0,completed,ff84ddffe40ac9f70081,11,10,False,False
outer_0,completed,077a00cecd82824b62aa,11,10,False,False
outer_0,completed,2e36fd27ddc4e8f097f4,11,10,False,False
outer_0,completed,bed84d540f9daf546754,11,10,False,False
outer_0,completed,fda76e385a3900a5c26f,11,10,False,False
outer_0,completed,28160c8dd80239d4c6e3,11,10,False,False
outer_0,completed,b22ab8a1f5d705aab295,11,10,False,False
outer_0,completed,a5f11799d424f1d5b54e,11,10,False,False
outer_0,completed,e875d34f202aae8c7207,11,10,False,False
outer_0,completed,2529d5d4a0dbf3e80daf,11,10,False,False
